Row;Column;Year;BRISONr;Treatment;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;TKW_plot;Seedyield_bio;Biomass_bio;TKW_bio;Spike_number;Stripe_rust;Powdery_mildew;Leaf_rust;Septoria;DTR;Fusarium;Falling_number;Sedimentation;Crude_protein;Subtrial;Location;Block
2;17;2017;BRISONr_87;HN_WF;278;293;NA;NA;NA;33.7292;40.162;692.32;1360.96;36.46;432;NA;NA;NA;NA;NA;NA;NA;10;8.726936219;1;DKI;B2
2;18;2017;BRISONr_2;HN_WF;278;293;NA;NA;NA;46.0186;38.8462;473.12;931.84;34.75;336;NA;NA;NA;NA;NA;NA;NA;18;8.668042986;1;DKI;B2
2;19;2017;BRISONr_110;HN_WF;278;293;NA;NA;NA;33.0928;42.4582;653.6;1310.88;41.94;368;NA;NA;NA;NA;NA;NA;NA;30;10.78425197;1;DKI;B2
2;20;2017;BRISONr_43;HN_WF;278;293;NA;NA;NA;43.7998;43.8944;535.2;1013.44;46.72;368;NA;NA;NA;NA;NA;NA;NA;17;10.30778409;1;DKI;B2
2;21;2017;BRISONr_80;HN_WF;278;293;NA;NA;NA;39.8782;44.7544;918.56;1738.72;47.41;512;NA;NA;NA;NA;NA;NA;NA;18;10.46908267;1;DKI;B2
2;22;2017;BRISONr_90;HN_WF;278;293;NA;NA;NA;44.4104;41.1596;519.84;1035.68;38.72;400;NA;NA;NA;NA;NA;NA;NA;26;10.52260428;1;DKI;B2
2;23;2017;BRISONr_85;HN_WF;278;293;NA;NA;NA;35.9566;42.914;517.12;1027.84;42.69;336;NA;NA;NA;NA;NA;NA;NA;30;10.2787964;1;DKI;B2
2;24;2017;BRISONr_72;HN_WF;278;293;NA;NA;NA;43.7482;36.55;660.8;1372;37.88;448;NA;NA;NA;NA;NA;NA;NA;24;10.79531603;1;DKI;B2
3;17;2017;BRISONr_74;HN_WF;278;293;NA;NA;NA;38.1754;37.9518;465.44;940.16;37.15;352;NA;NA;NA;NA;NA;NA;NA;30;10.63610169;1;DKI;B2
3;18;2017;BRISONr_118;HN_WF;278;293;NA;NA;NA;28.337;39.775;489.6;1073.92;38.39;400;NA;NA;NA;NA;NA;NA;NA;34;11.49659864;1;DKI;B2
3;19;2017;BRISONr_100;HN_WF;278;293;NA;NA;NA;32.5252;39.1558;458.08;848.8;43.31;320;NA;NA;NA;NA;NA;NA;NA;36;11.17300683;1;DKI;B2
3;20;2017;BRISONr_1;HN_WF;278;293;NA;NA;NA;40.9016;36.1372;415.68;856.64;34.64;320;NA;NA;NA;NA;NA;NA;NA;31;10.58666667;1;DKI;B2
3;21;2017;BRISONr_9;HN_WF;278;293;NA;NA;NA;38.872;39.4482;538.24;1135.36;37.84;496;NA;NA;NA;NA;NA;NA;NA;33;10.48318335;1;DKI;B2
3;22;2017;BRISONr_71;HN_WF;278;293;NA;NA;NA;42.0884;41.495;471.68;854.88;40;352;NA;NA;NA;NA;NA;NA;NA;23;9.587767756;1;DKI;B2
3;23;2017;BRISONr_55;HN_WF;278;293;NA;NA;NA;39.3106;40.0846;556.16;1112.96;40.61;416;NA;NA;NA;NA;NA;NA;NA;36;11.06340909;1;DKI;B2
3;24;2017;BRISONr_50;HN_WF;278;293;NA;NA;NA;45.3048;42.4582;821.28;1694.08;41.81;496;NA;NA;NA;NA;NA;NA;NA;36;11.67175141;1;DKI;B2
4;17;2017;BRISONr_86;HN_WF;278;293;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;9.713979707;1;DKI;B2
4;18;2017;BRISONr_105;HN_WF;278;293;NA;NA;NA;39.7406;42.2604;740.32;1445.28;41.6;480;NA;NA;NA;NA;NA;NA;NA;32;10.46028249;1;DKI;B2
4;19;2017;BRISONr_53;HN_WF;278;293;NA;NA;NA;47.5408;44.4104;958.88;1693.6;42.78;560;NA;NA;NA;NA;NA;NA;NA;33;10.74100228;1;DKI;B2
4;20;2017;BRISONr_57;HN_WF;278;293;NA;NA;NA;44.5566;45.5886;512.16;1071.68;40.57;336;NA;NA;NA;NA;NA;NA;NA;59;13.46489241;1;DKI;B2
4;21;2017;BRISONr_121;HN_WF;278;293;NA;NA;NA;38.0206;41.452;521.44;1076.48;40.09;400;NA;NA;NA;NA;NA;NA;NA;36;11.52477477;1;DKI;B2
4;22;2017;BRISONr_67;HN_WF;278;293;NA;NA;NA;43.2236;40.8414;382.08;705.12;37.08;224;NA;NA;NA;NA;NA;NA;NA;20;10.17047511;1;DKI;B2
4;23;2017;BRISONr_47;HN_WF;278;293;NA;NA;NA;43.9374;41.2886;587.52;1151.04;41.97;384;NA;NA;NA;NA;NA;NA;NA;39;11.9735658;1;DKI;B2
4;24;2017;BRISONr_84;HN_WF;278;293;NA;NA;NA;35.002;41.8992;812.16;1561.92;43.29;480;NA;NA;NA;NA;NA;NA;NA;25;11.91657208;1;DKI;B2
5;17;2017;BRISONr_29;HN_WF;278;293;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33;12.32316384;1;DKI;B2
5;18;2017;BRISONr_117;HN_WF;278;293;NA;NA;NA;54.825;44.978;886.56;1746.4;45.55;608;NA;NA;NA;NA;NA;NA;NA;38;11.65738636;1;DKI;B2
5;19;2017;BRISONr_81;HN_WF;278;293;NA;NA;NA;47.7558;47.2312;427.52;837.44;51.78;288;NA;NA;NA;NA;NA;NA;NA;39;11.82426304;1;DKI;B2
5;20;2017;BRISONr_123;HN_WF;278;293;NA;NA;NA;40.3856;38.3732;692.16;1419.52;38.79;480;NA;NA;NA;NA;NA;NA;NA;27;12.84715909;1;DKI;B2
5;21;2017;BRISONr_92;HN_WF;278;293;NA;NA;NA;51.901;42.1744;602.4;1126.72;42.45;320;NA;NA;NA;NA;NA;NA;NA;15;11.17744875;1;DKI;B2
5;22;2017;BRISONr_64;HN_WF;278;293;NA;NA;NA;46.6378;48.8222;451.2;836.48;45.56;272;NA;NA;NA;NA;NA;NA;NA;43;11.4821267;1;DKI;B2
5;23;2017;BRISONr_69;HN_WF;278;293;NA;NA;NA;45.2188;44.032;515.84;992.16;43.69;320;NA;NA;NA;NA;NA;NA;NA;24;11.5400681;1;DKI;B2
5;24;2017;BRISONr_31;HN_WF;278;293;NA;NA;NA;39.0526;43.129;1069.6;1905.76;46.51;512;NA;NA;NA;NA;NA;NA;NA;25;10.97477324;1;DKI;B2
6;17;2017;BRISONr_104;HN_WF;278;293;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;11.18042745;1;DKI;B2
6;18;2017;BRISONr_24;HN_WF;278;293;NA;NA;NA;52.2364;41.6068;616.16;1136.32;41.06;368;NA;NA;NA;NA;NA;NA;NA;29;10.88864926;1;DKI;B2
6;19;2017;BRISONr_28;HN_WF;278;293;NA;NA;NA;49.9746;40.4716;932;1656.64;37.91;512;NA;NA;NA;NA;NA;NA;NA;19;11.34652223;1;DKI;B2
6;20;2017;BRISONr_10;HN_WF;278;293;NA;NA;NA;45.494;40.377;552.64;1024.16;38.85;336;NA;NA;NA;NA;NA;NA;NA;31;11.18876975;1;DKI;B2
6;21;2017;BRISONr_33;HN_WF;278;293;NA;NA;NA;45.8724;43.4988;486.08;890.88;40.35;288;NA;NA;NA;NA;NA;NA;NA;20;10.6251139;1;DKI;B2
6;22;2017;BRISONr_113;HN_WF;278;293;NA;NA;NA;41.2886;41.839;921.6;1693.28;42.17;464;NA;NA;NA;NA;NA;NA;NA;43;10.5771542;1;DKI;B2
6;23;2017;BRISONr_115;HN_WF;278;293;NA;NA;NA;NA;NA;756.16;1445.28;39.14;400;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;DKI;B2
6;24;2017;BRISONr_65;HN_WF;278;293;NA;NA;NA;45.322;44.3588;967.04;1860.64;45.02;464;NA;NA;NA;NA;NA;NA;NA;35;12.19831461;1;DKI;B2
7;17;2017;BRISONr_93;HN_WF;278;293;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;41;12.95568182;1;DKI;B2
7;18;2017;BRISONr_99;HN_WF;278;293;NA;NA;NA;48.9942;50.6196;829.6;1554.88;51.17;368;NA;NA;NA;NA;NA;NA;NA;35;11.20759132;1;DKI;B2
7;19;2017;BRISONr_112;HN_WF;278;293;NA;NA;NA;52.3482;48.3836;675.52;1386.88;50.44;400;NA;NA;NA;NA;NA;NA;NA;42;12.47219069;1;DKI;B2
7;20;2017;BRISONr_95;HN_WF;278;293;NA;NA;NA;53.6898;39.9384;521.6;976;36.63;352;NA;NA;NA;NA;NA;NA;NA;42;11.28257662;1;DKI;B2
7;21;2017;BRISONr_76;HN_WF;278;293;NA;NA;NA;37.3326;45.0898;568.16;1136.16;44.72;400;NA;NA;NA;NA;NA;NA;NA;35;10.48457627;1;DKI;B2
7;22;2017;BRISONr_96;HN_WF;278;293;NA;NA;NA;42.5614;43.1634;292.96;538.88;42.88;160;NA;NA;NA;NA;NA;NA;NA;39;10.82755102;1;DKI;B2
7;23;2017;BRISONr_83;HN_WF;278;293;NA;NA;NA;46.7238;45.709;893.44;1692.48;44.52;416;NA;NA;NA;NA;NA;NA;NA;45;12.25534308;1;DKI;B2
7;24;2017;BRISONr_58;HN_WF;278;293;NA;NA;NA;NA;NA;872;1715.2;46.04;448;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;DKI;B2
8;17;2017;BRISONr_66;HN_WF;278;293;NA;NA;NA;43;45.709;696.48;1267.68;43.19;352;NA;NA;NA;NA;NA;NA;NA;34;11.17961712;1;DKI;B2
8;18;2017;BRISONr_15;HN_WF;278;293;NA;NA;NA;50.1638;43.0946;698.88;1323.36;41.98;416;NA;NA;NA;NA;NA;NA;NA;34;11.95800227;1;DKI;B2
8;19;2017;BRISONr_98;HN_WF;278;293;NA;NA;NA;48.633;45.322;393.44;849.6;44.39;320;NA;NA;NA;NA;NA;NA;NA;48;13.45856981;1;DKI;B2
8;20;2017;BRISONr_60;HN_WF;278;293;NA;NA;NA;40.2738;38.5366;554.88;1064.64;36.47;416;NA;NA;NA;NA;NA;NA;NA;34;10.30464853;1;DKI;B2
8;21;2017;BRISONr_34;HN_WF;278;293;NA;NA;NA;48.7964;43.0774;770.88;1479.68;43.89;448;NA;NA;NA;NA;NA;NA;NA;38;10.89937853;1;DKI;B2
8;22;2017;BRISONr_27;HN_WF;278;293;NA;NA;NA;39.8954;40.463;733.92;1487.2;39.38;448;NA;NA;NA;NA;NA;NA;NA;19;12.016;1;DKI;B2
8;23;2017;BRISONr_20;HN_WF;278;293;NA;NA;NA;36.1028;38.3302;670.56;1444.32;36.92;512;NA;NA;NA;NA;NA;NA;NA;39;12.67636986;1;DKI;B2
8;24;2017;BRISONr_41;HN_WF;278;293;NA;NA;NA;30.5644;40.0158;674.24;1406.72;38.61;544;NA;NA;NA;NA;NA;NA;NA;25;10.38612684;1;DKI;B2
9;17;2017;BRISONr_97;HN_WF;278;293;NA;NA;NA;38.614;42.355;674.4;1343.84;41.52;432;NA;NA;NA;NA;NA;NA;NA;19;10.5424;1;DKI;B2
9;18;2017;BRISONr_79;HN_WF;278;293;NA;NA;NA;50.525;39.0784;568.64;1125.92;35.68;352;NA;NA;NA;NA;NA;NA;NA;28;10.76166855;1;DKI;B2
9;19;2017;BRISONr_56;HN_WF;278;293;NA;NA;NA;43.3268;39.3622;761.6;1476.64;37.33;512;NA;NA;NA;NA;NA;NA;NA;29;10.49857955;1;DKI;B2
9;20;2017;BRISONr_11;HN_WF;278;293;NA;NA;NA;40.4028;37.3928;709.44;1400.64;34.85;416;NA;NA;NA;NA;NA;NA;NA;38;10.99569161;1;DKI;B2
9;21;2017;BRISONr_106;HN_WF;278;293;NA;NA;NA;43.7654;46.9388;820.16;1454.4;49.35;384;NA;NA;NA;NA;NA;NA;NA;18;10.09846416;1;DKI;B2
9;22;2017;BRISONr_14;HN_WF;278;293;NA;NA;NA;46.698;45.7262;822.24;1409.92;47.06;400;NA;NA;NA;NA;NA;NA;NA;13;11.49680365;1;DKI;B2
9;23;2017;BRISONr_3;HN_WF;278;293;NA;NA;NA;38.7688;45.9068;499.84;945.76;47.12;368;NA;NA;NA;NA;NA;NA;NA;43;11.95079186;1;DKI;B2
9;24;2017;BRISONr_61;HN_WF;278;293;NA;NA;NA;41.0306;43.5332;989.12;1777.76;46.79;480;NA;NA;NA;NA;NA;NA;NA;31;11.33169492;1;DKI;B2
10;17;2017;BRISONr_4;HN_WF;278;293;NA;NA;NA;40.764;40.1018;538.08;1025.92;37.45;384;NA;NA;NA;NA;NA;NA;NA;12;9.341373439;1;DKI;B2
10;18;2017;BRISONr_32;HN_WF;278;293;NA;NA;NA;47.4462;42.5872;737.92;1393.6;43.07;400;NA;NA;NA;NA;NA;NA;NA;29;10.97349943;1;DKI;B2
10;19;2017;BRISONr_77;HN_WF;278;293;NA;NA;NA;46.311;41.409;599.36;1106.56;40.54;384;NA;NA;NA;NA;NA;NA;NA;35;10.93355932;1;DKI;B2
10;20;2017;BRISONr_6;HN_WF;278;293;NA;NA;NA;41.5638;39.9814;571.52;1105.92;37.17;416;NA;NA;NA;NA;NA;NA;NA;31;10.51313416;1;DKI;B2
10;21;2017;BRISONr_39;HN_WF;278;293;NA;NA;NA;38.6742;41.7702;528.64;1009.44;42.96;288;NA;NA;NA;NA;NA;NA;NA;42;11.0102593;1;DKI;B2
10;22;2017;BRISONr_23;HN_WF;278;293;NA;NA;NA;47.859;43.1978;596.16;1085.44;43.58;384;NA;NA;NA;NA;NA;NA;NA;26;10.86909605;1;DKI;B2
10;23;2017;BRISONr_102;HN_WF;278;293;NA;NA;NA;37.8572;44.7888;692.8;1508.32;42.14;592;NA;NA;NA;NA;NA;NA;NA;43;12.33614865;1;DKI;B2
10;24;2017;BRISONr_89;HN_WF;278;293;NA;NA;NA;35.9652;41.5208;613.28;1244.64;41.48;400;NA;NA;NA;NA;NA;NA;NA;10;10.88970588;1;DKI;B2
11;17;2017;BRISONr_12;HN_WF;278;293;NA;NA;NA;44.935;43.9632;592.64;1152.96;43.94;368;NA;NA;NA;NA;NA;NA;NA;35;11.98640997;1;DKI;B2
11;18;2017;BRISONr_63;HN_WF;278;293;NA;NA;NA;32.7402;41.237;631.68;1292.64;42.04;336;NA;NA;NA;NA;NA;NA;NA;32;11.05514124;1;DKI;B2
11;19;2017;BRISONr_120;HN_WF;278;293;NA;NA;NA;46.397;43.5074;643.52;1244.96;41.55;432;NA;NA;NA;NA;NA;NA;NA;26;11.74090909;1;DKI;B2
11;20;2017;BRISONr_38;HN_WF;278;293;NA;NA;NA;45.9412;39.7062;761.44;1421.28;41.37;432;NA;NA;NA;NA;NA;NA;NA;30;10.82816742;1;DKI;B2
11;21;2017;BRISONr_36;HN_WF;278;293;NA;NA;NA;47.7644;43.0086;1006.4;1887.36;44.1;592;NA;NA;NA;NA;NA;NA;NA;28;10.81753689;1;DKI;B2
11;22;2017;BRISONr_88;HN_WF;278;293;NA;NA;NA;51.1872;42.1658;870.56;1561.6;44.66;560;NA;NA;NA;NA;NA;NA;NA;36;10.85511811;1;DKI;B2
11;23;2017;BRISONr_7;HN_WF;278;293;NA;NA;NA;51.0496;41.366;801.6;1500.32;37.52;544;NA;NA;NA;NA;NA;NA;NA;27;10.86989853;1;DKI;B2
11;24;2017;BRISONr_8;HN_WF;278;293;NA;NA;NA;46.3798;42.3378;639.04;1194.56;41.56;352;NA;NA;NA;NA;NA;NA;NA;15;10.4452381;1;DKI;B2
12;17;2017;BRISONr_78;HN_WF;278;293;NA;NA;NA;43.903;42.5528;758.88;1509.92;41.33;544;NA;NA;NA;NA;NA;NA;NA;26;10.68329545;1;DKI;B2
12;18;2017;BRISONr_91;HN_WF;278;293;NA;NA;NA;40.807;38.7946;523.52;1064.64;39.76;304;NA;NA;NA;NA;NA;NA;NA;35;10.59082673;1;DKI;B2
12;19;2017;BRISONr_108;HN_WF;278;293;NA;NA;NA;47.902;48.0396;764.32;1475.68;50.13;384;NA;NA;NA;NA;NA;NA;NA;24;11.83768445;1;DKI;B2
12;20;2017;BRISONr_52;HN_WF;278;293;NA;NA;NA;37.0058;38.0292;326.4;660.96;35.42;240;NA;NA;NA;NA;NA;NA;NA;30;9.907012543;1;DKI;B2
12;21;2017;BRISONr_45;HN_WF;278;293;NA;NA;NA;45.5026;42.742;646.56;1305.76;37.11;464;NA;NA;NA;NA;NA;NA;NA;38;10.23552036;1;DKI;B2
12;22;2017;BRISONr_73;HN_WF;278;293;NA;NA;NA;54.7562;42.484;536.96;903.04;42.21;256;NA;NA;NA;NA;NA;NA;NA;32;10.67644068;1;DKI;B2
12;23;2017;BRISONr_124;HN_WF;278;293;NA;NA;NA;42.6388;42.1228;805.6;1586.4;43.45;448;NA;NA;NA;NA;NA;NA;NA;28;10.78084746;1;DKI;B2
12;24;2017;BRISONr_49;HN_WF;278;293;NA;NA;NA;32.7058;36.5758;631.04;1264.32;36.33;432;NA;NA;NA;NA;NA;NA;NA;29;11.0102809;1;DKI;B2
13;17;2017;BRISONr_82;HN_WF;278;293;NA;NA;NA;38.1324;38.6312;530.56;1083.36;37.81;416;NA;NA;NA;NA;NA;NA;NA;28;10.3405436;1;DKI;B2
13;18;2017;BRISONr_44;HN_WF;278;293;NA;NA;NA;44.29;43.0086;558.56;1086.08;43.86;304;NA;NA;NA;NA;NA;NA;NA;28;10.92903955;1;DKI;B2
13;19;2017;BRISONr_103;HN_WF;278;293;NA;NA;NA;35.2772;39.904;486.88;944.32;40.36;352;NA;NA;NA;NA;NA;NA;NA;34;11.28565022;1;DKI;B2
13;20;2017;BRISONr_26;HN_WF;278;293;NA;NA;NA;31.8114;44.935;527.36;953.76;45.91;288;NA;NA;NA;NA;NA;NA;NA;34;11.03698864;1;DKI;B2
13;21;2017;BRISONr_30;HN_WF;278;293;NA;NA;NA;37.6422;40.9876;420.32;793.28;40.98;304;NA;NA;NA;NA;NA;NA;NA;33;10.96441544;1;DKI;B2
13;22;2017;BRISONr_18;HN_WF;278;293;NA;NA;NA;45.2876;44.0492;376.96;655.84;43.79;224;NA;NA;NA;NA;NA;NA;NA;31;10.2663242;1;DKI;B2
13;23;2017;BRISONr_13;HN_WF;278;293;NA;NA;NA;40.0158;43.4128;752.96;1308.64;45.19;384;NA;NA;NA;NA;NA;NA;NA;20;9.833219178;1;DKI;B2
13;24;2017;BRISONr_94;HN_WF;278;293;NA;NA;NA;32.0608;37.5648;449.76;1000.8;37.28;368;NA;NA;NA;NA;NA;NA;NA;21;11.10633562;1;DKI;B2
14;17;2017;BRISONr_51;HN_WF;278;293;NA;NA;NA;36.8166;45.1844;498.88;1023.68;44.23;384;NA;NA;NA;NA;NA;NA;NA;36;11.70460751;1;DKI;B2
14;18;2017;BRISONr_22;HN_WF;278;293;NA;NA;NA;40.7726;35.604;759.68;1420;35.06;528;NA;NA;NA;NA;NA;NA;NA;22;10.1255102;1;DKI;B2
14;19;2017;BRISONr_70;HN_WF;278;293;NA;NA;NA;40.0846;41.022;362.56;727.68;40.11;256;NA;NA;NA;NA;NA;NA;NA;38;11.44054054;1;DKI;B2
14;20;2017;BRISONr_40;HN_WF;278;293;NA;NA;NA;37.5476;41.538;714.88;1405.12;41.99;480;NA;NA;NA;NA;NA;NA;NA;30;10.09914966;1;DKI;B2
14;21;2017;BRISONr_17;HN_WF;278;293;NA;NA;NA;37.1176;41.3316;815.84;1490.56;41.51;416;NA;NA;NA;NA;NA;NA;NA;32;10.52502844;1;DKI;B2
14;22;2017;BRISONr_21;HN_WF;278;293;NA;NA;NA;41.9078;39.3794;721.76;1333.76;41.89;336;NA;NA;NA;NA;NA;NA;NA;29;10.34790011;1;DKI;B2
14;23;2017;BRISONr_48;HN_WF;278;293;NA;NA;NA;43.7224;43.2838;505.6;1003.52;39.5;272;NA;NA;NA;NA;NA;NA;NA;41;10.45441676;1;DKI;B2
14;24;2017;BRISONr_5;HN_WF;278;293;NA;NA;NA;38.2442;40.5404;627.68;1189.76;39.31;368;NA;NA;NA;NA;NA;NA;NA;29;11.37105856;1;DKI;B2
15;17;2017;BRISONr_46;HN_WF;278;293;NA;NA;NA;34.7956;39.1902;433.44;888.8;37.68;432;NA;NA;NA;NA;NA;NA;NA;30;11.34689266;1;DKI;B2
15;18;2017;BRISONr_16;HN_WF;278;293;NA;NA;NA;39.4568;44.9522;554.72;1022.24;43.45;352;NA;NA;NA;NA;NA;NA;NA;16;10.58704338;1;DKI;B2
15;19;2017;BRISONr_101;HN_WF;278;293;NA;NA;NA;34.6408;43.4988;484.8;1048.16;42.2;416;NA;NA;NA;NA;NA;NA;NA;38;10.72678369;1;DKI;B2
15;20;2017;BRISONr_114;HN_WF;278;293;NA;NA;NA;29.2056;41.6154;682.4;1512.48;41.14;480;NA;NA;NA;NA;NA;NA;NA;24;10.40637813;1;DKI;B2
15;21;2017;BRISONr_75;HN_WF;278;293;NA;NA;NA;39.3966;40.8844;408;805.92;37.39;320;NA;NA;NA;NA;NA;NA;NA;44;11.62090395;1;DKI;B2
15;22;2017;BRISONr_37;HN_WF;278;293;NA;NA;NA;36.4124;38.8376;513.6;1035.36;39.05;400;NA;NA;NA;NA;NA;NA;NA;37;11.39213801;1;DKI;B2
15;23;2017;BRISONr_119;HN_WF;278;293;NA;NA;NA;31.734;44.0148;557.28;1081.6;41.81;352;NA;NA;NA;NA;NA;NA;NA;32;11.77576617;1;DKI;B2
15;24;2017;BRISONr_35;HN_WF;278;293;NA;NA;NA;37.6336;41.6756;519.84;1072.96;43.55;368;NA;NA;NA;NA;NA;NA;NA;43;11.87429538;1;DKI;B2
16;17;2017;BRISONr_25;HN_WF;278;293;NA;NA;NA;33.1788;43.1376;573.6;1176.96;39.57;368;NA;NA;NA;NA;NA;NA;NA;38;11.5311086;1;DKI;B2
16;18;2017;BRISONr_68;HN_WF;278;293;NA;NA;NA;41.7702;40.8586;669.44;1238.56;40.4;304;NA;NA;NA;NA;NA;NA;NA;31;10.93316384;1;DKI;B2
16;19;2017;BRISONr_19;HN_WF;278;293;NA;NA;NA;42.7248;42.1744;548.16;1042.24;41.73;384;NA;NA;NA;NA;NA;NA;NA;32;10.66642045;1;DKI;B2
16;20;2017;BRISONr_59;HN_WF;278;293;NA;NA;NA;38.8118;41.1854;644.8;1212.64;44.53;416;NA;NA;NA;NA;NA;NA;NA;32;11.32726757;1;DKI;B2
16;21;2017;BRISONr_42;HN_WF;278;293;NA;NA;NA;32.1296;41.2886;447.84;871.36;40.86;272;NA;NA;NA;NA;NA;NA;NA;33;11.19892655;1;DKI;B2
16;22;2017;BRISONr_111;HN_WF;278;293;NA;NA;NA;38.6312;42.3636;400.96;781.44;38.09;304;NA;NA;NA;NA;NA;NA;NA;33;9.807972665;1;DKI;B2
16;23;2017;BRISONr_62;HN_WF;278;293;NA;NA;NA;41.2714;44.204;574.88;1146.24;41.97;384;NA;NA;NA;NA;NA;NA;NA;37;11.08688063;1;DKI;B2
16;24;2017;BRISONr_116;HN_WF;278;293;NA;NA;NA;43.559;44.5394;501.44;1089.92;43.29;384;NA;NA;NA;NA;NA;NA;NA;34;11.15260771;1;DKI;B2
17;17;2017;BRISONr_170;HN_WF;278;293;NA;NA;NA;26.0408;35.1138;739.36;1478.08;33.88;816;NA;NA;NA;NA;NA;NA;NA;30;10.08694915;1;DKI;B2
17;18;2017;BRISONr_173;HN_WF;278;293;NA;NA;NA;36.808;43.215;843.2;1637.76;45.29;416;NA;NA;NA;NA;NA;NA;NA;29;11.96306818;1;DKI;B2
17;19;2017;BRISONr_176;HN_WF;278;293;NA;NA;NA;29.1454;40.0846;480.8;1063.84;40.44;384;NA;NA;NA;NA;NA;NA;NA;41;12.08502252;1;DKI;B2
17;20;2017;BRISONr_174;HN_WF;278;293;NA;NA;NA;34.2968;38.6914;403.84;911.2;38.3;288;NA;NA;NA;NA;NA;NA;NA;35;12.9393424;1;DKI;B2
17;21;2017;BRISONr_107;HN_WF;278;293;NA;NA;NA;41.925;43.946;481.44;983.2;43.23;336;NA;NA;NA;NA;NA;NA;NA;37;12.19365798;1;DKI;B2
17;22;2017;BRISONr_109;HN_WF;278;293;NA;NA;NA;41.796;44.2642;781.44;1479.04;46.7;384;NA;NA;NA;NA;NA;NA;NA;51;13.02364865;1;DKI;B2
17;23;2017;BRISONr_122;HN_WF;278;293;NA;NA;NA;31.8286;41.2886;470.88;1079.68;41.92;368;NA;NA;NA;NA;NA;NA;NA;38;12.67700113;1;DKI;B2
17;24;2017;BRISONr_54;HN_WF;278;293;NA;NA;NA;41.1768;41.9766;694.08;1315.2;42.8;416;NA;NA;NA;NA;NA;NA;NA;33;11.01228669;1;DKI;B2
18;17;2017;BRISONr_175;HN_WF;278;293;NA;NA;NA;28.982;44.29;389.44;849.44;45.84;336;NA;NA;NA;NA;NA;NA;NA;18;11.31662883;1;DKI;B2
18;18;2017;BRISONr_171;HN_WF;278;293;NA;NA;NA;36.7306;42.699;748.8;1438.08;41.26;448;NA;NA;NA;NA;NA;NA;NA;30;11.55656109;1;DKI;B2
18;19;2017;BRISONr_172;HN_WF;278;293;NA;NA;NA;26.5138;37.5046;455.84;969.92;37.34;352;NA;NA;NA;NA;NA;NA;NA;19;11.91139955;1;DKI;B2
18;20;2017;BRISONr_156;HN_WF;278;293;NA;NA;NA;33.3938;36.8166;338.56;794.88;34.02;352;NA;NA;NA;NA;NA;NA;NA;40;13.28312571;1;DKI;B2
18;21;2017;BRISONr_132;HN_WF;278;293;NA;NA;NA;41.5982;39.99;681.6;1279.52;41.74;416;NA;NA;NA;NA;NA;NA;NA;29;11.16818182;1;DKI;B2
18;22;2017;BRISONr_159;HN_WF;278;293;NA;NA;NA;35.002;40.2996;789.76;1643.04;38.8;592;NA;NA;NA;NA;NA;NA;NA;28;11.61376564;1;DKI;B2
18;23;2017;BRISONr_168;HN_WF;278;293;NA;NA;NA;30.2634;42.2776;425.28;985.28;39.55;336;NA;NA;NA;NA;NA;NA;NA;25;13.07482993;1;DKI;B2
18;24;2017;BRISONr_145;HN_WF;278;293;NA;NA;NA;38.4506;44.849;553.92;1247.36;47.04;448;NA;NA;NA;NA;NA;NA;NA;47;11.67620651;1;DKI;B2
19;17;2017;BRISONr_126;HN_WF;278;293;NA;NA;NA;34.1678;43.86;511.68;1067.52;42.53;352;NA;NA;NA;NA;NA;NA;NA;21;10.36613995;1;DKI;B2
19;18;2017;BRISONr_141;HN_WF;278;293;NA;NA;NA;45.6488;46.7238;600.8;1252.96;46.19;384;NA;NA;NA;NA;NA;NA;NA;45;12.88405797;1;DKI;B2
19;19;2017;BRISONr_157;HN_WF;278;293;NA;NA;NA;43.215;38.3388;558.88;1303.2;36.58;512;NA;NA;NA;NA;NA;NA;NA;47;12.95913734;1;DKI;B2
19;20;2017;BRISONr_143;HN_WF;278;293;NA;NA;NA;42.9054;45.1844;545.76;1088.48;46.28;352;NA;NA;NA;NA;NA;NA;NA;40;11.65134983;1;DKI;B2
19;21;2017;BRISONr_137;HN_WF;278;293;NA;NA;NA;34.5462;40.0588;718.24;1595.68;39.98;496;NA;NA;NA;NA;NA;NA;NA;34;11.49774266;1;DKI;B2
19;22;2017;BRISONr_125;HN_WF;278;293;NA;NA;NA;42.9054;38.5022;594.4;1112.16;38.54;400;NA;NA;NA;NA;NA;NA;NA;31;11.30107345;1;DKI;B2
19;23;2017;BRISONr_136;HN_WF;278;293;NA;NA;NA;33.583;45.6918;501.92;1193.76;43.57;432;NA;NA;NA;NA;NA;NA;NA;33;11.03581921;1;DKI;B2
19;24;2017;BRISONr_134;HN_WF;278;293;NA;NA;NA;34.0474;41.2112;546.72;1205.6;42.45;416;NA;NA;NA;NA;NA;NA;NA;48;11.82829978;1;DKI;B2
