Row;Column;Year;BRISONr;Treatment;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;TKW_plot;Seedyield_bio;Biomass_bio;TKW_bio;Spike_number;Stripe_rust;Powdery_mildew;Leaf_rust;Septoria;DTR;Fusarium;Falling_number;Sedimentation;Crude_protein;Subtrial;Location;Block
31;23;2017;BRISONr_194;HN_WF;278;293;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35;11.51530612;1;DKI;B2
31;24;2017;BRISONr_218;HN_WF;278;293;NA;NA;NA;41.0564;42.3034;991.84;1808.64;38.51;480;NA;NA;NA;NA;NA;NA;NA;25;9.084180791;1;DKI;B2
31;25;2017;BRISONr_201;HN_WF;278;293;NA;NA;NA;38.4076;37.0574;656.8;1397.92;33;480;NA;NA;NA;NA;NA;NA;NA;20;10.19277588;1;DKI;B2
32;3;2017;BRISONr_116;HN_WF;278;293;NA;NA;NA;41.0134;44.4276;388;812.96;42.1;272;NA;NA;NA;NA;NA;NA;NA;23;8.840986395;1;DKI;B1
32;4;2017;BRISONr_30;HN_WF;278;293;NA;NA;NA;38.1496;42.5872;629.6;1218.88;41.51;448;NA;NA;NA;NA;NA;NA;NA;25;9.814585698;1;DKI;B1
32;5;2017;BRISONr_8;HN_WF;278;293;NA;NA;NA;52.3396;42.656;843.68;1591.04;40.85;448;NA;NA;NA;NA;NA;NA;NA;14;10.10827664;1;DKI;B1
32;6;2017;BRISONr_112;HN_WF;278;293;NA;NA;NA;46.397;47.9364;796;1794.24;47.37;480;NA;NA;NA;NA;NA;NA;NA;37;10.46560726;1;DKI;B1
32;7;2017;BRISONr_72;HN_WF;278;293;NA;NA;NA;48.7964;36.8596;521.6;1032.8;35.94;320;NA;NA;NA;NA;NA;NA;NA;23;10.58944695;1;DKI;B1
32;8;2017;BRISONr_91;HN_WF;278;293;NA;NA;NA;47.8246;41.8304;910.08;1843.84;37.73;592;NA;NA;NA;NA;NA;NA;NA;33;10.11398641;1;DKI;B1
32;9;2017;BRISONr_56;HN_WF;278;293;NA;NA;NA;54.5068;42.1916;753.6;1412;41.26;448;NA;NA;NA;NA;NA;NA;NA;35;9.709204545;1;DKI;B1
32;10;2017;BRISONr_81;HN_WF;278;293;NA;NA;NA;61.3352;45.8552;834.24;1708.96;45.43;512;NA;NA;NA;NA;NA;NA;NA;34;10.75544218;1;DKI;B1
32;11;2017;BRISONr_174;HN_WF;278;293;NA;NA;NA;40.5232;39.732;647.68;1502.08;38.83;464;NA;NA;NA;NA;NA;NA;NA;28;11.88662132;1;DKI;B1
32;12;2017;BRISONr_176;HN_WF;278;293;NA;NA;NA;39.9384;43.2064;583.68;1443.2;40.85;400;NA;NA;NA;NA;NA;NA;NA;42;11.62488739;1;DKI;B1
32;13;2017;BRISONr_168;HN_WF;278;293;NA;NA;NA;41.4348;43.043;752.64;1758.88;41.13;528;NA;NA;NA;NA;NA;NA;NA;20;12.70521542;1;DKI;B1
32;14;2017;BRISONr_155;HN_WF;278;293;NA;NA;NA;44.9178;47.8418;537.44;1225.28;48.12;288;NA;NA;NA;NA;NA;NA;NA;60;13.23752834;1;DKI;B1
32;15;2017;BRISONr_132;HN_WF;278;293;NA;NA;NA;58.9444;39.2848;1067.84;2069.12;38.23;624;NA;NA;NA;NA;NA;NA;NA;34;12.41863075;1;DKI;B1
32;16;2017;BRISONr_164;HN_WF;278;293;NA;NA;NA;41.28;41.2026;549.92;1189.6;39.46;368;NA;NA;NA;NA;NA;NA;NA;28;11.76818182;1;DKI;B1
32;17;2017;BRISONr_161;HN_WF;278;293;NA;NA;NA;35.0364;40.7296;495.2;1144.16;38.02;336;NA;NA;NA;NA;NA;NA;NA;25;11.43707483;1;DKI;B1
32;18;2017;BRISONr_152;HN_WF;278;293;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30;12.57954545;1;DKI;B1
32;19;2017;BRISONr_167;HN_WF;278;293;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;13.07957111;1;DKI;B1
32;20;2017;BRISONr_203;HN_WF;278;293;NA;NA;NA;44.3244;41.3574;849.76;1837.76;40.54;512;NA;NA;NA;NA;NA;NA;NA;39;11.29532658;1;DKI;B2
32;21;2017;BRISONr_178;HN_WF;278;293;NA;NA;NA;55.8226;39.0182;456.64;847.84;35.76;336;NA;NA;NA;NA;NA;NA;NA;30;10.77885264;1;DKI;B2
32;22;2017;BRISONr_202;HN_WF;278;293;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;10.09835787;1;DKI;B2
32;23;2017;BRISONr_206;HN_WF;278;293;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;10.57567416;1;DKI;B2
32;24;2017;BRISONr_186;HN_WF;278;293;NA;NA;NA;51.299;40.6608;800.64;1548.16;40.01;576;NA;NA;NA;NA;NA;NA;NA;25;9.53612684;1;DKI;B2
32;25;2017;BRISONr_217;HN_WF;278;293;NA;NA;NA;54.3176;43.7052;811.36;1522.08;43.45;416;NA;NA;NA;NA;NA;NA;NA;18;9.854689266;1;DKI;B2
33;4;2017;BRISONr_3;HN_WF;278;293;NA;NA;NA;45.2102;45.4252;452.16;868.48;44.57;336;NA;NA;NA;NA;NA;NA;NA;35;11.10311086;1;DKI;B1
33;5;2017;BRISONr_105;HN_WF;278;293;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35;9.270734463;1;DKI;B1
33;6;2017;BRISONr_11;HN_WF;278;293;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;11.09393424;1;DKI;B1
33;7;2017;BRISONr_7;HN_WF;278;293;NA;NA;NA;58.8326;40.6436;950.24;1750.56;36.13;592;NA;NA;NA;NA;NA;NA;NA;26;9.959921082;1;DKI;B1
33;8;2017;BRISONr_31;HN_WF;278;293;NA;NA;NA;48.0052;44.6942;947.84;1718.72;43.35;544;NA;NA;NA;NA;NA;NA;NA;22;10.12630385;1;DKI;B1
33;9;2017;BRISONr_106;HN_WF;278;293;NA;NA;NA;47.601;45.0984;549.6;1034.08;44.09;384;NA;NA;NA;NA;NA;NA;NA;15;9.397269625;1;DKI;B1
33;10;2017;BRISONr_172;HN_WF;278;293;NA;NA;NA;36.1372;36.4812;599.52;1412.16;34.4;464;NA;NA;NA;NA;NA;NA;NA;19;10.63544018;1;DKI;B1
33;11;2017;BRISONr_175;HN_WF;278;293;NA;NA;NA;35.26;45.8466;629.12;1408.96;45.72;496;NA;NA;NA;NA;NA;NA;NA;17;11.5;1;DKI;B1
33;12;2017;BRISONr_173;HN_WF;278;293;NA;NA;NA;37.5046;43.1118;682.08;1469.28;41.11;528;NA;NA;NA;NA;NA;NA;NA;25;11.34801136;1;DKI;B1
33;13;2017;BRISONr_171;HN_WF;278;293;NA;NA;NA;39.3794;41.3746;781.12;1601.12;38.68;560;NA;NA;NA;NA;NA;NA;NA;29;11.13602941;1;DKI;B1
33;14;2017;BRISONr_170;HN_WF;278;293;NA;NA;NA;43.1806;33.9442;640.64;1312.64;32.6;704;NA;NA;NA;NA;NA;NA;NA;34;11.07954802;1;DKI;B1
