ReifeHoehe;Row;Column;BRISONr;Year;Location;Subtrial;Treatment;Block;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;TKW_bio;Spike_number;Stripe_rust;DTR;Leaf_rust;Fusarium;Powdery_mildew;Septoria;Sedimentation;Falling_number;Crude_protein;Kernel_number_bio
NA;1;61;BRISONR_150;2018;GGE;1;HN_WF;B1;299;NA;139;NA;83.2;41.57084768;NA;NA;42.43333333;NA;NA;1;NA;1;1;1.5;3.5;NA;NA;NA;NA
NA;4;56;BRISONR_150;2018;GGE;1;HN_WF;B2;299;NA;140;NA;80.2;47.26756628;NA;NA;44.46666667;NA;NA;1;NA;1;2;2.5;2;NA;NA;NA;NA
NA;2;70;BRISONR_153;2018;GGE;1;HN_WF;B1;299;NA;136;NA;82.4;45.85923003;NA;NA;36.8;NA;NA;1;NA;1;4;1;2;NA;NA;NA;NA
NA;6;75;BRISONR_153;2018;GGE;1;HN_WF;B2;299;NA;136;NA;76.2;21.5074156;NA;NA;24.66666667;NA;NA;1;NA;1;4;1;1;NA;NA;NA;NA
NA;2;66;BRISONR_158;2018;GGE;1;HN_WF;B1;299;NA;140;NA;87.6;46.14660272;NA;NA;37.66666667;NA;NA;1;NA;1;2;2;4;NA;NA;NA;NA
NA;5;59;BRISONR_158;2018;GGE;1;HN_WF;B2;299;NA;140;NA;79.4;38.90743765;NA;NA;37.73333333;NA;NA;1;NA;1;1;1;5;NA;NA;NA;NA
NA;2;62;BRISONR_160;2018;GGE;1;HN_WF;B1;299;NA;136;NA;78.6;57.8650513;NA;NA;45.2;NA;NA;1;NA;1;2;1;2;NA;NA;NA;NA
NA;6;68;BRISONR_160;2018;GGE;1;HN_WF;B2;299;NA;136;NA;75;43.4264093;NA;NA;46.4;NA;NA;1;NA;1;2;1;1.5;NA;NA;NA;NA
NA;3;64;BRISONR_162;2018;GGE;1;HN_WF;B1;299;NA;139;NA;81.6;27.65484305;NA;NA;47.63333333;NA;NA;1;NA;1;1;3.5;3.5;NA;NA;NA;NA
NA;5;62;BRISONR_162;2018;GGE;1;HN_WF;B2;299;NA;139;NA;88.2;48.44834838;NA;NA;45.83333333;NA;NA;1;NA;1;1;5;2.5;NA;NA;NA;NA
NA;3;59;BRISONR_164;2018;GGE;1;HN_WF;B1;299;NA;136;NA;83.8;45.07016092;NA;NA;42.5;NA;NA;1;NA;1;1;5.5;1.5;NA;NA;NA;NA
NA;6;59;BRISONR_164;2018;GGE;1;HN_WF;B2;299;NA;136;NA;78;44.83383963;NA;NA;38.03333333;NA;NA;1;NA;1;1;1;3.5;NA;NA;NA;NA
NA;1;69;BRISONR_166;2018;GGE;1;HN_WF;B1;299;NA;136;NA;92.2;43.39145328;NA;NA;41.16666667;NA;NA;1;NA;1;2;3.5;3;NA;NA;NA;NA
NA;5;69;BRISONR_166;2018;GGE;1;HN_WF;B2;299;NA;136;NA;87.2;48.42476438;NA;NA;44.06666667;NA;NA;1;NA;1;2;3;1.5;NA;NA;NA;NA
NA;3;75;BRISONR_169;2018;GGE;1;HN_WF;B1;299;NA;135;NA;99;32.62094741;NA;NA;37.6;NA;NA;1;NA;1;1;1;2;NA;NA;NA;NA
NA;6;69;BRISONR_169;2018;GGE;1;HN_WF;B2;299;NA;135;NA;83.4;41.64758296;NA;NA;38.93333333;NA;NA;1;NA;1;2;1.5;2;NA;NA;NA;NA
NA;1;71;BRISONR_176;2018;GGE;1;HN_WF;B1;299;NA;135;NA;90.6;37.52932967;NA;NA;40.83333333;NA;NA;1;NA;1;4;3;4.5;NA;NA;NA;NA
NA;5;61;BRISONR_176;2018;GGE;1;HN_WF;B2;299;NA;135;NA;80.4;43.66572809;NA;NA;41.23333333;NA;NA;1;NA;1;1;5;2;NA;NA;NA;NA
NA;3;73;BRISONR_188;2018;GGE;1;HN_WF;B1;299;NA;135;NA;67;47.4413254;NA;NA;40.2;NA;NA;1;NA;1;2;1;1.5;NA;NA;NA;NA
NA;5;67;BRISONR_188;2018;GGE;1;HN_WF;B2;299;NA;135;NA;69.6;45.38403047;NA;NA;40.2;NA;NA;1;NA;1;2;2.5;1.5;NA;NA;NA;NA
NA;1;65;BRISONR_205;2018;GGE;1;HN_WF;B1;299;NA;134;NA;209.4;39.51214909;NA;NA;31.96666667;NA;NA;1;NA;1;3;1;5;NA;NA;NA;NA
NA;6;63;BRISONR_205;2018;GGE;1;HN_WF;B2;299;NA;133;NA;60.8;33.32260863;NA;NA;27.96666667;NA;NA;1;NA;1;3;1;4.5;NA;NA;NA;NA
NA;3;68;BRISONR_207;2018;GGE;1;HN_WF;B1;299;NA;134;NA;71.4;48.61638516;NA;NA;34.73333333;NA;NA;1;NA;1;1;2;2;NA;NA;NA;NA
NA;4;69;BRISONR_207;2018;GGE;1;HN_WF;B2;299;NA;134;NA;68.8;50.08544891;NA;NA;37.93333333;NA;NA;1;NA;1;4;1;2.5;NA;NA;NA;NA
NA;2;67;BRISONR_213;2018;GGE;1;HN_WF;B1;299;NA;135;NA;76.4;53.21438579;NA;NA;42.13333333;NA;NA;1;NA;1;2;2;3;NA;NA;NA;NA
NA;6;58;BRISONR_213;2018;GGE;1;HN_WF;B2;299;NA;135;NA;75;50.28301629;NA;NA;44.33333333;NA;NA;1;NA;1;1;1.5;3;NA;NA;NA;NA
NA;1;63;BRISONR_221;2018;GGE;1;HN_WF;B1;299;NA;136;NA;71.8;55.57775742;NA;NA;41.2;NA;NA;1;NA;1;1;1;2.5;NA;NA;NA;NA
NA;4;67;BRISONR_221;2018;GGE;1;HN_WF;B2;299;NA;136;NA;78.8;62.98792618;NA;NA;46.56666667;NA;NA;1;NA;1;3;1;1;NA;NA;NA;NA
NA;1;70;BRISONR_222;2018;GGE;1;HN_WF;B1;299;NA;136;NA;65;43.42794271;NA;NA;33.2;NA;NA;1;NA;1;1;1;3;NA;NA;NA;NA
NA;6;73;BRISONR_222;2018;GGE;1;HN_WF;B2;299;NA;136;NA;62.4;31.4680691;NA;NA;30.93333333;NA;NA;1;NA;1;1;1.5;1;NA;NA;NA;NA
NA;2;58;BRISONR_223;2018;GGE;1;HN_WF;B1;299;NA;136;NA;70.6;51.62157419;NA;NA;32.36666667;NA;NA;1;NA;1;3;1;1.5;NA;NA;NA;NA
NA;6;56;BRISONR_223;2018;GGE;1;HN_WF;B2;299;NA;136;NA;70;47.89845745;NA;NA;34.56666667;NA;NA;1;NA;1;2;1;1.5;NA;NA;NA;NA
NA;3;72;BRISONR_224;2018;GGE;1;HN_WF;B1;299;NA;136;NA;71.6;10.93783507;NA;NA;43.83333333;NA;NA;1;NA;1;3;1;1.5;NA;NA;NA;NA
NA;5;60;BRISONR_224;2018;GGE;1;HN_WF;B2;299;NA;136;NA;61.8;50.85441489;NA;NA;44.23333333;NA;NA;1;NA;1;2;2;1.5;NA;NA;NA;NA
NA;1;59;BRISONR_225;2018;GGE;1;HN_WF;B1;299;NA;136;NA;75.2;47.91909544;NA;NA;36.53333333;NA;NA;1;NA;2;1;2;1.5;NA;NA;NA;NA
NA;6;72;BRISONR_225;2018;GGE;1;HN_WF;B2;299;NA;135;NA;75.8;39.2004351;NA;NA;36.73333333;NA;NA;1;NA;1;2;1;1;NA;NA;NA;NA
NA;1;56;BRISONR_226;2018;GGE;1;HN_WF;B1;299;NA;136;NA;62.6;40.57576889;NA;NA;33;NA;NA;1;NA;1;3;1;2;NA;NA;NA;NA
NA;5;70;BRISONR_226;2018;GGE;1;HN_WF;B2;299;NA;135;NA;70;42.03353157;NA;NA;32.93333333;NA;NA;1;NA;1;1;1;2;NA;NA;NA;NA
NA;1;57;BRISONR_227;2018;GGE;1;HN_WF;B1;299;NA;138;NA;62.6;48.96705427;NA;NA;35.56666667;NA;NA;1;NA;1;2;1;1.5;NA;NA;NA;NA
NA;6;62;BRISONR_227;2018;GGE;1;HN_WF;B2;299;NA;138;NA;61.6;48.00491414;NA;NA;35.8;NA;NA;1;NA;1;1;1.5;2.5;NA;NA;NA;NA
NA;1;67;BRISONR_228;2018;GGE;1;HN_WF;B1;299;NA;135;NA;70.4;50.12468115;NA;NA;38.96666667;NA;NA;1;NA;1;1;2;3;NA;NA;NA;NA
NA;6;57;BRISONR_228;2018;GGE;1;HN_WF;B2;299;NA;135;NA;71.2;41.81812883;NA;NA;41.53333333;NA;NA;1;NA;1;1;1.5;1.5;NA;NA;NA;NA
NA;3;90;BRISONR_20;2018;GGE;1;HN_WF_DD;B1;299;NA;137;NA;50.6;19.5146891;NA;NA;25;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;5;83;BRISONR_20;2018;GGE;1;HN_WF_DD;B2;299;NA;137;NA;58.4;20.01226835;NA;NA;37.83333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;3;83;BRISONR_26;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;59.8;32.88378256;NA;NA;37.63333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;6;86;BRISONR_26;2018;GGE;1;HN_WF_DD;B2;299;NA;136;NA;61.8;21.99511575;NA;NA;31.13333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;3;92;BRISONR_27;2018;GGE;1;HN_WF_DD;B1;299;NA;136;NA;57.2;18.26676686;NA;NA;25.33333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;4;99;BRISONR_27;2018;GGE;1;HN_WF_DD;B2;299;NA;136;NA;61.4;20.43303361;NA;NA;28.43333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;3;98;BRISONR_31;2018;GGE;1;HN_WF_DD;B1;299;NA;136;NA;66.6;29.20309094;NA;NA;43.3;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;6;89;BRISONR_31;2018;GGE;1;HN_WF_DD;B2;299;NA;136;NA;55.8;18.58582317;NA;NA;26.96666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;2;92;BRISONR_38;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;57.8;39.81247285;NA;NA;33.56666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;5;91;BRISONR_38;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;58.4;22.64321084;NA;NA;35.06666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;2;91;BRISONR_47;2018;GGE;1;HN_WF_DD;B1;299;NA;136;NA;68.6;36.21990181;NA;NA;35.96666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;6;95;BRISONR_47;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;56;18.72993871;NA;NA;28.93333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;1;87;BRISONR_50;2018;GGE;1;HN_WF_DD;B1;299;NA;136;NA;58.4;31.69207751;NA;NA;33.5;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;4;83;BRISONR_50;2018;GGE;1;HN_WF_DD;B2;299;NA;136;NA;41.8;14.62067083;NA;NA;27.43333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;2;80;BRISONR_54;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;71.4;54.09346697;NA;NA;44.4;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;4;93;BRISONR_54;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;58.8;20.18936335;NA;NA;28.8;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;2;81;BRISONR_56;2018;GGE;1;HN_WF_DD;B1;299;NA;136;NA;1455.8;48.0699862;NA;NA;43.4;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;4;97;BRISONR_56;2018;GGE;1;HN_WF_DD;B2;299;NA;136;NA;56;17.93869421;NA;NA;25.3;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;1;89;BRISONR_59;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;71.6;42.22753615;NA;NA;36.66666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;6;80;BRISONR_59;2018;GGE;1;HN_WF_DD;B2;299;NA;136;NA;48.8;18.57393975;NA;NA;29.85;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;1;84;BRISONR_67;2018;GGE;1;HN_WF_DD;B1;299;NA;136;NA;74;46.96138121;NA;NA;39.96666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;5;86;BRISONR_67;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;57.4;18.83220859;NA;NA;35.2;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;2;95;BRISONR_69;2018;GGE;1;HN_WF_DD;B1;299;NA;136;NA;69.2;31.3432455;NA;NA;35.73333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;5;82;BRISONR_69;2018;GGE;1;HN_WF_DD;B2;299;NA;139;NA;57.8;22.484243;NA;NA;40.53333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;2;83;BRISONR_71;2018;GGE;1;HN_WF_DD;B1;299;NA;134;NA;81.4;59.53826169;NA;NA;40.33333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;4;80;BRISONR_71;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;51.8;28.31896465;NA;NA;29.7;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;3;86;BRISONR_80;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;64;35.17007087;NA;NA;32.66666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;6;81;BRISONR_80;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;60.4;23.04507821;NA;NA;34;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;1;82;BRISONR_92;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;83.2;42.31274478;NA;NA;33.46666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;4;98;BRISONR_92;2018;GGE;1;HN_WF_DD;B2;299;NA;136;NA;59.4;22.71163641;NA;NA;27.4;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;3;85;BRISONR_96;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;67;29.44891848;NA;NA;32.7;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;6;93;BRISONR_96;2018;GGE;1;HN_WF_DD;B2;299;NA;136;NA;65.4;21.71210708;NA;NA;31.53333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;3;93;BRISONR_99;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;56.4;25.01086545;NA;NA;34.86666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;6;85;BRISONR_99;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;61.8;28.10966873;NA;NA;32.56666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;1;91;BRISONR_102;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;84.8;42.14691222;NA;NA;42.9;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;5;87;BRISONR_102;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;69.4;26.76139992;NA;NA;36;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;1;95;BRISONR_104;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;78.8;34.95465544;NA;NA;39.83333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;6;91;BRISONR_104;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;57.6;17.18576209;NA;NA;24.46666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;1;83;BRISONR_110;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;87.6;37.85961771;NA;NA;39.03333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;5;88;BRISONR_110;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;70.4;25.0828335;NA;NA;38.8;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;1;94;BRISONR_114;2018;GGE;1;HN_WF_DD;B1;299;NA;136;NA;76;33.05081692;NA;NA;44.3;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;6;87;BRISONR_114;2018;GGE;1;HN_WF_DD;B2;299;NA;136;NA;60.4;13.78971398;NA;NA;23.76666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;2;84;BRISONR_118;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;76;57.34818409;NA;NA;44;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;4;81;BRISONR_118;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;48.2;21.25881288;NA;NA;28.6;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;2;93;BRISONR_121;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;80;39.21834273;NA;NA;38.13333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;6;88;BRISONR_121;2018;GGE;1;HN_WF_DD;B2;299;NA;136;NA;58.4;17.49454404;NA;NA;26.6;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;1;90;BRISONR_124;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;78.4;33.99343862;NA;NA;36.33333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;6;94;BRISONR_124;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;55.6;18.50091516;NA;NA;32.6;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;3;95;BRISONR_126;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;63.2;18.90447271;NA;NA;30.56666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;5;84;BRISONR_126;2018;GGE;1;HN_WF_DD;B2;299;NA;134;NA;56.6;24.36481205;NA;NA;36.76666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;3;96;BRISONR_131;2018;GGE;1;HN_WF_DD;B1;299;NA;136;NA;65.6;21.94257046;NA;NA;38.33333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;4;89;BRISONR_131;2018;GGE;1;HN_WF_DD;B2;299;NA;136;NA;60.6;18.2202062;NA;NA;29.46666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;1;80;BRISONR_134;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;75.4;34.46602407;NA;NA;32.8;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;4;95;BRISONR_134;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;48.4;22.73170196;NA;NA;27.56666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;2;85;BRISONR_135;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;78;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;6;83;BRISONR_135;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;59;17.06767811;NA;NA;30.13333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;2;82;BRISONR_138;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;81.4;60.62950427;NA;NA;44.36666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;5;85;BRISONR_138;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;72.4;38.7637971;NA;NA;39.6;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;3;87;BRISONR_143;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;67.4;27.34958304;NA;NA;32.1;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;4;91;BRISONR_143;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;61;20.06957463;NA;NA;34.45666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;1;85;BRISONR_145;2018;GGE;1;HN_WF_DD;B1;299;NA;137;NA;70;40.00816479;NA;NA;40.73333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;6;82;BRISONR_145;2018;GGE;1;HN_WF_DD;B2;299;NA;137;NA;61.2;25.78996052;NA;NA;37.66666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;1;86;BRISONR_150;2018;GGE;1;HN_WF_DD;B1;299;NA;136;NA;76;37.20458502;NA;NA;38.3;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;4;96;BRISONR_150;2018;GGE;1;HN_WF_DD;B2;299;NA;136;NA;55;28.14939387;NA;NA;36.96666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;3;91;BRISONR_153;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;60.2;19.89128381;NA;NA;29.83333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;5;94;BRISONR_153;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;63.8;18.79425336;NA;NA;29;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;3;80;BRISONR_158;2018;GGE;1;HN_WF_DD;B1;299;NA;140;NA;79;36.4014466;NA;NA;37.43333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;5;89;BRISONR_158;2018;GGE;1;HN_WF_DD;B2;299;NA;140;NA;75;22.56726555;NA;NA;37.7;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;2;87;BRISONR_160;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;93;44.19527345;NA;NA;42.06666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;6;92;BRISONR_160;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;52.6;15.56441426;NA;NA;31.93333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;2;88;BRISONR_162;2018;GGE;1;HN_WF_DD;B1;299;NA;136;NA;84;39.86783317;NA;NA;44.16666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;4;88;BRISONR_162;2018;GGE;1;HN_WF_DD;B2;299;NA;136;NA;51.8;14.7894893;NA;NA;31;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;3;81;BRISONR_164;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;85.4;24.56975634;NA;NA;37.86666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;5;80;BRISONR_164;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;79.6;29.40539818;NA;NA;41.23333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;1;92;BRISONR_166;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;91;29.01493859;NA;NA;46.2;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;4;94;BRISONR_166;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;59.2;18.18059129;NA;NA;32.13333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;3;82;BRISONR_169;2018;GGE;1;HN_WF_DD;B1;299;NA;134;NA;72.2;27.12273528;NA;NA;32.53333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;6;90;BRISONR_169;2018;GGE;1;HN_WF_DD;B2;299;NA;134;NA;63.2;18.3539343;NA;NA;25.93333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;3;94;BRISONR_176;2018;GGE;1;HN_WF_DD;B1;299;NA;134;NA;72;20.35537205;NA;NA;35.9;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;4;92;BRISONR_176;2018;GGE;1;HN_WF_DD;B2;299;NA;134;NA;70.6;18.68712489;NA;NA;31.9;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;1;93;BRISONR_188;2018;GGE;1;HN_WF_DD;B1;299;NA;134;NA;65.2;31.75192606;NA;NA;39.06666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;5;90;BRISONR_188;2018;GGE;1;HN_WF_DD;B2;299;NA;134;NA;60;21.97906397;NA;NA;40;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;2;86;BRISONR_205;2018;GGE;1;HN_WF_DD;B1;299;NA;133;NA;77.4;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;4;87;BRISONR_205;2018;GGE;1;HN_WF_DD;B2;299;NA;133;NA;55.8;17.48363748;NA;NA;31.8;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;2;90;BRISONR_207;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;179.6;33.61060205;NA;NA;35.26666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;5;92;BRISONR_207;2018;GGE;1;HN_WF_DD;B2;299;NA;134;NA;60.6;26.00743575;NA;NA;39.3;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;1;81;BRISONR_213;2018;GGE;1;HN_WF_DD;B1;299;NA;136;NA;81.4;44.66388221;NA;NA;42.63333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;6;84;BRISONR_213;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;57.6;22.96882996;NA;NA;33.96666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;2;89;BRISONR_221;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;74.2;38.95566131;NA;NA;38.1;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
