BRISONr;Treatment;Block;Row;Column;Year;Location;Subtrial;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;TKW_bio;Spike_number;Stripe_rust;Powdery_mildew;Leaf_rust;Septoria;DTR;Fusarium;Falling_number;Crude_protein;Sedimentation;Subblock
BRISONr_27;HN_WF;B2;23;4;2019;DKI;1;283;NA;155;205;80;56.2440;589.25;1183.75;37.1434;40.05;283;NA;NA;NA;NA;NA;NA;NA;12.74;20;SB23
BRISONr_92;HN_WF;B2;23;5;2019;DKI;1;283;NA;154;203;89;68.1894;746.75;1469.83;37.9088;38.18;467;NA;NA;NA;NA;NA;NA;NA;10.61;15;SB23
BRISONr_26;HN_WF;B2;23;6;2019;DKI;1;283;NA;154;199;87;70.0556;537.17;956.34;48.0224;48.82;292;NA;NA;NA;NA;NA;NA;NA;11.15;43;SB23
BRISONr_135;HN_WF;B3;23;7;2019;DKI;1;283;NA;155;NA;95;58.6348;652.92;1589.91;40.7812;42.41;408;NA;NA;NA;NA;NA;NA;NA;13.94;71;SB36
BRISONr_143;HN_WF;B3;23;8;2019;DKI;1;283;NA;155;NA;102;74.6910;779.00;1743.92;46.6206;45.95;433;NA;NA;NA;NA;NA;NA;NA;12.49;48;SB36
BRISONr_228;HN_WF;B3;23;9;2019;DKI;1;283;NA;153;NA;92;68.9462;825.08;1684.34;45.6058;47.50;550;NA;NA;NA;NA;NA;NA;NA;12.60;42;SB35
BRISONr_31;HN_WF;B3;23;10;2019;DKI;1;283;NA;155;NA;83;80.7282;909.92;1820.42;46.6464;45.01;492;NA;NA;NA;NA;NA;NA;NA;11.74;25;SB35
BRISONr_213;HN_WF;B3;23;11;2019;DKI;1;283;NA;151;NA;93;70.9672;859.83;1725.08;48.3664;49.09;483;NA;NA;NA;NA;NA;NA;NA;10.95;43;SB35
BRISONr_110;HN_WF;B3;23;12;2019;DKI;1;283;NA;154;NA;81;56.1838;681.08;1440.66;40.0244;40.00;408;NA;NA;NA;NA;NA;NA;NA;11.06;27;SB35
BRISONr_227;HN_WF;B2;21;4;2019;DKI;1;283;NA;153;203;83;NA;940.83;1804.66;NA;41.13;525;NA;NA;NA;NA;NA;NA;NA;NA;NA;SB21
