Row;Column;BRISONr;Year;Location;Subtrial;Treatment;Block;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;TKW_bio;Spike_number;Stripe_rust;Powdery_mildew;Leaf_rust;Septoria;DTR;Fusarium;Sedimentation;Falling_number;Crude_protein
3;6;BRISONr_1;2015;QLB;1;LN_NF;B1;291;;153;;68;66.47071529;486.8;1359.2;26.3762;30.17;592;7.529411765;8.220422535;3.275;8.5;;3;39;228;14.44
3;5;BRISONr_2;2015;QLB;1;LN_NF;B1;291;;155;;58;29.03683765;274.8;851.84;22.6782;28.9;380;33.52941176;1.25;0;3;;2;40;106;15.04
1;4;BRISONr_3;2015;QLB;1;LN_NF;B1;291;;155;;59;49.34740706;283.84;934.88;28.7842;30;504;6.235294118;3.556338028;1.475;2;;1;47;241;16.01
5;9;BRISONr_4;2015;QLB;1;LN_NF;B1;291;;156;;78;61.15045176;416.56;1297.84;23.048;24.5;644;12.55882353;4.661971831;1.1;4.5;;2;28;243;13.01
2;7;BRISONr_5;2015;QLB;1;LN_NF;B1;291;;153;;73;63.20028706;317.6;993.12;28.2682;31.67;536;9;1.901408451;3.05;3;;1;44;443;15.33
10;9;BRISONr_6;2015;QLB;1;LN_NF;B1;291;;153;;73;70.01189176;383.12;1134.48;25.8602;27.83;692;3.617647059;0.642957746;0.525;4;;0.1;47;279;13.91
10;7;BRISONr_7;2015;QLB;1;LN_NF;B1;291;;153;;73;52.19329882;351.76;1037.6;22.4202;24.13;372;20;4.134210526;0.775;5.5;;0.5;36;202;13.71
6;4;BRISONr_8;2015;QLB;1;LN_NF;B1;291;;156;;84;64.59166588;471.68;1251.04;28.036;30.53;632;2.9;2.704225352;0.625;4.5;;1.5;24;334;13.85
10;10;BRISONr_9;2015;QLB;1;LN_NF;B1;291;;153;;72;58.18011294;308.08;923.2;26.4622;30.9;704;10.76470588;2.507042254;14.5;4.5;;0.15;48;468;14.22
4;13;BRISONr_10;2015;QLB;1;LN_NF;B1;291;;153;;83;78.13089882;492.8;1264;28.294;27.1;552;3.782352941;6.940140845;2.425;4.5;;0.5;46;374;12.87
7;3;BRISONr_11;2015;QLB;1;LN_NF;B1;291;;146;;90;28.19707294;214.8;905.12;27.7522;31.3;;40.25;6.397887324;0.925;0.5;;0;44;250;13.01
2;6;BRISONr_12;2015;QLB;1;LN_NF;B1;291;;155;189;74;55.08512471;363.6;1148.48;32.8262;33.9;576;6.088235294;4.002112676;9.2;7.5;;0.1;56;387;15.82
5;1;BRISONr_13;2015;QLB;1;LN_NF;B1;291;;156;;71;55.68732706;296.4;918.24;22.876;26.03;572;10.94117647;5.654929577;10.375;3.5;;0.1;49;143;15.85
3;2;BRISONr_14;2015;QLB;1;LN_NF;B1;291;;153;;64;48.70797176;329.2;997.84;28.9218;30.1;532;12.08823529;5.105633803;10.6;7.5;;1.5;43;324;15.33
4;12;BRISONr_15;2015;QLB;1;LN_NF;B1;291;;155;;74;51.36871059;300.8;1044.56;28.552;31.63;616;15.41176471;4.5;1.125;5;;2;43;317;14.85
2;1;BRISONr_16;2015;QLB;1;LN_NF;B1;291;;153;;69;42.38565647;319.2;976.08;25.8602;31.47;516;15.44117647;6.598591549;2.675;5.5;;0.05;41;317;15.95
5;10;BRISONr_17;2015;QLB;1;LN_NF;B1;291;;156;;78;63.03294118;394.4;1121.68;28.724;32.33;460;6.852941176;1.876760563;0.925;3.5;;3;55;342;14.09
10;1;BRISONr_18;2015;QLB;1;LN_NF;B1;291;;153;;74;53.79957647;346.16;978.56;29.5238;33.83;656;25.14705882;1.295774648;0.525;5;;3;44;270;13.25
4;8;BRISONr_19;2015;QLB;1;LN_NF;B1;291;;155;;78;52.32664941;315.76;1060;27.8898;30;444;12.79411765;3.482394366;1.3;2.5;;0.05;47;359;14.77
6;8;BRISONr_20;2015;QLB;1;LN_NF;B1;291;;162;;70;34.09141176;264.56;965.84;22.5578;24.23;468;27.64705882;8.973684211;0.95;2.5;;0.25;42;259;15.02
10;3;BRISONr_21;2015;QLB;1;LN_NF;B1;291;;153;187;76;63.20736941;507.2;1376;28.2338;29.67;448;1.058823529;4.588028169;0.225;4;;2.5;48;457;14.17
1;10;BRISONr_22;2015;QLB;1;LN_NF;B1;291;;155;;77;55.66688941;310.88;899.52;24.166;26.17;588;14.79411765;4.706338028;1.475;1.5;;0.5;44;243;15.26
5;3;BRISONr_23;2015;QLB;1;LN_NF;B1;291;;153;;84;54.89288941;376.96;1138;28.982;30.1;512;6.794117647;5.89084507;5.3;7.5;;1;55;252;15.04
8;3;BRISONr_24;2015;QLB;1;LN_NF;B1;291;;153;;74;55.10718118;420.8;1232.08;27.09;27.87;540;2.088235294;3.056338028;17;7.5;;0.25;46;106;14.45
1;12;BRISONr_25;2015;QLB;1;LN_NF;B1;291;;153;;75;63.58374588;346.16;1079.68;36.4382;37.57;476;2.294117647;2.13028169;2.35;2.5;;1.5;52;300;14.82
1;13;BRISONr_26;2015;QLB;1;LN_NF;B1;291;;153;;80;63.96821647;393.76;1088.56;34.056;36.73;536;11.85294118;6.112676056;1.825;0.5;;1;49;385;14.84
4;4;BRISONr_27;2015;QLB;1;LN_NF;B1;291;;155;;72;40.27612706;387.76;1208.88;27.0298;27.47;412;20.46176471;19.34507042;2.025;6.5;;1.5;38;256;15.88
6;10;BRISONr_28;2015;QLB;1;LN_NF;B1;291;;156;;65;22.79060706;245.28;917.68;20.4938;23.8;508;30.35294118;2.95;0;0.25;;1;31;179;14.93
9;10;BRISONr_29;2015;QLB;1;LN_NF;B1;291;;153;;75;67.85764235;464.56;1232.16;31.0202;31.37;668;2.647058824;1.197183099;4;4;;0.25;43;201;14.31
