ReifeHoehe;Row;Column;BRISONr;Year;Location;Subtrial;Sorte;Treatment;Block;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;TKW_bio;Spike_number;Stripe_rust;Powdery_mildew;Septoria;DTR;Leaf_rust;Fusarium;Sedimentation;Falling_number;Crude_protein;Kernel_number_bio;StrawYield_dt/ha;Spikes_per_ear
NA;6;8;BRISONR_80;2017;RHH;1;Inspiration;LN_NF;B2;291;NA;NA;NA;NA;71.1;650.74;1353.54;37.59;38.08;525.62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55.43;32.51
NA;1;4;BRISONR_92;2017;RHH;1;Contra;LN_NF;B1;291;NA;152;NA;85;65.05;852.02;1778.52;34.66;34.06;653.82;5;NA;NA;3;5;3;NA;NA;NA;NA;72.42;38.25
NA;6;59;BRISONR_92;2017;RHH;1;Contra;LN_NF;B2;291;NA;NA;NA;NA;67.09;822.92;1676.22;33.39;38.23;602.54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67.09;35.72
NA;5;9;BRISONR_96;2017;RHH;1;Tommi;LN_NF;B1;291;NA;151;NA;82;53.22;878.94;1857.36;36.93;39.45;461.52;2;NA;NA;2;2;4;NA;NA;NA;NA;78.56;48.28
NA;6;26;BRISONR_96;2017;RHH;1;Tommi;LN_NF;B2;291;NA;NA;NA;NA;62.36;804.07;1696.73;37.12;39.27;641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;72.14;31.94
NA;2;6;BRISONR_99;2017;RHH;1;Asano;LN_NF;B1;291;NA;150;NA;85;67.89;764.58;1580.19;44.31;44.91;525.62;3;NA;NA;3;3;3;NA;NA;NA;NA;60.54;32.39
NA;6;53;BRISONR_99;2017;RHH;1;JB Asano;LN_NF;B2;291;NA;NA;NA;NA;70.16;819.58;1733.52;43.42;46.09;551.26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;72.89;32.26
NA;5;20;BRISONR_102;2017;RHH;1;Urban;LN_WF;B1;291;NA;151;NA;90;70.6;865.22;1804.42;41.19;46.16;564.08;2;NA;NA;2;3;3;NA;NA;NA;NA;75.74;33.23
NA;4;77;BRISONR_102;2017;RHH;1;Urban;LN_WF;B2;291;NA;NA;NA;NA;69.59;917.91;1966.72;44.39;44.25;666.64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;84.34;31.12
NA;1;19;BRISONR_104;2017;RHH;1;Flair;LN_WF;B1;291;NA;151;NA;86;69.51;780.48;1514.17;38.76;38.58;564.08;2;NA;NA;2;3;2;NA;NA;NA;NA;56.14;35.86
NA;4;83;BRISONR_104;2017;RHH;1;Flair;LN_WF;B2;291;NA;NA;NA;NA;70.39;694.2;1416.74;38.27;41.27;551.26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57.16;30.51
NA;2;20;BRISONR_110;2017;RHH;1;Tabor;LN_WF;B1;291;NA;153;NA;85;64.67;740.87;1574.42;40.01;39.05;576.9;2;NA;NA;2;2;2;NA;NA;NA;NA;64.57;32.89
NA;1;79;BRISONR_110;2017;RHH;1;Tabor;LN_WF;B2;291;NA;NA;NA;NA;67.6;630.74;1279.31;38.76;41.8;512.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;49.91;29.43
NA;4;14;BRISONR_114;2017;RHH;1;Progreß;LN_WF;B1;291;NA;152;NA;89;61.83;771.51;1895.69;43.02;44.71;525.62;2;NA;NA;2;3;2;NA;NA;NA;NA;72.69;32.83
NA;5;82;BRISONR_114;2017;RHH;1;Progreß;LN_WF;B2;291;NA;NA;NA;NA;63.12;613.05;1320.72;42.03;42.73;435.88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57.09;32.91
NA;4;21;BRISONR_118;2017;RHH;1;Drifter;LN_WF;B1;291;NA;151;NA;88;73.1;1066.11;2139.66;43.24;42.3;717.92;3;NA;NA;4;2;4;NA;NA;NA;NA;82.37;35.11
NA;5;75;BRISONR_118;2017;RHH;1;Drifter;LN_WF;B2;291;NA;NA;NA;NA;68.75;961.88;2008.64;43.99;43.2;653.82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;78.13;34.06
NA;1;20;BRISONR_121;2017;RHH;1;Sperber;LN_WF;B1;291;NA;151;NA;96;72.13;749.2;1530.96;41.81;41.48;538.44;3;NA;NA;2;2;3;NA;NA;NA;NA;63.34;33.55
NA;2;74;BRISONR_121;2017;RHH;1;Sperber;LN_WF;B2;291;NA;NA;NA;NA;70.73;741.77;1478.66;42.26;41.3;538.44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58.37;33.36
NA;2;22;BRISONR_124;2017;RHH;1;Obelisk;LN_WF;B1;291;NA;151;NA;83;73.22;813.17;1600.71;38.36;41.9;589.72;2;NA;NA;3;3;3;NA;NA;NA;NA;61.25;32.91
NA;4;76;BRISONR_124;2017;RHH;1;Obelisk;LN_WF;B2;291;NA;NA;NA;NA;70.72;805.99;1606.6;40.1;41.91;564.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;62.82;34.09
NA;2;14;BRISONR_126;2017;RHH;1;Disponent;LN_WF;B1;291;NA;150;NA;90;68.99;860.61;1750.57;38.33;45.67;602.54;2;NA;NA;3;2;2;NA;NA;NA;NA;69.65;31.28
NA;2;83;BRISONR_126;2017;RHH;1;Disponent;LN_WF;B2;291;NA;NA;NA;NA;69.09;727.02;1576.99;38.89;37.51;474.34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67.83;40.86
NA;1;15;BRISONR_131;2017;RHH;1;Rektor;LN_WF;B1;291;NA;151;NA;96;67.61;770.1;1652.63;43.11;41.8;602.54;2;NA;NA;3;2;2;NA;NA;NA;NA;67.34;30.57
NA;1;77;BRISONR_131;2017;RHH;1;Rektor;LN_WF;B2;291;NA;NA;NA;NA;69.96;792.66;1648.78;45.48;48.95;602.54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66.42;26.87
NA;2;15;BRISONR_134;2017;RHH;1;Alidos;LN_WF;B1;291;NA;150;NA;81;66.86;700.23;1416.99;41.67;43.42;435.88;2;NA;NA;3;2;2;NA;NA;NA;NA;55.5;37
NA;2;76;BRISONR_134;2017;RHH;1;Alidos;LN_WF;B2;291;NA;NA;NA;NA;66.68;960.35;1991.72;40.47;43.3;628.18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80.65;35.31
NA;2;18;BRISONR_135;2017;RHH;1;Monopol;LN_WF;B1;291;NA;151;NA;90;62.73;772.66;1708.27;43.36;44.71;576.9;2;NA;NA;3;2;2;NA;NA;NA;NA;72.47;29.96
NA;2;79;BRISONR_135;2017;RHH;1;Monopol;LN_WF;B2;291;NA;NA;NA;NA;61.07;634.21;1379.82;41.48;44.17;538.44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57.18;26.67
NA;4;18;BRISONR_138;2017;RHH;1;Bussard;LN_WF;B1;291;NA;151;NA;95;62.44;850.74;1800.06;40.71;42.57;602.54;2;NA;NA;2;3;3;NA;NA;NA;NA;75.83;33.17
NA;3;83;BRISONR_138;2017;RHH;1;Bussard;LN_WF;B2;291;NA;NA;NA;NA;64.39;693.82;1490.45;41.78;44.43;551.26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;62.92;28.33
NA;4;15;BRISONR_143;2017;RHH;1;Batis;LN_WF;B1;291;NA;150;NA;90;73.36;872.91;1765.83;41.42;36.51;576.9;2;NA;NA;2;2;2;NA;NA;NA;NA;70.24;41.44
NA;4;80;BRISONR_143;2017;RHH;1;Batis;LN_WF;B2;291;NA;NA;NA;NA;72.08;1052.52;2146.58;44.19;47.93;705.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;86.54;31.15
NA;3;21;BRISONR_145;2017;RHH;1;Akteur;LN_WF;B1;291;NA;151;NA;85;64.87;766.12;1573.78;44.23;44.5;499.98;2;NA;NA;2;2;2;NA;NA;NA;NA;62.69;34.44
NA;2;80;BRISONR_145;2017;RHH;1;Akteur;LN_WF;B2;291;NA;NA;NA;NA;66.49;577.28;1183.93;46.36;45.95;448.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;46.75;28
NA;4;19;BRISONR_150;2017;RHH;1;Diplomat;LN_WF;B1;291;NA;151;NA;92;60.4;994.45;2261.96;44.59;41.24;794.84;2;NA;NA;2;3;2;NA;NA;NA;NA;99.8;30.34
NA;3;76;BRISONR_150;2017;RHH;1;Diplomat;LN_WF;B2;291;NA;NA;NA;NA;62.69;643.56;1521.22;42.02;41.69;538.44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69.72;28.67
NA;2;21;BRISONR_153;2017;RHH;1;Kormoran;LN_WF;B1;291;NA;151;NA;85;74.77;827.79;1681.21;42.27;42.04;679.46;2;NA;NA;3;2;2;NA;NA;NA;NA;68.1;28.98
NA;5;79;BRISONR_153;2017;RHH;1;Kormoran;LN_WF;B2;291;NA;NA;NA;NA;72.07;818.81;1696.09;41.58;44.2;589.72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69.61;31.41
NA;3;22;BRISONR_158;2017;RHH;1;Carimulti;LN_WF;B1;291;NA;153;NA;93;60.31;578.44;1369.56;38.86;37.66;692.28;2;NA;NA;2;2;3;NA;NA;NA;NA;65.29;22.19
NA;5;78;BRISONR_158;2017;RHH;1;Carimulti;LN_WF;B2;291;NA;NA;NA;NA;59.3;707.15;1646.99;37.71;36.15;730.74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;76.93;26.77
NA;5;21;BRISONR_160;2017;RHH;1;Vuka;LN_WF;B1;291;NA;153;NA;94;67.29;977.01;2090.43;42.12;45.31;666.64;2;NA;NA;3;2;2;NA;NA;NA;NA;87.52;32.35
NA;5;74;BRISONR_160;2017;RHH;1;Vuka;LN_WF;B2;291;NA;NA;NA;NA;67.82;813.56;1746.6;44.17;44.85;743.56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;71.23;24.4
NA;5;15;BRISONR_162;2017;RHH;1;Apollo;LN_WF;B1;291;NA;152;NA;92;68.95;741.12;1536.09;37.09;38.85;499.98;3;NA;NA;3;3;2;NA;NA;NA;NA;60.7;38.15
NA;2;78;BRISONR_162;2017;RHH;1;Apollo;LN_WF;B2;291;NA;NA;NA;NA;68.93;739.2;1549.17;44.37;45.76;538.44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61.91;30
NA;3;19;BRISONR_164;2017;RHH;1;Kanzler;LN_WF;B1;291;NA;151;NA;91;64.73;655.1;1351.1;41.11;43.09;397.42;3;NA;NA;3;2;3;NA;NA;NA;NA;52.88;38.26
NA;2;77;BRISONR_164;2017;RHH;1;Kanzler;LN_WF;B2;291;NA;NA;NA;NA;67.62;871.38;1883.13;42.49;44.95;653.82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79.43;29.65
NA;3;20;BRISONR_166;2017;RHH;1;Caribo;LN_WF;B1;291;NA;151;NA;98;69.52;673.69;1433.02;44.57;44.5;576.9;2;NA;NA;2;2;2;NA;NA;NA;NA;62.42;26.24
NA;5;80;BRISONR_166;2017;RHH;1;Caribo;LN_WF;B2;291;NA;NA;NA;NA;63.55;878.68;1861.21;47.11;45.78;717.92;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80.16;26.73
NA;4;23;BRISONR_167;2017;RHH;1;Spontan;LN_WF;B1;291;NA;149;NA;80;72.16;786.64;1514.68;40.29;34.05;653.82;2;NA;NA;2;2;2;NA;NA;NA;NA;56.34;35.33
NA;2;75;BRISONR_167;2017;RHH;1;Spontan;LN_WF;B2;291;NA;NA;NA;NA;70.46;852.53;1629.68;40.73;40.72;730.74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60.41;28.65
NA;4;17;BRISONR_169;2017;RHH;1;Ares;LN_WF;B1;291;NA;151;NA;93;70.4;696.51;1425.46;40.5;39.14;435.88;2;NA;NA;3;2;2;NA;NA;NA;NA;57.02;40.82
NA;4;81;BRISONR_169;2017;RHH;1;Ares;LN_WF;B2;291;NA;NA;NA;NA;71.01;896.37;1923.38;40.44;44.11;589.72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;82.14;34.46
NA;5;18;BRISONR_188;2017;RHH;1;Cardos;LN_WF;B1;291;NA;150;NA;79;67.39;850.09;1821.72;41.02;42.34;564.08;2;NA;NA;2;3;3;NA;NA;NA;NA;78.33;35.59
NA;1;74;BRISONR_188;2017;RHH;1;Cardos;LN_WF;B2;291;NA;NA;NA;NA;65.94;806.38;1576.48;41.47;42.76;564.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59.43;33.43
NA;5;22;BRISONR_20;2017;RHH;1;Kronjuwel;LN_WF;B1;291;NA;152;NA;78;61.53;689.46;1544.68;35.52;38.2;474.34;2;NA;NA;4;3;3;NA;NA;NA;NA;56.95;38.05
NA;3;81;BRISONR_20;2017;RHH;1;Kronjuwel;LN_WF;B2;291;NA;NA;NA;NA;60.51;673.05;1330.97;36.5;37.66;461.52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;51.02;38.72
NA;5;14;BRISONR_207;2017;RHH;1;Kontrast;LN_WF;B1;291;NA;149;NA;84;70.8;783.81;1544.81;36.5;40.52;461.52;2;NA;NA;3;2;2;NA;NA;NA;NA;58.65;41.92
NA;5;76;BRISONR_207;2017;RHH;1;Kontrast;LN_WF;B2;291;NA;NA;NA;NA;68.03;858.81;1754.55;38.39;39.31;525.62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;68.72;41.56
NA;1;18;BRISONR_213;2017;RHH;1;Pegassos;LN_WF;B1;291;NA;151;NA;88;77.91;1032.91;2042.35;45.16;44.74;782.02;2;NA;NA;2;2;2;NA;NA;NA;NA;78.51;29.52
NA;4;75;BRISONR_213;2017;RHH;1;Pegassos;LN_WF;B2;291;NA;NA;NA;NA;74.78;1088.55;2185.17;44.43;46.5;782.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;86.36;29.93
NA;3;15;BRISONR_221;2017;RHH;1;Julius;LN_WF;B1;291;NA;152;NA;85;71.65;1109.57;2146.84;44.71;44.66;615.36;3;NA;NA;3;2;3;NA;NA;NA;NA;79.29;40.38
NA;4;74;BRISONR_221;2017;RHH;1;Julius;LN_WF;B2;291;NA;NA;NA;NA;69.13;1106.37;2253.88;43.3;46.25;769.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88.6;31.1
NA;5;19;BRISONR_222;2017;RHH;1;Reform;LN_WF;B1;291;NA;152;NA;75;74.97;1059.19;1984.02;39.02;43.55;641;2;NA;NA;3;3;3;NA;NA;NA;NA;70.41;37.94
NA;3;80;BRISONR_222;2017;RHH;1;Reform;LN_WF;B2;291;NA;NA;NA;NA;75.8;798.05;1504.68;42.2;40.55;576.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55.28;34.11
NA;3;17;BRISONR_223;2017;RHH;1;Benchmark;LN_WF;B1;291;NA;151;NA;83;76.92;1088.29;2099.53;39.14;38.45;679.46;2;NA;NA;3;3;3;NA;NA;NA;NA;78.91;41.66
NA;5;83;BRISONR_223;2017;RHH;1;Benchmark;LN_WF;B2;291;NA;NA;NA;NA;76.25;1032.01;1964.92;38.97;37.53;692.28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;72.33;39.72
NA;3;23;BRISONR_224;2017;RHH;1;Barranco;LN_WF;B1;291;NA;151;NA;76;68.97;860.09;1593.01;44.26;46.4;461.52;3;NA;NA;3;3;3;NA;NA;NA;NA;56.09;40.17
NA;5;81;BRISONR_224;2017;RHH;1;Barranco;LN_WF;B2;291;NA;NA;NA;NA;63.93;689.59;1461.35;43.98;42.62;435.88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54.61;37.12
NA;1;16;BRISONR_225;2017;RHH;1;Nordkap;LN_WF;B1;291;NA;151;NA;79;74.15;878.81;1707.11;40.41;42.9;538.44;3;NA;NA;4;3;4;NA;NA;NA;NA;63.63;38.05
NA;4;78;BRISONR_225;2017;RHH;1;Nordkap;LN_WF;B2;291;NA;NA;NA;NA;70.81;854.71;1648.65;43.48;44.01;435.88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60.92;44.56
NA;4;20;BRISONR_226;2017;RHH;1;Porthus;LN_WF;B1;291;NA;150;NA;79;77.51;997.91;1922.36;39.12;40.84;705.1;2;NA;NA;2;3;3;NA;NA;NA;NA;70.45;34.65
NA;3;78;BRISONR_226;2017;RHH;1;Porthus;LN_WF;B2;291;NA;NA;NA;NA;79.38;711.77;1361.87;39.37;40.85;461.52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44.46;37.75
NA;2;23;BRISONR_227;2017;RHH;1;Sheriff;LN_WF;B1;291;NA;152;NA;82;75.34;1032.39;1851.85;38.1;37.97;717.92;2;NA;NA;2;2;3;NA;NA;NA;NA;61.06;37.88
NA;1;76;BRISONR_227;2017;RHH;1;Sheriff;LN_WF;B2;291;NA;NA;NA;NA;75;762.02;1387.12;36.88;38.95;538.44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;47.6;36.33
NA;2;17;BRISONR_228;2017;RHH;1;Apostel;LN_WF;B1;291;NA;150;NA;80;72.63;869.45;1669.29;43.06;45.43;641;2;NA;NA;3;3;2;NA;NA;NA;NA;62.81;29.86
NA;2;82;BRISONR_228;2017;RHH;1;Apostel;LN_WF;B2;291;NA;NA;NA;NA;73.67;990.86;1825.44;36.76;45.46;705.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;64.83;30.91
NA;4;16;BRISONR_27;2017;RHH;1;Götz;LN_WF;B1;291;NA;151;NA;85;65.77;762.79;1561.99;37.19;41.03;551.26;2;NA;NA;3;2;2;NA;NA;NA;NA;58.55;33.72
NA;4;79;BRISONR_27;2017;RHH;1;Götz;LN_WF;B2;291;NA;NA;NA;NA;66.77;731.64;1520.07;37.82;38.64;499.98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60.01;37.87
NA;4;22;BRISONR_31;2017;RHH;1;Biscay;LN_WF;B1;291;NA;151;NA;76;72.92;807.92;1565.07;39.13;38.95;551.26;3;NA;NA;3;2;3;NA;NA;NA;NA;57.55;37.63
NA;1;80;BRISONR_31;2017;RHH;1;Biscay;LN_WF;B2;291;NA;NA;NA;NA;72.62;948.81;1727.37;42.23;42.61;628.18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59.88;35.45
NA;2;19;BRISONR_38;2017;RHH;1;Dekan;LN_WF;B1;291;NA;151;NA;79;71.88;739.2;1391.74;37.68;38.11;487.16;2;NA;NA;2;2;3;NA;NA;NA;NA;50.92;39.82
NA;2;81;BRISONR_38;2017;RHH;1;Dekan;LN_WF;B2;291;NA;NA;NA;NA;72.6;870.61;1592.37;38.83;42.31;615.36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55.77;33.44
NA;5;17;BRISONR_47;2017;RHH;1;Potenzial;LN_WF;B1;291;NA;152;NA;80;73;981.63;1963.9;36.08;37.72;717.92;2;NA;NA;4;2;3;NA;NA;NA;NA;76.69;36.25
NA;3;79;BRISONR_47;2017;RHH;1;Potenzial;LN_WF;B2;291;NA;NA;NA;NA;68.28;748.18;1492.76;39.54;39.12;602.54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57.86;31.74
NA;1;14;BRISONR_50;2017;RHH;1;Hermann;LN_WF;B1;291;NA;151;NA;80;67.24;835.86;1851.34;39.34;38.9;564.08;2;NA;NA;3;2;3;NA;NA;NA;NA;74.79;38.09
NA;1;81;BRISONR_50;2017;RHH;1;Hermann;LN_WF;B2;291;NA;NA;NA;NA;67.61;665.36;1563.91;40.84;35.89;525.62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59.34;35.27
NA;5;23;BRISONR_54;2017;RHH;1;Tobak;LN_WF;B1;291;NA;152;NA;79;77.71;1344.69;2527.85;37.5;40.44;846.12;2;NA;NA;2;3;4;NA;NA;NA;NA;85.68;39.3
NA;1;82;BRISONR_54;2017;RHH;1;Tobak;LN_WF;B2;291;NA;NA;NA;NA;77.43;1205.85;2247.73;38.6;38.82;833.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;77.1;37.28
NA;1;23;BRISONR_56;2017;RHH;1;Manager;LN_WF;B1;291;NA;151;NA;82;73.35;876.89;1684.68;37.28;39.15;730.74;2;NA;NA;3;2;3;NA;NA;NA;NA;62.28;30.65
NA;1;83;BRISONR_56;2017;RHH;1;Manager;LN_WF;B2;291;NA;NA;NA;NA;70.92;849.2;1687.75;37.48;37.55;653.82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;64.54;34.59
NA;3;16;BRISONR_59;2017;RHH;1;Ritmo;LN_WF;B1;291;NA;149;NA;84;71.77;908.17;1758.52;39.29;38.25;653.82;2;NA;NA;2;3;2;NA;NA;NA;NA;65.09;36.31
NA;3;74;BRISONR_59;2017;RHH;1;Ritmo;LN_WF;B2;291;NA;NA;NA;NA;74.51;827.15;1590.32;41.76;41.55;512.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59.63;38.83
NA;3;14;BRISONR_67;2017;RHH;1;Elixer;LN_WF;B1;291;NA;151;NA;84;75.69;1014.32;1879.28;38.2;40.74;474.34;2;NA;NA;2;2;3;NA;NA;NA;NA;62.68;52.49
NA;3;77;BRISONR_67;2017;RHH;1;Elixer;LN_WF;B2;291;NA;NA;NA;NA;77.25;909.32;1679.16;39.5;42.37;512.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57.86;41.85
NA;1;22;BRISONR_69;2017;RHH;1;Türkis;LN_WF;B1;291;NA;151;NA;88;75.51;931.89;1799.03;39.81;41.75;615.36;2;NA;NA;2;2;2;NA;NA;NA;NA;69.09;36.27
NA;5;77;BRISONR_69;2017;RHH;1;Türkis;LN_WF;B2;291;NA;NA;NA;NA;72.05;611.77;1246.62;39.98;38.48;448.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;48.56;35.43
NA;1;17;BRISONR_71;2017;RHH;1;Greif;LN_WF;B1;291;NA;151;NA;78;66.52;738.3;1465.33;38.66;41.37;512.8;3;NA;NA;3;2;3;NA;NA;NA;NA;50.84;34.8
NA;3;75;BRISONR_71;2017;RHH;1;Greif;LN_WF;B2;291;NA;NA;NA;NA;66.18;784.97;1504.3;40.5;35.89;564.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56.83;38.77
NA;1;21;BRISONR_80;2017;RHH;1;Inspiration;LN_WF;B1;291;NA;151;NA;82;76.39;889.32;1725.57;42.59;36.98;576.9;2;NA;NA;3;2;3;NA;NA;NA;NA;63.95;41.69
NA;1;78;BRISONR_80;2017;RHH;1;Inspiration;LN_WF;B2;291;NA;NA;NA;NA;73.76;922.14;1747.11;42.31;44.54;602.54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63.09;34.36
NA;2;16;BRISONR_92;2017;RHH;1;Contra;LN_WF;B1;291;NA;152;NA;86;76.93;829.2;1617.5;37.94;41.95;538.44;2;NA;NA;2;3;2;NA;NA;NA;NA;61.74;36.71
NA;3;82;BRISONR_92;2017;RHH;1;Contra;LN_WF;B2;291;NA;NA;NA;NA;74.09;801.51;1542.63;38.34;38.74;589.72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57.45;35.09
NA;3;18;BRISONR_96;2017;RHH;1;Tommi;LN_WF;B1;291;NA;151;NA;83;64.26;687.15;1281.36;40.21;41.55;435.88;2;NA;NA;3;2;3;NA;NA;NA;NA;46.54;37.94
NA;4;82;BRISONR_96;2017;RHH;1;Tommi;LN_WF;B2;291;NA;NA;NA;NA;67.6;671.9;1347.13;39.24;42.51;487.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50.34;32.45
NA;5;16;BRISONR_99;2017;RHH;1;JB Asano;LN_WF;B1;291;NA;150;NA;86;76.15;1085.73;2262.86;47.72;49.1;692.28;2;NA;NA;3;2;3;NA;NA;NA;NA;93.21;31.94
NA;1;75;BRISONR_99;2017;RHH;1;Asano;LN_WF;B2;291;NA;NA;NA;NA;79.07;1003.04;1906.85;48.46;49.55;615.36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67.72;32.9
