BRISONr;Treatment;Block;Row;Column;Year;Location;Subtrial;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;TKW_bio;Spike_number;Stripe_rust;Powdery_mildew;Leaf_rust;Septoria;DTR;Fusarium;Falling_number;Crude_protein;Sedimentation
BRISONr_126;LN_WF;B2;20;4;2018;KIE;1;290;NA;151;NA;NA;56.4;521.5;1002.92;38.98;38.91;333.33;NA;NA;NA;NA;NA;NA;NA;9.18;15
BRISONr_131;LN_WF;B2;20;6;2018;KIE;1;290;NA;153;NA;NA;53.66;562.5;1167.5;43.32;42.04;375;NA;NA;NA;NA;NA;NA;NA;8.38;16
BRISONr_134;LN_WF;B2;17;1;2018;KIE;1;290;NA;153;NA;NA;46.77;627.5;1153.33;38.98;40.74;416.67;NA;NA;NA;NA;NA;NA;NA;9.1;31
BRISONr_135;LN_WF;B2;20;11;2018;KIE;1;290;NA;155;NA;NA;53.89;496.33;1102.5;43.07;43.13;316.67;NA;NA;NA;NA;NA;NA;NA;8.56;30
BRISONr_138;LN_WF;B2;20;7;2018;KIE;1;290;NA;153;NA;NA;54.72;523;1075.08;40.34;40.5;350;NA;NA;NA;NA;NA;NA;NA;NA;NA
BRISONr_143;LN_WF;B2;18;9;2018;KIE;1;290;NA;153;NA;NA;63.35;651.67;1261.08;44.4;44.52;400;NA;NA;NA;NA;NA;NA;NA;NA;NA
BRISONr_145;LN_WF;B2;18;4;2018;KIE;1;290;NA;153;NA;NA;56.96;592.75;1134.08;44.12;44.84;325;NA;NA;NA;NA;NA;NA;NA;8.5;24
BRISONr_150;LN_WF;B2;18;12;2018;KIE;1;290;NA;155;NA;NA;51.79;536.25;1111.83;42.32;41.88;400;NA;NA;NA;NA;NA;NA;NA;9.02;18
BRISONr_153;LN_WF;B2;18;3;2018;KIE;1;290;NA;153;NA;NA;58.83;609.58;1190.17;39.96;40.87;433.33;NA;NA;NA;NA;NA;NA;NA;NA;NA
BRISONr_158;LN_WF;B2;20;3;2018;KIE;1;290;NA;153;NA;NA;52.62;424.58;932.84;35.5;34.65;366.67;NA;NA;NA;NA;NA;NA;NA;9.38;18
BRISONr_160;LN_WF;B2;18;1;2018;KIE;1;290;NA;157;NA;NA;57.75;602.33;1090.75;41.46;39.71;350;NA;NA;NA;NA;NA;NA;NA;8.3;19
BRISONr_162;LN_WF;B2;20;5;2018;KIE;1;290;NA;153;NA;NA;58.28;518.17;1033.25;42.58;44;275;NA;NA;NA;NA;NA;NA;NA;NA;NA
BRISONr_164;LN_WF;B2;17;10;2018;KIE;1;290;NA;155;NA;NA;57.71;633.17;1233.33;40.42;39.92;400;NA;NA;NA;NA;NA;NA;NA;8.98;16
BRISONr_166;LN_WF;B2;18;5;2018;KIE;1;290;NA;151;NA;NA;56.68;524.58;1013.42;41.02;41.25;375;NA;NA;NA;NA;NA;NA;NA;NA;NA
BRISONr_169;LN_WF;B2;18;6;2018;KIE;1;290;NA;151;NA;NA;62.16;586.17;1066.08;38.53;37.67;325;NA;NA;NA;NA;NA;NA;NA;8.43;11
BRISONr_176;LN_WF;B2;19;12;2018;KIE;1;290;NA;153;NA;NA;49.82;502.33;1112.08;42.97;42.5;325;NA;NA;NA;NA;NA;NA;NA;9.1;22
BRISONr_188;LN_WF;B2;17;11;2018;KIE;1;290;NA;151;NA;NA;54.08;706.42;1383.91;41.75;43.42;458.33;NA;NA;NA;NA;NA;NA;NA;9.29;26
BRISONr_205;LN_WF;B2;20;9;2018;KIE;1;290;NA;151;NA;NA;56.13;639.5;1331.83;36.65;34.92;450;NA;NA;NA;NA;NA;NA;NA;NA;NA
BRISONr_207;LN_WF;B2;17;9;2018;KIE;1;290;NA;151;NA;NA;59;636.42;1210.42;40.98;40.25;375;NA;NA;NA;NA;NA;NA;NA;8.88;26
BRISONr_213;LN_WF;B2;17;6;2018;KIE;1;290;NA;151;NA;NA;66.14;693;1297.16;44.98;45.62;450;NA;NA;NA;NA;NA;NA;NA;8.52;23
BRISONr_221;LN_WF;B2;17;8;2018;KIE;1;290;NA;155;NA;NA;72.3;629.5;1166.42;45.49;44.08;375;NA;NA;NA;NA;NA;NA;NA;8.31;26
BRISONr_222;LN_WF;B2;20;1;2018;KIE;1;290;NA;153;NA;NA;59.04;621.83;1160.41;42.12;42.9;383.33;NA;NA;NA;NA;NA;NA;NA;8.55;24
BRISONr_223;LN_WF;B2;19;2;2018;KIE;1;290;NA;153;NA;NA;66.87;923.5;1602.58;42.63;44.32;483.33;NA;NA;NA;NA;NA;NA;NA;7.74;13
BRISONr_224;LN_WF;B2;17;2;2018;KIE;1;290;NA;153;NA;NA;58.37;678.08;1235.17;40.63;40.7;375;NA;NA;NA;NA;NA;NA;NA;NA;NA
BRISONr_225;LN_WF;B2;19;9;2018;KIE;1;290;NA;153;NA;NA;64.06;689.83;1273.42;43.82;43.47;366.67;NA;NA;NA;NA;NA;NA;NA;NA;NA
BRISONr_226;LN_WF;B2;19;6;2018;KIE;1;290;NA;151;NA;NA;67.95;668.58;1218.75;39.36;38.71;408.33;NA;NA;NA;NA;NA;NA;NA;7.97;13
BRISONr_227;LN_WF;B2;19;3;2018;KIE;1;290;NA;153;NA;NA;70.33;899;1504.16;37.32;41.35;491.67;NA;NA;NA;NA;NA;NA;NA;7.45;16
BRISONr_228;LN_WF;B2;20;10;2018;KIE;1;290;NA;153;NA;NA;64.21;614.25;1138.67;43.76;43.43;400;NA;NA;NA;NA;NA;NA;NA;8.25;18
BRISONr_20;LN_WF;B3;41;9;2018;KIE;1;290;NA;155;NA;NA;64.7;610.58;1151;38.49;38.18;416.67;NA;NA;NA;NA;NA;NA;NA;8.54;19
BRISONr_26;LN_WF;B3;44;8;2018;KIE;1;290;NA;151;NA;NA;63.37;716.67;1286.17;44.85;46.95;366.67;NA;NA;NA;NA;NA;NA;NA;8.79;23
BRISONr_27;LN_WF;B3;42;8;2018;KIE;1;290;NA;153;NA;NA;59.25;526.08;1051.42;37.44;39.07;316.67;NA;NA;NA;NA;NA;NA;NA;9.51;11
BRISONr_31;LN_WF;B3;44;12;2018;KIE;1;290;NA;153;NA;NA;65.39;743.17;1334.66;41.32;44.18;458.33;NA;NA;NA;NA;NA;NA;NA;8.55;12
BRISONr_38;LN_WF;B3;42;1;2018;KIE;1;290;NA;153;NA;NA;69.37;651.08;1157.67;38.93;38.31;383.33;NA;NA;NA;NA;NA;NA;NA;7.72;22
BRISONr_47;LN_WF;B3;42;4;2018;KIE;1;290;NA;153;NA;NA;65.97;641.75;1203.33;37.63;39.08;433.33;NA;NA;NA;NA;NA;NA;NA;8.79;26
BRISONr_50;LN_WF;B3;41;11;2018;KIE;1;290;NA;155;NA;NA;76.02;824.5;1572.92;41.85;42.56;433.33;NA;NA;NA;NA;NA;NA;NA;9.57;24
BRISONr_54;LN_WF;B3;43;3;2018;KIE;1;290;NA;153;NA;NA;65.24;626.75;1154.75;40.4;40.08;400;NA;NA;NA;NA;NA;NA;NA;8.05;15
BRISONr_56;LN_WF;B3;42;6;2018;KIE;1;290;NA;153;NA;NA;66.9;745.08;1488.83;36.95;38.34;491.67;NA;NA;NA;NA;NA;NA;NA;7.79;20
BRISONr_59;LN_WF;B3;44;4;2018;KIE;1;290;NA;155;NA;NA;59.21;614.08;1106.75;40.27;41.19;400;NA;NA;NA;NA;NA;NA;NA;7.74;16
BRISONr_67;LN_WF;B3;42;5;2018;KIE;1;290;NA;151;NA;NA;67.12;738.42;1333;40.42;42.78;358.33;NA;NA;NA;NA;NA;NA;NA;8.49;11
BRISONr_69;LN_WF;B3;44;10;2018;KIE;1;290;NA;153;NA;NA;69.37;747.67;1374;41.25;44.01;425;NA;NA;NA;NA;NA;NA;NA;8.35;13
BRISONr_71;LN_WF;B3;44;1;2018;KIE;1;290;NA;151;NA;NA;58.07;653.33;1171.5;38.55;41.3;475;NA;NA;NA;NA;NA;NA;NA;8.54;27
BRISONr_80;LN_WF;B3;44;6;2018;KIE;1;290;NA;151;NA;NA;65.39;667.25;1216.66;44.84;47.77;366.67;NA;NA;NA;NA;NA;NA;NA;8.01;7
BRISONr_92;LN_WF;B3;44;5;2018;KIE;1;290;NA;151;NA;NA;63.55;705.08;1296.66;38.18;39.32;441.67;NA;NA;NA;NA;NA;NA;NA;8.32;8
BRISONr_96;LN_WF;B3;41;12;2018;KIE;1;290;NA;153;NA;NA;73;940.33;1682.91;43.39;42.92;475;NA;NA;NA;NA;NA;NA;NA;9.03;25
BRISONr_99;LN_WF;B3;41;4;2018;KIE;1;290;NA;151;NA;NA;72.42;765.5;1440.5;49.93;50.2;450;NA;NA;NA;NA;NA;NA;NA;10.07;29
BRISONr_102;LN_WF;B3;43;6;2018;KIE;1;290;NA;153;NA;NA;59.99;555.67;1061.91;40.65;42.04;375;NA;NA;NA;NA;NA;NA;NA;8.54;24
BRISONr_104;LN_WF;B3;43;4;2018;KIE;1;290;NA;153;NA;NA;67;781.67;1383.83;42.1;41.47;400;NA;NA;NA;NA;NA;NA;NA;7.48;15
BRISONr_110;LN_WF;B3;41;8;2018;KIE;1;290;NA;155;NA;NA;61.24;706.5;1376.09;40.21;43.34;416.67;NA;NA;NA;NA;NA;NA;NA;8.68;17
BRISONr_114;LN_WF;B3;43;5;2018;KIE;1;290;NA;155;NA;NA;55.26;513.58;1014.33;42.66;43.03;325;NA;NA;NA;NA;NA;NA;NA;8.55;11
BRISONr_118;LN_WF;B3;43;12;2018;KIE;1;290;NA;153;NA;NA;63.1;590.17;1112.34;43.67;41.32;383.33;NA;NA;NA;NA;NA;NA;NA;8.65;15
BRISONr_121;LN_WF;B3;42;13;2018;KIE;1;290;NA;153;NA;NA;66.93;793.17;1528.16;39.52;40.49;500;NA;NA;NA;NA;NA;NA;NA;10.32;29
BRISONr_124;LN_WF;B3;42;7;2018;KIE;1;290;NA;153;NA;NA;60.72;656.58;1221.5;39.41;40.09;400;NA;NA;NA;NA;NA;NA;NA;8.84;18
BRISONr_126;LN_WF;B3;42;10;2018;KIE;1;290;NA;151;NA;NA;64.79;588.58;1170.34;38.8;37.95;391.67;NA;NA;NA;NA;NA;NA;NA;9.46;18
BRISONr_131;LN_WF;B3;44;7;2018;KIE;1;290;NA;153;NA;NA;52.03;539.67;1065.84;43.55;44.77;433.33;NA;NA;NA;NA;NA;NA;NA;8.48;18
BRISONr_134;LN_WF;B3;44;9;2018;KIE;1;290;NA;153;NA;NA;54.63;483.92;917.33;40.2;40.43;325;NA;NA;NA;NA;NA;NA;NA;9.39;36
BRISONr_135;LN_WF;B3;41;1;2018;KIE;1;290;NA;153;NA;NA;52.51;625;1377.41;42.09;43.96;458.33;NA;NA;NA;NA;NA;NA;NA;9.61;36
BRISONr_138;LN_WF;B3;41;10;2018;KIE;1;290;NA;153;NA;NA;64.57;558.33;1120;41.8;41.99;391.67;NA;NA;NA;NA;NA;NA;NA;9.33;31
BRISONr_143;LN_WF;B3;41;13;2018;KIE;1;290;NA;153;NA;NA;76.33;713.58;1306.67;46.58;48.34;383.33;NA;NA;NA;NA;NA;NA;NA;8.52;28
BRISONr_145;LN_WF;B3;44;3;2018;KIE;1;290;NA;155;NA;NA;56.42;596.75;1133.67;41.13;42.49;400;NA;NA;NA;NA;NA;NA;NA;8.88;24
BRISONr_150;LN_WF;B3;44;11;2018;KIE;1;290;NA;153;NA;NA;50.92;612.5;1235.08;43.51;44.57;441.67;NA;NA;NA;NA;NA;NA;NA;8.95;19
BRISONr_153;LN_WF;B3;44;13;2018;KIE;1;290;NA;153;NA;NA;53.25;674.17;1302.84;38.2;38.7;491.67;NA;NA;NA;NA;NA;NA;NA;8.93;28
BRISONr_158;LN_WF;B3;41;3;2018;KIE;1;290;NA;155;NA;NA;53.46;573.83;1170.67;35.46;36.4;433.33;NA;NA;NA;NA;NA;NA;NA;10.39;22
BRISONr_160;LN_WF;B3;43;13;2018;KIE;1;290;NA;157;NA;NA;66.58;617.67;1139.83;41.6;39.94;400;NA;NA;NA;NA;NA;NA;NA;8.3;20
BRISONr_162;LN_WF;B3;43;2;2018;KIE;1;290;NA;153;NA;NA;58.63;734.08;1425.75;41.99;43.76;441.67;NA;NA;NA;NA;NA;NA;NA;8.35;14
BRISONr_164;LN_WF;B3;43;11;2018;KIE;1;290;NA;153;NA;NA;57.34;470.33;945.25;41.38;41.11;316.67;NA;NA;NA;NA;NA;NA;NA;9.27;16
BRISONr_166;LN_WF;B3;42;11;2018;KIE;1;290;NA;153;NA;NA;64.83;472;917.17;45.06;42.66;333.33;NA;NA;NA;NA;NA;NA;NA;9.42;12
BRISONr_169;LN_WF;B3;41;6;2018;KIE;1;290;NA;153;NA;NA;67.25;707;1325.58;38.37;37.91;383.33;NA;NA;NA;NA;NA;NA;NA;8.73;15
BRISONr_176;LN_WF;B3;41;2;2018;KIE;1;290;NA;151;NA;NA;49.97;551.58;1195.67;43.4;42.69;433.33;NA;NA;NA;NA;NA;NA;NA;10.61;29
BRISONr_188;LN_WF;B3;42;9;2018;KIE;1;290;NA;153;NA;NA;60.25;650.83;1286.58;41.55;42.2;475;NA;NA;NA;NA;NA;NA;NA;9.75;29
BRISONr_205;LN_WF;B3;43;9;2018;KIE;1;290;NA;151;NA;NA;58.44;541.92;1119.42;34.82;35.08;366.67;NA;NA;NA;NA;NA;NA;NA;9.83;27
BRISONr_207;LN_WF;B3;41;5;2018;KIE;1;290;NA;149;NA;NA;57.51;650.83;1254.17;37.63;39.77;425;NA;NA;NA;NA;NA;NA;NA;9.57;30
BRISONr_213;LN_WF;B3;42;3;2018;KIE;1;290;NA;151;NA;NA;63.43;501.58;928.84;42.13;43.39;341.67;NA;NA;NA;NA;NA;NA;NA;9.03;25
BRISONr_221;LN_WF;B3;41;7;2018;KIE;1;290;NA;153;NA;NA;70.53;808.5;1504.92;44.09;43.84;266.67;NA;NA;NA;NA;NA;NA;NA;8.92;29
BRISONr_222;LN_WF;B3;43;10;2018;KIE;1;290;NA;153;NA;NA;71.74;674.83;1231;43.65;43.44;391.67;NA;NA;NA;NA;NA;NA;NA;8.42;24
BRISONr_223;LN_WF;B3;42;2;2018;KIE;1;290;NA;153;NA;NA;63;710.67;1276.75;41.14;42.39;366.67;NA;NA;NA;NA;NA;NA;NA;7.56;14
BRISONr_224;LN_WF;B3;42;12;2018;KIE;1;290;NA;153;NA;NA;66.98;702.25;1263.92;NA;45.56;300;NA;NA;NA;NA;NA;NA;NA;9.47;30
BRISONr_225;LN_WF;B3;43;1;2018;KIE;1;290;NA;151;NA;NA;62.2;604.42;1119.5;41.72;43.68;350;NA;NA;NA;NA;NA;NA;NA;8.33;25
BRISONr_226;LN_WF;B3;43;8;2018;KIE;1;290;NA;151;NA;NA;71.08;784.83;1462.5;39.69;39.44;508.33;NA;NA;NA;NA;NA;NA;NA;8.22;16
BRISONr_227;LN_WF;B3;43;7;2018;KIE;1;290;NA;153;NA;NA;75.32;733.83;1258.91;38.05;40.45;391.67;NA;NA;NA;NA;NA;NA;NA;7.26;16
BRISONr_228;LN_WF;B3;44;2;2018;KIE;1;290;NA;151;NA;NA;56.48;584.83;1070.25;41.73;42.67;408.33;NA;NA;NA;NA;NA;NA;NA;8.59;20
