Row;Column;BRISONr;Year;Treatment;Location;Block;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;Spike_number;HI;Sedimentation;Crude_protein;SPAD;Straw_N;Flag_Leaf_Weight;Flag_Leaf_N;Flag_Leaf_C
17;12;BRISONr_140;2019;HN_WF;KAD;B1;298;NA;221;266;113.67;75.16;732.17;2476.75;40.46;838.31;0.330;41.8;16.4;56.2;0.317;2.064;3.986868214;45.07291301
17;13;BRISONr_198;2019;HN_WF;KAD;B1;298;NA;215;261;94.33;88.95;656.75;1515.42;37.96;1117.37;0.522;41.8;16.4;50.1;0.51;2.064;3.986868214;45.07291301
17;14;BRISONr_155;2019;HN_WF;KAD;B1;298;NA;225;261;110;85.11;520.00;1897.08;39.56;1132.08;0.317;45.3;17;106.6;0.314;2.016;4.179461592;45.03883928
17;15;BRISONr_134;2019;HN_WF;KAD;B1;298;NA;221;265;95;77.74;791.00;2064.25;43.26;622.47;0.438;25.1;14.2;59.4;0.48;1.8;4.403100437;45.34420177
17;16;BRISONr_142;2019;HN_WF;KAD;B1;298;NA;221;265;108.33;92.89;1102.33;3067.83;39;547.73;0.392;28.2;15.1;45.7;0.289;1.8;4.403100437;45.34420177
17;17;BRISONr_153;2019;HN_WF;KAD;B1;298;NA;224;267;109.33;80.28;695.25;1932.67;41.33;894.86;0.415;23.4;14;46.9;0.49;1.722;3.724648963;45.47933728
17;18;BRISONr_78;2019;HN_WF;KAD;B1;298;NA;221;263;93.33;90.07;1011.50;2570.00;33.92;712.36;0.438;39.9;15.1;121.3;0.274;1.722;3.724648963;45.47933728
17;19;BRISONr_42;2019;HN_WF;KAD;B1;298;NA;225;265;88;98.77;1038.50;2817.08;35.77;427.98;0.406;39.9;15.1;79;0.554;1.814;3.635303993;44.60507527
17;20;BRISONr_32;2019;HN_WF;KAD;B1;298;NA;224;264;86.33;91.05;780.08;2332.83;39.96;885.12;0.376;36.3;15.6;75.4;0.299;1.814;3.635303993;44.60507527
17;21;BRISONr_126;2019;HN_WF;KAD;B1;298;NA;223;263;95;81.77;644.67;1726.75;33.96;792.79;0.439;36.3;15.6;58.3;0.566;2.112;3.052846969;43.84210397
18;1;BRISONr_211;2019;HN_WF;KAD;B1;298;NA;213;266;100.33;93.06;969.67;2802.50;44.47;783.76;0.381;31.3;14.9;46.4;0.288;2.112;3.052846969;43.84210397
18;2;BRISONr_212;2019;HN_WF;KAD;B1;298;NA;219;265;112;89.33;724.75;2142.50;40.13;749.81;0.385;31.3;14.9;67.1;0.44;2.068;3.465586221;44.80639271
18;3;BRISONr_115;2019;HN_WF;KAD;B1;298;NA;224;259;97.67;96.82;667.42;1856.83;33.79;955.06;0.418;35;15.6;55.1;0.312;2.068;3.465586221;44.80639271
18;4;BRISONr_111;2019;HN_WF;KAD;B1;298;NA;225;257;99;90.58;629.08;1996.42;36.29;1091.87;0.362;35;15.6;47.6;0.387;2.142;4.298848283;44.71439199
18;5;BRISONr_123;2019;HN_WF;KAD;B1;298;NA;223;266;99.67;79.29;736.75;1935.08;32.04;654.70;0.439;32;15.3;48.3;0.328;2.142;4.298848283;44.71439199
18;6;BRISONr_225;2019;HN_WF;KAD;B1;298;NA;224;265;91.33;96.55;786.33;2133.25;39.72;869.70;0.419;32;15.3;105.7;0.476;1.784;3.843014109;45.37239837
18;7;BRISONr_168;2019;HN_WF;KAD;B1;298;NA;223;264;112.33;76.82;746.92;2160.00;39.34;642.79;0.393;42.3;16.7;80.4;0.284;1.784;3.843014109;45.37239837
18;8;BRISONr_109;2019;HN_WF;KAD;B1;298;NA;223;265;101.33;84.30;524.92;1845.58;37.89;1231.30;0.331;34.2;15.3;66.9;0.502;1.924;4.010879438;44.22109995
18;9;BRISONr_124;2019;HN_WF;KAD;B1;298;NA;224;265;102;83.88;1055.00;2826.00;35.28;510.19;0.411;34.2;15.3;49.4;0.325;1.924;4.010879438;44.22109995
18;10;BRISONr_24;2019;HN_WF;KAD;B1;298;NA;223;265;92;96.98;1042.75;3271.00;35.05;682.00;0.346;43.2;15.5;63.7;0.448;1.988;3.3856583;43.6612355
18;11;BRISONr_99;2019;HN_WF;KAD;B1;298;NA;219;266;97.67;94.91;866.83;2317.25;46.83;693.46;0.421;40.5;16.2;119.2;0.28;1.988;3.3856583;43.6612355
18;12;BRISONr_185;2019;HN_WF;KAD;B1;298;NA;214;266;85;109.14;1117.17;2919.92;44.9;797.86;0.420;40.5;16.2;50.3;0.415;1.748;3.590242683;44.55553512
18;13;BRISONr_25;2019;HN_WF;KAD;B1;298;NA;222;266;101;95.65;762.75;2427.17;40.57;846.42;0.352;24.2;14.5;57.2;0.279;1.772;3.346711021;42.16302243
18;14;BRISONr_209;2019;HN_WF;KAD;B1;298;NA;214;266;102.33;82.45;1202.58;3424.08;32.15;388.49;0.380;29.1;15.3;49.4;0.33;2.102;3.778656352;44.00447917
18;15;BRISONr_167;2019;HN_WF;KAD;B1;298;NA;222;265;120.33;72.52;673.25;2158.42;42.27;556.53;0.354;21;14.3;50.1;0.386;1.858;3.766395497;45.95304618
18;16;BRISONr_118;2019;HN_WF;KAD;B1;298;NA;223;262;95.67;87.79;1078.83;2907.00;37.09;705.23;0.407;21;14.3;54;0.313;1.858;3.766395497;45.95304618
18;17;BRISONr_156;2019;HN_WF;KAD;B1;298;NA;222;266;105;69.18;900.17;2759.00;34.75;531.56;0.360;33.9;16.9;50.7;0.315;1.776;4.379485642;45.56277822
18;18;BRISONr_151;2019;HN_WF;KAD;B1;298;NA;223;265;98.67;81.88;986.25;2742.92;37.23;484.27;0.397;47.9;16.2;50.1;0.394;1.776;4.379485642;45.56277822
18;19;BRISONr_135;2019;HN_WF;KAD;B1;298;NA;223;264;102;80.37;601.00;2495.08;39.35;813.48;0.269;47.9;16.2;52.1;0.292;1.876;3.669869286;43.44964168
18;20;BRISONr_93;2019;HN_WF;KAD;B1;298;NA;221;258;103.33;91.87;1394.25;3170.92;39.09;516.18;0.479;31.5;15;51.7;0.367;1.876;3.669869286;43.44964168
18;21;BRISONr_31;2019;HN_WF;KAD;B1;298;NA;224;265;84;95.77;731.33;2038.92;40.58;687.51;0.411;31.5;15;50.3;0.34;1.916;4.208106799;45.2035613
19;1;BRISONr_189;2019;HN_WF;KAD;B1;298;NA;214;264;78.67;96.00;935.83;2619.50;41.02;359.05;0.396;31.8;14.8;49.6;0.288;1.916;4.208106799;45.2035613
19;2;BRISONr_89;2019;HN_WF;KAD;B1;298;NA;221;263;104.33;93.89;703.58;2323.08;37.78;711.71;0.341;31.8;14.8;49.7;0.31;1.95;3.060367156;45.2097326
19;3;BRISONr_154;2019;HN_WF;KAD;B1;298;NA;222;265;103.33;78.09;935.08;2614.00;38.67;494.11;0.397;37.3;15.2;50.3;0.342;1.95;3.060367156;45.2097326
19;4;BRISONr_144;2019;HN_WF;KAD;B1;298;NA;226;259;103.33;96.47;824.58;2517.92;38.99;926.20;0.365;34.2;15;111.9;0.295;1.95;3.6624892;44.44639123
19;5;BRISONr_224;2019;HN_WF;KAD;B1;298;NA;223;266;88.67;86.03;955.58;2778.50;44.99;420.11;0.379;36.9;14.5;72.8;0.384;1.95;3.6624892;44.44639123
19;6;BRISONr_137;2019;HN_WF;KAD;B1;298;NA;224;265;106;98.03;378.50;2652.75;36.05;2072.02;0.208;36.9;14.5;44.7;0.301;1.976;3.938815658;44.87223579
19;7;BRISONr_55;2019;HN_WF;KAD;B1;298;NA;223;263;96;105.33;930.17;2505.92;39.45;471.81;0.414;30;16;51.1;0.337;2.06;4.300902481;44.37338974
19;8;BRISONr_44;2019;HN_WF;KAD;B1;298;NA;224;264;89.33;98.34;780.83;1846.67;41.65;997.06;0.492;23.4;14.5;57;0.328;2.114;3.314767111;44.84808257
19;9;BRISONr_106;2019;HN_WF;KAD;B1;298;NA;224;259;92.33;88.74;1061.58;2652.33;42.44;494.56;0.443;47.3;17.4;64.5;0.34;2.114;3.314767111;44.84808257
19;10;BRISONr_120;2019;HN_WF;KAD;B1;298;NA;229;263;101.67;96.14;782.17;1724.42;34.39;645.29;0.534;33;14.6;62.7;0.267;2.094;3.366785796;44.20167906
19;11;BRISONr_22;2019;HN_WF;KAD;B1;298;NA;224;266;86.33;75.41;660.58;1450.00;34.79;932.22;0.554;33;14.6;118.5;0.325;2.094;3.366785796;44.20167906
19;12;BRISONr_87;2019;HN_WF;KAD;B1;298;NA;221;268;98;80.98;815.92;2110.50;32.91;934.56;0.441;28.5;16.1;110.8;0.301;1.908;3.752124036;45.01693022
19;13;BRISONr_159;2019;HN_WF;KAD;B1;298;NA;227;266;103.67;93.06;514.33;1356.00;35.39;1025.28;0.469;34.3;14.6;78.6;0.39;2.16;3.994956839;45.79205314
19;14;BRISONr_20;2019;HN_WF;KAD;B1;298;NA;224;265;84.67;92.88;887.83;2293.08;34.89;967.68;0.436;34.3;14.6;57.8;0.266;2.16;3.994956839;45.79205314
19;15;BRISONr_16;2019;HN_WF;KAD;B1;298;NA;224;267;83.33;76.42;635.08;1720.17;36.05;962.65;0.434;35.3;15;57;0.32;2.042;2.920271106;43.00889161
19;16;BRISONr_59;2019;HN_WF;KAD;B1;298;NA;223;266;91.33;87.35;489.67;1771.58;38.23;1501.37;0.324;35.3;15;60.4;0.29;1.8;3.801659742;44.01369736
19;17;BRISONr_163;2019;HN_WF;KAD;B1;298;NA;224;264;104;92.35;605.17;1687.50;35.11;1017.32;0.423;37.5;15.8;56.3;0.422;1.8;3.801659742;44.01369736
19;18;BRISONr_27;2019;HN_WF;KAD;B1;298;NA;222;264;88.33;90.87;843.75;2386.92;36.52;610.28;0.396;37.5;15.8;112.2;0.271;1.792;3.074047674;44.68807603
19;19;BRISONr_15;2019;HN_WF;KAD;B1;298;NA;224;265;86;101.93;612.25;2020.92;36.39;1290.21;0.347;19.1;13.4;51.6;0.332;1.792;3.074047674;44.68807603
19;20;BRISONr_39;2019;HN_WF;KAD;B1;298;NA;220;266;88;97.56;557.50;1689.83;37.73;889.55;0.389;19.1;13.4;113.2;0.279;1.802;6.920327305;90.82134633
20;1;BRISONr_40;2019;HN_WF;KAD;B1;298;NA;228;262;88.67;98.50;572.58;1753.75;40.23;860.11;0.383;28.6;16.2;112.8;0.32;1.802;6.920327305;90.82134633
20;2;BRISONr_192;2019;HN_WF;KAD;B1;298;NA;221;261;92.33;89.20;571.25;1745.42;34.41;1379.28;0.384;24;14.5;48.1;0.312;2.034;3.828561413;44.13318254
20;3;BRISONr_45;2019;HN_WF;KAD;B1;298;NA;223;261;93.67;85.76;645.42;1501.67;41.49;1218.07;0.519;23.2;15.3;55.6;0.335;2.034;3.828561413;44.13318254
20;4;BRISONr_210;2019;HN_WF;KAD;B1;298;NA;212;261;85.67;104.43;505.33;1316.67;54.49;1463.78;0.477;30;15.3;50.8;0.392;1.832;4.108244525;43.74706762
20;5;BRISONr_195;2019;HN_WF;KAD;B1;298;NA;221;261;87.67;95.38;656.33;1751.83;43.2;1017.30;0.439;39.5;16.3;68.1;0.302;2.15;3.681195169;43.87644875
20;6;BRISONr_181;2019;HN_WF;KAD;B1;298;NA;213;267;75;89.12;853.83;2166.17;41.33;765.41;0.448;39.5;16;50.9;0.291;2.15;3.681195169;43.87644875
20;7;BRISONr_121;2019;HN_WF;KAD;B1;298;NA;222;263;98.33;95.10;963.00;2445.08;39.79;765.33;0.440;39.5;16;63.4;0.304;2.148;3.46819178;43.56029259
20;8;BRISONr_102;2019;HN_WF;KAD;B1;298;NA;222;263;105.67;94.02;267.75;1730.92;41.29;2809.11;0.212;42.4;15.3;63.1;0.325;2.148;3.46819178;43.56029259
20;9;BRISONr_96;2019;HN_WF;KAD;B1;298;NA;224;266;95.33;88.62;271.33;1847.58;40.75;2204.63;0.221;42.4;15.3;81.8;0.222;1.932;2.960031858;43.53915594
20;10;BRISONr_7;2019;HN_WF;KAD;B1;298;NA;223;266;81;88.86;1034.17;2117.33;32.72;708.90;0.556;28.4;15.1;88.7;0.301;1.932;2.960031858;43.53915594
20;11;BRISONr_74;2019;HN_WF;KAD;B1;298;NA;223;263;94.67;96.71;816.67;1529.17;34.61;799.35;0.643;27.9;15.5;52.7;0.303;1.972;-0.01618472;-0.081602073
20;12;BRISONr_108;2019;HN_WF;KAD;B1;298;NA;226;263;103.33;86.69;1056.83;2643.08;39.49;663.06;0.443;28.8;14.6;50.3;0.421;1.972;-0.01618472;-0.081602073
20;13;BRISONr_29;2019;HN_WF;KAD;B1;298;NA;224;266;84.67;83.41;605.83;1740.25;38.7;1009.69;0.409;23.9;14.6;52.6;0.281;2.164;3.546869064;44.71566606
20;14;BRISONr_188;2019;HN_WF;KAD;B1;298;NA;221;263;94.67;85.21;944.92;2564.67;38.14;495.95;0.410;31.6;16.2;63.9;0.379;2.032;4.281642351;44.63312784
20;15;BRISONr_37;2019;HN_WF;KAD;B1;298;NA;225;264;92.67;95.17;954.08;2502.75;37.72;565.25;0.425;29.7;15.9;51.9;0.301;2.032;4.281642351;44.63312784
20;16;BRISONr_187;2019;HN_WF;KAD;B1;298;NA;212;264;95.67;80.38;918.25;2493.17;42.88;787.83;0.411;29.2;14.9;72.7;0.408;2.164;3.546869064;44.71566606
20;17;BRISONr_67;2019;HN_WF;KAD;B1;298;NA;225;265;91.67;99.35;678.92;1478.50;36.66;804.86;0.556;24.9;14.3;49.6;0.352;1.962;2.917880545;44.23331473
20;18;BRISONr_97;2019;HN_WF;KAD;B1;298;NA;226;264;95.33;96.42;712.83;2359.83;37.44;1194.79;0.339;24.9;14.3;58.3;0.377;2.008;4.040449888;43.67561276
20;19;BRISONr_10;2019;HN_WF;KAD;B1;298;NA;224;264;89.33;100.97;981.00;1723.17;36.81;617.56;0.670;25.2;14.3;84.3;0.284;1.962;2.917880545;44.23331473
21;1;BRISONr_41;2019;HN_WF;KAD;B1;298;NA;226;264;85.67;95.49;1092.92;2270.42;39.07;749.90;0.543;35.6;15;109.3;0.286;1.9;3.545006017;43.89010638
21;2;BRISONr_203;2019;HN_WF;KAD;B1;298;NA;214;265;103.33;104.24;852.67;2084.58;44.11;743.71;0.467;20.6;14.2;60.1;0.248;1.9;3.545006017;43.89010638
21;3;BRISONr_4;2019;HN_WF;KAD;B1;298;NA;225;264;85;102.69;629.17;1561.08;36.49;1373.73;0.483;33.5;16.2;52;0.336;2.188;3.02000209;43.28895516
21;4;BRISONr_36;2019;HN_WF;KAD;B1;298;NA;222;264;93.33;94.29;993.33;2456.75;42.98;506.27;0.452;22.4;13.9;103;0.257;2.188;3.02000209;43.28895516
21;5;BRISONr_183;2019;HN_WF;KAD;B1;298;NA;216;266;86;97.69;715.42;1944.75;42.42;751.05;0.424;28;14.5;63.4;0.253;2.058;2.721416769;43.85742363
21;6;BRISONr_143;2019;HN_WF;KAD;B1;298;NA;224;260;109;79.58;982.25;2452.00;40.93;519.90;0.448;36.8;16.3;109.3;0.316;2.058;2.721416769;43.85742363
21;7;BRISONr_13;2019;HN_WF;KAD;B1;298;NA;226;262;85.33;88.99;747.42;1971.67;36.66;763.96;0.436;22.3;15.4;48.6;0.335;1.808;3.89368388;44.10842112
21;8;BRISONr_130;2019;HN_WF;KAD;B1;298;NA;223;264;104.67;99.23;865.58;2047.75;38.11;898.03;0.484;43.6;17;48.4;0.273;1.874;3.981162931;44.49679394
21;9;BRISONr_19;2019;HN_WF;KAD;B1;298;NA;224;264;97.67;99.65;674.50;1799.50;36.6;1354.30;0.438;43.6;17;111.7;0.327;1.874;3.981162931;44.49679394
21;10;BRISONr_5;2019;HN_WF;KAD;B1;298;NA;221;266;84;94.59;764.92;2090.33;36.37;1112.95;0.418;47.5;17.2;51.8;0.27;2.184;3.239219943;43.88763396
21;11;BRISONr_23;2019;HN_WF;KAD;B1;298;NA;221;266;95.67;99.33;510.00;1511.92;37.59;1136.10;0.407;47.5;17.2;112.6;0.335;2.184;3.239219943;43.88763396
21;12;BRISONr_204;2019;HN_WF;KAD;B1;298;NA;220;263;96;98.19;719.42;2143.33;32.86;944.01;0.382;40.2;15.5;63.7;0.307;2.078;3.478324895;43.49257632
21;13;BRISONr_21;2019;HN_WF;KAD;B1;298;NA;222;263;96;96.02;823.00;2062.58;36.68;865.34;0.456;40.2;15.5;48.2;0.29;2.078;3.478324895;43.49257632
21;14;BRISONr_47;2019;HN_WF;KAD;B1;298;NA;223;263;93;80.07;715.17;2513.33;37.98;849.08;0.317;34.9;15.5;66.9;0.303;1.876;3.480893579;43.00342905
21;15;BRISONr_201;2019;HN_WF;KAD;B1;298;NA;221;264;86;97.69;559.17;2028.58;34.11;1135.55;0.316;29;14.6;50.1;0.354;1.876;3.480893579;43.00342905
21;16;BRISONr_157;2019;HN_WF;KAD;B1;298;NA;223;263;107.67;96.48;886.67;2268.50;37.8;743.52;0.441;21.6;14.9;55.2;0.314;1.862;3.84425382;44.52272931
21;17;BRISONr_80;2019;HN_WF;KAD;B1;298;NA;224;264;92;99.74;925.17;2456.00;42.77;763.64;0.421;25.7;15.5;52.2;0.42;1.862;3.84425382;44.52272931
21;18;BRISONr_12;2019;HN_WF;KAD;B1;298;NA;225;266;85.33;99.60;983.42;2646.25;41.43;970.62;0.412;24.3;14.8;109.5;0.313;2.166;4.01987324;44.85112549
22;1;BRISONr_182;2019;HN_WF;KAD;B1;298;NA;215;264;82.67;93.74;671.75;2009.50;44.02;767.54;0.384;35.1;15.5;73.4;0.311;2.166;4.01987324;44.85112549
22;2;BRISONr_133;2019;HN_WF;KAD;B1;298;NA;224;265;108.67;92.61;723.58;1775.67;36.24;767.94;0.477;35.1;15.5;46.5;0.337;2.18;3.327138344;44.27554282
22;3;BRISONr_70;2019;HN_WF;KAD;B1;298;NA;225;264;92.67;81.87;802.33;2221.33;42.92;493.21;0.409;44.7;15.5;48.9;0.311;2.18;3.327138344;44.27554282
22;4;BRISONr_3;2019;HN_WF;KAD;B1;298;NA;227;264;79;103.31;717.00;1653.67;45.47;1068.67;0.514;44.7;15.5;60.9;0.209;2.156;4.048108712;43.32438565
22;5;BRISONr_164;2019;HN_WF;KAD;B1;298;NA;223;267;104.33;71.21;857.58;1801.92;35.9;608.94;0.556;32;15.2;57.3;0.385;2.156;4.048108712;43.32438565
22;6;BRISONr_53;2019;HN_WF;KAD;B1;298;NA;221;266;84;87.94;591.00;1687.08;42.62;1054.04;0.414;32;15.2;64;0.274;2.188;3.317547702;44.65505714
22;7;BRISONr_160;2019;HN_WF;KAD;B1;298;NA;230;261;108.67;90.34;1149.92;2717.92;38.86;517.19;0.468;42.1;16.3;88.9;0.301;2.188;3.317547702;44.65505714
22;8;BRISONr_170;2019;HN_WF;KAD;B1;298;NA;214;264;107.67;101.14;839.08;2662.67;31.64;1094.87;0.349;45.1;15.3;43.9;0.399;2.188;3.317547702;44.65505714
22;9;BRISONr_107;2019;HN_WF;KAD;B1;298;NA;227;263;104.33;83.76;378.92;2121.83;41.91;1270.98;0.229;45.1;15.3;53.1;0.276;2.094;3.605878158;43.75405856
22;10;BRISONr_60;2019;HN_WF;KAD;B1;298;NA;222;261;93.33;78.02;1042.83;2244.75;35.1;648.40;0.465;30.9;15.6;116.6;0.356;2.094;3.605878158;43.75405856
22;11;BRISONr_6;2019;HN_WF;KAD;B1;298;NA;221;264;89.33;98.88;819.42;2117.50;33.24;1035.74;0.387;35.1;15.3;75.8;0.322;2.014;3.927031573;44.78517098
22;12;BRISONr_171;2019;HN_WF;KAD;B1;298;NA;217;265;116;105.12;538.67;2983.58;34.02;1431.09;0.231;31.3;15.2;56.4;0.331;2.014;3.927031573;44.78517098
22;13;BRISONr_2;2019;HN_WF;KAD;B1;298;NA;224;265;75.67;89.29;723.92;2131.92;36.06;873.64;0.340;30.7;15.9;56.8;0.296;1.968;3.555724632;44.77310542
22;14;BRISONr_191;2019;HN_WF;KAD;B1;298;NA;214;266;92.33;101.14;627.92;1632.67;36.6;1369.05;0.385;29.6;14.2;53.4;0.361;1.968;3.555724632;44.77310542
22;15;BRISONr_112;2019;HN_WF;KAD;B1;298;NA;224;262;99;92.31;754.67;1970.83;43.67;693.12;0.383;32.7;16.3;49.1;0.286;1.99;3.995953569;44.14074173
22;16;BRISONr_62;2019;HN_WF;KAD;B1;298;NA;224;263;93;99.96;832.50;1683.25;39.51;860.48;0.495;33.9;15.3;58.5;0.328;1.99;3.995953569;44.14074173
22;17;BRISONr_48;2019;HN_WF;KAD;B1;298;NA;223;264;84.67;93.57;744.25;1600.33;36.01;1058.15;0.465;25.3;15.5;54.1;0.311;2.078;3.292303376;44.0097207
23;1;BRISONr_175;2019;LLN_WF;KAD;B1;298;NA;215;272;121.67;78.80;840.33;1991.50;46.73;382.91;0.422;10;9.4;48.7;0.28;2.062;4.436405962;45.8469499
23;2;BRISONr_179;2019;LLN_WF;KAD;B1;298;NA;215;269;78.67;90.18;860.08;2147.17;48.34;602.92;0.401;6.9;10.3;48.4;0.305;2.062;4.436405962;45.8469499
23;3;BRISONr_12;2019;LLN_WF;KAD;B1;298;NA;224;271;80.67;78.86;677.67;1681.75;50.51;494.55;0.403;6.9;10.3;39.4;0.332;2.094;2.876244095;43.13000014
23;4;BRISONr_67;2019;LLN_WF;KAD;B1;298;NA;222;267;87;87.71;1094.92;2650.83;47.86;654.20;0.413;8.4;10.6;37.6;0.306;2.094;2.876244095;43.13000014
23;5;BRISONr_24;2019;LLN_WF;KAD;B1;298;NA;222;269;82.67;83.61;900.83;2208.33;51.64;332.58;0.408;8.1;9.7;43.2;0.252;2.11;3.327099749;44.09319481
23;6;BRISONr_28;2019;LLN_WF;KAD;B1;298;NA;223;269;77.67;85.82;352.33;1880.08;43.59;1075.79;0.237;10.6;9.7;50;0.288;2.11;3.327099749;44.09319481
23;7;BRISONr_206;2019;LLN_WF;KAD;B1;298;NA;211;265;96.33;64.23;622.67;1634.92;46.58;575.92;0.381;26.5;13.3;48.7;0.241;1.834;3.202816276;42.41109093
23;8;BRISONr_10;2019;LLN_WF;KAD;B1;298;NA;222;270;86;87.35;925.75;1869.42;44.32;432.49;0.495;26.5;13.3;44.7;0.322;2.158;3.4360339;44.48062018
23;9;BRISONr_55;2019;LLN_WF;KAD;B1;298;NA;223;271;88;87.04;1005.08;2190.08;47.01;577.32;0.459;8.8;9.8;46.2;0.333;2.158;3.4360339;44.48062018
23;10;BRISONr_111;2019;LLN_WF;KAD;B1;298;NA;221;273;90;85.84;627.92;1389.00;47.84;1036.71;0.452;5.1;10.3;51.8;0.3;1.81;4.262107783;44.6542883
23;11;BRISONr_120;2019;LLN_WF;KAD;B1;298;NA;224;268;91.67;80.16;698.42;1614.25;43.61;631.22;0.433;5.1;10.3;50.9;0.376;1.81;4.262107783;44.6542883
23;12;BRISONr_79;2019;LLN_WF;KAD;B1;298;NA;222;269;95;93.47;530.00;1109.92;49.72;955.27;0.478;12.3;9.7;57.2;0.316;2.1;4.196553813;44.70530732
23;13;BRISONr_48;2019;LLN_WF;KAD;B1;298;NA;220;272;82.67;90.48;715.00;1539.33;53.35;590.54;0.464;7.7;9.5;48.5;0.387;2.1;4.196553813;44.70530732
23;14;BRISONr_183;2019;LLN_WF;KAD;B1;298;NA;216;268;79;85.61;588.67;1591.67;39.32;1030.15;0.370;8;9.3;45.5;0.358;2.028;4.610615731;45.14647005
23;15;BRISONr_157;2019;LLN_WF;KAD;B1;298;NA;222;269;106.33;72.99;613.83;1350.67;47.77;574.71;0.454;7.7;9.5;40;0.423;2.028;4.610615731;45.14647005
23;16;BRISONr_34;2019;LLN_WF;KAD;B1;298;NA;220;268;85.33;79.99;989.83;2264.00;46.36;431.00;0.437;9.8;9.6;48.4;0.372;1.994;3.462549348;44.01298394
23;17;BRISONr_125;2019;LLN_WF;KAD;B1;298;NA;221;268;94;77.21;926.17;2200.75;46.4;444.59;0.421;7.1;9.3;40.2;0.317;1.742;4.117208317;43.41233209
23;18;BRISONr_162;2019;LLN_WF;KAD;B1;298;NA;223;267;98.33;70.26;769.42;1891.67;49.72;418.54;0.407;9.8;9.6;46.5;0.244;2.018;3.628746352;43.30594873
23;19;BRISONr_75;2019;LLN_WF;KAD;B1;298;NA;220;263;85.67;77.12;956.75;2113.50;50.08;745.65;0.453;10.4;9.4;46.7;0.456;2.082;3.130285046;40.87398584
23;20;BRISONr_84;2019;LLN_WF;KAD;B1;298;NA;219;265;90.67;74.95;924.17;2126.33;47.36;351.46;0.435;10.4;9.4;52.8;0.318;2.082;3.130285046;40.87398584
23;21;BRISONr_194;2019;LLN_WF;KAD;B1;298;NA;212;266;73.33;66.77;929.75;1848.83;48.23;299.24;0.503;13.5;10.5;48;0.424;1.998;4.330721279;48.38564559
24;1;BRISONr_121;2019;LLN_WF;KAD;B1;298;NA;220;272;97;84.64;650.92;1779.58;48.8;530.99;0.366;8;9.4;57.3;0.295;1.998;4.330721279;48.38564559
24;2;BRISONr_62;2019;LLN_WF;KAD;B1;298;NA;220;269;92.67;91.99;803.67;2005.25;43.69;562.76;0.401;13.5;10.5;49.1;0.422;1.89;3.392751021;44.65622236
24;3;BRISONr_14;2019;LLN_WF;KAD;B1;298;NA;222;272;77.67;80.30;805.92;1772.92;44.9;639.35;0.455;14.5;11.1;44.6;0.303;1.89;3.392751021;44.65622236
24;4;BRISONr_159;2019;LLN_WF;KAD;B1;298;NA;223;269;98.33;72.45;779.25;1947.25;40.91;449.38;0.400;8.4;9.3;52.6;0.318;1.826;3.017027755;44.59960752
24;5;BRISONr_132;2019;LLN_WF;KAD;B1;298;NA;219;271;92;81.49;603.75;1488.33;42.55;674.87;0.406;14.5;11.1;50.1;0.307;1.826;3.017027755;44.59960752
24;6;BRISONr_16;2019;LLN_WF;KAD;B1;298;NA;222;264;84.67;83.46;773.42;1962.83;43.37;593.53;0.394;12.3;11.2;51.7;0.374;2.054;3.645470414;44.14760372
24;7;BRISONr_168;2019;LLN_WF;KAD;B1;298;NA;222;265;118.33;70.48;617.08;1416.58;42.12;533.00;0.436;12.3;11.2;46.6;0.369;2.054;3.645470414;44.14760372
24;8;BRISONr_73;2019;LLN_WF;KAD;B1;298;NA;223;270;86;92.41;685.50;1449.67;43.03;808.80;0.473;5.3;10;55.8;0.292;2.128;3.40279324;45.44674099
24;9;BRISONr_9;2019;LLN_WF;KAD;B1;298;NA;221;270;83.33;87.17;599.75;1239.08;41.85;799.41;0.484;10.9;9.1;50.5;0.279;2.128;3.40279324;45.44674099
24;10;BRISONr_170;2019;LLN_WF;KAD;B1;298;NA;212;272;101.33;79.95;757.83;1526.33;39.78;852.82;0.497;4.5;10;42.7;0.278;2.058;3.072047729;43.28753888
24;11;BRISONr_100;2019;LLN_WF;KAD;B1;298;NA;219;272;89;89.35;552.25;1212.83;44.99;930.35;0.455;11.6;10;47.1;0.286;1.944;4.086698773;45.18404997
24;12;BRISONr_53;2019;LLN_WF;KAD;B1;298;NA;219;270;91.33;96.77;740.08;1472.25;43.72;795.45;0.503;11.6;10;51.3;0.372;1.944;4.086698773;45.18404997
24;13;BRISONr_51;2019;LLN_WF;KAD;B1;298;NA;224;271;89.33;87.86;561.00;1184.17;42.88;561.22;0.474;11.5;10.4;57.8;0.346;1.816;4.338857004;44.66487565
24;14;BRISONr_123;2019;LLN_WF;KAD;B1;298;NA;223;271;94;74.11;648.42;1296.17;47.33;657.18;0.500;7.8;8.9;53.7;0.282;1.816;4.338857004;44.66487565
24;15;BRISONr_17;2019;LLN_WF;KAD;B1;298;NA;221;266;87;79.73;713.75;1717.67;42.02;530.58;0.416;11.5;10.4;54.2;0.297;1.954;3.748101912;45.24334667
24;16;BRISONr_43;2019;LLN_WF;KAD;B1;298;NA;222;267;81.33;75.26;779.83;1002.58;45.82;353.85;0.778;19.1;10.5;52.3;0.264;1.954;3.748101912;45.24334667
