ReifeHoehe;Row;Column;BRISONr;Year;Location;Subtrial;Treatment;Block;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;TKW_bio;Spike_number;Stripe_rust;Powdery_mildew;Leaf_rust;Septoria;DTR;Fusarium;Sedimentation;Falling_number;Crude_protein
SK;3;57;BRISONR_1;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;84.6;67.61229178;662.8646;1344.005;48.2;NA;393.53;1;8;1;4;NA;1;29;NA;11.10469457
SK;3;66;BRISONR_2;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;77;74.04184492;818.6758;1638.819;46.4;NA;460.23;1;1;1;NA;NA;1;22;NA;9.688907658
SK;4;37;BRISONR_3;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;78.6;64.98435852;596.6315;1107.887;51.43333333;NA;333.5;1;5;1;1;NA;1;34;NA;11.04100112
SK;4;81;BRISONR_4;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;80.8;69.30196802;765.2491;1596.798;45.66666667;NA;493.58;1;4;1;4;NA;1;14;NA;10.58556059
SK;4;43;BRISONR_5;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;84.8;73.28433993;604.969;1322.661;41.03333333;NA;406.87;1;6;1;5;NA;1;23;NA;10.36009019
SK;4;54;BRISONR_6;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;83.6;70.99549461;765.6493;1547.44;44.73333333;NA;466.9;1;4;1;4;NA;1;30;NA;10.18025872
SK;4;35;BRISONR_7;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;84.4;69.14864865;456.4281;857.762;46;NA;293.48;3;5;1;3;NA;1;25;NA;9.975563063
SK;4;88;BRISONR_8;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;77;61.1205036;495.1808;1070.535;45.06666667;NA;286.81;1;3;1;2;NA;1;14;NA;11.58106576
SK;4;49;BRISONR_9;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;85.2;68.84383302;517.7254;1053.193;45.86666667;NA;420.21;1;1;1;4;NA;1;30;NA;10.86074241
SK;3;82;BRISONR_10;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;96.2;62.32730944;517.3252;1068.534;42.03333333;NA;286.81;1;1;1;3;NA;1;30;NA;11.05191441
SK;4;80;BRISONR_11;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;82.2;70.0094414;781.3905;1526.096;43.5;NA;440.22;1;6;1;1;NA;1;32;NA;10.3824263
SK;3;48;BRISONR_12;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;88.2;74.17835281;707.4869;1418.709;47.36666667;NA;413.54;3;7;1;4;NA;1;30;NA;10.75118913
SK;3;76;BRISONR_13;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;79.6;74.65673833;964.5487;1921.627;46.06666667;NA;580.29;1;6;1;6;NA;1;17;NA;10.21825397
SK;3;65;BRISONR_14;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;71.8;60.80291457;629.7814;1358.012;47;NA;406.87;1;1;1;3;NA;1;10;NA;10.83724374
SK;4;65;BRISONR_15;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;89.6;74.03443709;842.9546;1702.184;46.16666667;NA;526.93;1;5;1;4;NA;1;24;NA;10.29440678
SK;4;44;BRISONR_16;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;81;62.51592357;767.9171;1497.415;46.4;NA;473.57;1;4;1;5;NA;1;13;NA;10.88539773
SK;3;55;BRISONR_17;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;87.8;71.36380832;1016.2412;2057.695;48.26666667;NA;540.27;1;4;1;5;NA;1;30;NA;11.75932203
SK;4;66;BRISONR_18;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;88.8;76.45948276;890.6451;1787.56;49.46666667;NA;480.24;1;3;1;1;NA;1;29;NA;10.22418264
SK;4;68;BRISONR_19;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;90.4;66.23665786;893.0463;1876.938;47.86666667;NA;526.93;1;1;1;3;NA;1;27;NA;10.62403846
SK;4;64;BRISONR_20;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;91;59.40034305;482.7079;1209.271;43.5;NA;433.55;1;2;1;3;NA;1;31;NA;12.39887006
SK;3;31;BRISONR_21;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;83.2;70.8248;1082.6744;2206.436;44.9;NA;573.62;1;4;1;5;NA;1;27;NA;11.70823928
SK;3;33;BRISONR_22;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;78.2;68.99679389;696.1479;1460.063;40.26666667;NA;460.23;1;6;1;4;NA;1;27;NA;11.14599323
SK;4;30;BRISONR_23;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;92.2;75.13805584;1039.6529;1986.326;48.53333333;NA;673.67;1;3;1;4;NA;1;24;NA;10.57883747
SK;4;32;BRISONR_24;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;80.8;68.02574713;661.664;1363.348;47.03333333;NA;373.52;1;8;1;1;NA;1;41;NA;14.39414414
SK;3;83;BRISONR_25;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;87.2;59.05531197;579.3562;1221.277;50.23333333;NA;360.18;1;4;1;3;NA;1;40;NA;11.81649832
SK;3;46;BRISONR_26;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;88.6;76.84996982;690.2116;1572.786;54.96666667;NA;493.58;3;5;1;2;NA;1;31;NA;10.62452193
SK;4;67;BRISONR_27;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;80.4;61.03983927;701.3505;1568.784;42.93333333;NA;480.24;4;1;1;4;NA;1;11;NA;11.74034091
SK;4;29;BRISONR_28;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;71.6;60.9462;596.0979;1239.953;47.7;NA;446.89;1;4;1;3;NA;1;14;NA;11.0659322
SK;3;52;BRISONR_29;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;80.4;68.84465409;493.2465;1076.538;53.63333333;NA;320.16;4;6;1;5;NA;1;27;NA;11.5543722
SK;4;69;BRISONR_30;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;86;67.85069357;1047.6569;2087.71;46.16666667;NA;753.71;1;1;1;3;NA;1;26;NA;10.47727784
SK;3;88;BRISONR_31;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;80.8;67.02632517;777.2551;1632.149;45.06666667;NA;540.27;1;1;1;3;NA;1;22;NA;10.87934537
SK;3;51;BRISONR_32;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;85;71.59280804;709.9548;1404.702;50.63333333;NA;353.51;4;2;1;3;NA;1;25;NA;10.76846847
SK;4;53;BRISONR_33;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;86.8;68.10645527;1018.7758;1961.647;45.73333333;NA;546.94;1;3;1;4;NA;1;13;NA;10.59104308
SK;4;84;BRISONR_34;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;85.6;64.77629428;693.6133;1514.757;45.9;NA;493.58;1;5;1;3;NA;1;33;NA;11.0018018
SK;3;49;BRISONR_35;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;88.8;70.36507937;537.3352;1175.254;53.3;NA;340.17;1;3;1;3;NA;1;36;NA;11.19108352
SK;4;75;BRISONR_36;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;83.2;70.91525659;722.6278;1384.025;49.4;NA;400.2;1;1;1;4;NA;1;26;NA;10.37231638
SK;3;27;BRISONR_37;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;94;61.94726885;838.9526;1754.21;47.26666667;NA;560.28;1;4;1;3;NA;1;37;NA;11.97062147
SK;3;58;BRISONR_38;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;91.6;71.89191478;612.6395;1243.955;41.96666667;NA;326.83;1;6;1;6;NA;1;31;NA;11.28967269
SK;4;76;BRISONR_39;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;88;65.46486486;647.4569;1291.312;45.06666667;NA;340.17;1;1;1;4;NA;1;40;NA;11.63163842
SK;4;74;BRISONR_40;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;80.8;67.57159905;472.5028;NA;49.56666667;NA;266.8;5;1;1;1;NA;1;31;NA;10.77169492
SK;4;31;BRISONR_41;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;85.8;68.48038168;725.3625;1366.683;44.6;NA;406.87;1;5;1;4;NA;1;26;NA;10.78915254
SK;4;45;BRISONR_42;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;89.4;70.17083022;567.3502;1086.543;47.26666667;NA;333.5;1;1;1;5;NA;1;29;NA;10.9571267
SK;3;39;BRISONR_43;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;85.4;67.73554071;797.5319;1635.484;46.5;NA;453.56;1;3;1;3;NA;1;12;NA;11.36623007
SK;4;33;BRISONR_44;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;89.8;71.391;820.8769;1643.488;47.66666667;NA;500.25;1;6;1;3;NA;1;25;NA;11.03491525
SK;3;70;BRISONR_45;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;95.8;66.09756098;735.5676;1639.486;44.33333333;NA;466.9;1;1;1;4;NA;1;40;NA;11.11302378
SK;3;34;BRISONR_46;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;96.6;73.76933934;611.9725;1311.989;47.63333333;NA;473.57;1;4;1;4;NA;1;30;NA;11.38257919
SK;3;43;BRISONR_47;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;94.6;71.58253012;829.5479;1704.852;45.16666667;NA;506.92;1;3;1;1;NA;1;29;NA;10.62454853
SK;4;78;BRISONR_48;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;88.4;74.67945205;609.8381;1273.97;44.73333333;NA;400.2;1;1;1;4;NA;1;36;NA;10.93793884
SK;4;52;BRISONR_49;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;88.2;69.09994914;692.0125;1281.974;43.53333333;NA;386.86;3.5;1;1;1;NA;1;28;NA;11.23280899
SK;3;59;BRISONR_50;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;85;69.44;796.5314;1803.568;42.3;NA;480.24;1;1;1;4;NA;1;32;NA;11.68094701
SK;4;46;BRISONR_51;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;95.4;63.25501166;415.2075;903.785;49.4;NA;233.45;1;8;1;1;NA;1;33;NA;12.00733634
SK;4;82;BRISONR_52;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;87.2;68.49201878;768.7175;1622.144;40.53333333;NA;473.57;1;2;1;3;NA;1;31;NA;10.63185393
SK;4;48;BRISONR_53;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;85.4;66.9673743;558.946;1125.896;48;NA;326.83;1;5;1;4;NA;1;35;NA;10.24421348
SK;3;80;BRISONR_54;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;88.8;71.72307692;830.7485;1636.818;45.23333333;NA;466.9;1;4;1;4;NA;1;30;NA;11.22187852
SK;3;67;BRISONR_55;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;95.2;65.96098506;576.955;1278.639;42.13333333;NA;373.52;1;1;1;3;NA;1;33;NA;11.32694476
SK;3;54;BRISONR_56;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;85.6;74.85693359;755.044;1598.132;47.9;NA;480.24;1;2;1;5;NA;1;30;NA;11.05095721
SK;4;58;BRISONR_57;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;86.2;62.49950544;638.5858;1519.426;45.36666667;NA;433.55;3;6;1;4;NA;1;41;NA;12.20056497
SK;3;77;BRISONR_58;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;92;72.07205643;727.03;1500.083;48.36666667;NA;446.89;1;5;1;3;NA;1;19;NA;11.63367463
SK;4;34;BRISONR_59;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;86.6;65.34583557;519.8598;1020.51;47.53333333;NA;346.84;1;7;1;4;NA;1;26;NA;10.35668177
SK;4;56;BRISONR_60;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;94.8;75.28303695;691.7457;1370.685;45.5;NA;400.2;1;4;1;3;NA;1;28;NA;10.7260452
SK;4;39;BRISONR_61;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;84.6;70.98550725;716.2913;1652.159;49.53333333;NA;486.91;1;4;1;4;NA;1;27;NA;10.95760992
SK;4;60;BRISONR_62;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;94.8;67.43217666;658.7959;1281.974;37.73333333;NA;366.85;4;1;1;1;NA;1;30;NA;11.74521935
SK;4;59;BRISONR_63;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;89.8;71.2446329;843.3548;1796.231;46.96666667;NA;353.51;1;1;1;4;NA;1;32;NA;11.66496599
SK;3;36;BRISONR_64;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;93.8;70.84833795;699.0827;1514.757;53.33333333;NA;393.53;2;1;1;4;NA;1;35;NA;11.40225989
SK;4;72;BRISONR_65;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;86.2;65.78483207;822.6111;1684.842;48.4;NA;546.94;1;4;1;5;NA;1;26;NA;10.9229684
SK;4;70;BRISONR_66;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;97.4;77.48467532;809.4045;1630.815;53.63333333;NA;420.21;1;4;1;3;NA;1;23;NA;9.902708804
SK;3;85;BRISONR_67;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;94.2;67.3890251;701.2171;1371.352;46.16666667;NA;373.52;1;1;1;4;NA;1;21;NA;11.00793651
SK;3;86;BRISONR_68;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;87.8;62.42715587;795.9978;1650.158;48.13333333;NA;466.9;1;1;1;4;NA;1;34;NA;11.81024775
SK;4;50;BRISONR_69;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;88;70.9458042;801.2671;1557.445;51.2;NA;453.56;5;7;1;1;NA;1;30;NA;10.84011364
SK;3;44;BRISONR_70;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;92.8;70.73552426;787.1267;1696.181;51.8;NA;446.89;1;6;1;5;NA;1;35;NA;11.33894501
SK;4;87;BRISONR_71;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;96.4;60.40264184;631.0487;1285.309;48.16666667;NA;393.53;1;7;1;3;NA;1;41;NA;12.14503386
SK;4;36;BRISONR_72;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;90;74.36298077;569.8181;1177.255;39.36666667;NA;353.51;3;5;1;4;NA;1;24;NA;10.85393701
SK;4;73;BRISONR_73;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;83.8;69.53757576;584.7589;1166.583;45.16666667;NA;353.51;1;1;1;5;NA;1;25;NA;10.77220339
SK;4;38;BRISONR_74;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;89.2;75.95038902;1596.5979;1838.919;42.86666667;NA;440.22;1;4;1;5;NA;1;22;NA;10.62101695
SK;3;73;BRISONR_75;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;86.6;64.25743707;505.9195;979.156;46.26666667;NA;293.48;1;2;1;3;NA;1;38;NA;11.76209224
SK;3;72;BRISONR_76;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;91.8;60.2960045;797.2651;1714.857;47.06666667;NA;440.22;1;1;1;2;NA;1;40;NA;11.71307779
SK;3;78;BRISONR_77;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;87.8;65.74805825;652.3927;1325.329;45.66666667;NA;346.84;1;1;1;6;NA;1;34;NA;11.28453725
SK;3;30;BRISONR_78;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;94.6;76.37558685;733.7;1517.425;46.33333333;NA;446.89;1;6;1;6;NA;1;26;NA;11.14536199
SK;4;51;BRISONR_79;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;87.6;69.08485772;914.6571;1838.919;44;NA;540.27;1;2;1;1;NA;1;27;NA;10.51752809
SK;4;28;BRISONR_80;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;92.2;70.3836;594.3637;1145.239;49.43333333;NA;366.85;3;4;3;1;NA;1;17;NA;11.6894198
SK;4;41;BRISONR_81;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;92.2;70.27408284;753.2431;1602.134;53.03333333;NA;426.88;1;3;1;3;NA;1;27;NA;10.88329584
SK;4;57;BRISONR_82;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;88.6;67.9728;636.5181;1297.315;47.3;NA;420.21;1;3;1;3;NA;1;25;NA;10.88138358
SK;3;40;BRISONR_83;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;91.2;72.5825555;774.3203;1554.777;48.26666667;NA;420.21;1;5;1;3;NA;1;29;NA;10.93201804
SK;3;56;BRISONR_84;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;100.8;74.45492444;638.2523;1372.686;48.4;NA;440.22;1;3;1;5;NA;1;22;NA;11.78270762
SK;3;87;BRISONR_85;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;80.8;59.13757155;828.2806;1864.265;46.16666667;NA;560.28;1;1;1;4;NA;1;37;NA;12.4943757
SK;4;42;BRISONR_86;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;95.6;73.17525424;674.6038;1426.046;44.76666667;NA;420.21;1;4;1;1;NA;1;12;NA;9.705732123
SK;3;79;BRISONR_87;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;94;72.50175936;933.1997;1848.257;42.06666667;NA;493.58;1;2;1;3;NA;1;16;NA;11.21717861
SK;3;69;BRISONR_88;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;97.6;69.57847114;776.388;1602.134;48.1;NA;460.23;1;4;1;4;NA;1;31;NA;10.92488662
SK;4;71;BRISONR_89;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;94.6;69.9641968;871.7023;1754.877;46.26666667;NA;400.2;1;2;1;3;NA;1;10;NA;10.90739679
SK;4;61;BRISONR_90;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;98.6;68.35729927;925.1957;1985.659;45.33333333;NA;613.64;1;1;1;3;NA;1;23;NA;11.34824462
SK;3;29;BRISONR_91;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;93.6;63.778;598.299;1265.299;48.86666667;NA;413.54;1;6;1;3;NA;1;39;NA;12.72184685
SK;3;38;BRISONR_92;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;95.6;78.64796586;722.0275;1514.09;46.56666667;NA;480.24;1;6;1;3;NA;1;13;NA;10.85959137
SK;3;50;BRISONR_93;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;88.4;75.24;879.106;1800.233;44.56666667;NA;553.61;1;4;1;3;NA;1;21;NA;13.3048369
SK;3;62;BRISONR_94;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;101.8;60.43804585;552.8763;1313.323;37.4;NA;433.55;1;3;1;3;NA;1;15;NA;10.84722537
SK;3;75;BRISONR_95;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;86;65.62025316;742.1709;1721.527;40.93333333;NA;600.3;1;1;1;3;NA;1;34;NA;11.0344207
SK;3;45;BRISONR_96;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;92.4;68.40084299;849.8247;1979.656;47.83333333;NA;526.93;1;7;1;3;NA;1;34;NA;11.7272216
SK;4;79;BRISONR_97;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;98.6;67.04612795;805.4025;1667.5;44.86666667;NA;480.24;1;4;1;3;NA;1;15;NA;11.29222474
SK;3;84;BRISONR_98;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;96;51.96393612;508.3207;1214.607;47.46666667;NA;340.17;1;1;1;4;NA;1;44;NA;13.16516347
SK;3;71;BRISONR_99;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;94.2;68.45109756;804.6021;1728.864;52.96666667;NA;440.22;1;1;1;3;NA;1;30;NA;11.32505643
SK;3;74;BRISONR_100;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;95;67.25302594;812.6061;1694.18;48.56666667;NA;540.27;1;1;1;4.5;NA;1;33;NA;11.03110236
SK;4;63;BRISONR_101;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;91.6;70.31940559;708.9543;1572.786;45.86666667;NA;426.88;1;4;1;1;NA;1;33;NA;10.61238739
SK;3;53;BRISONR_102;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;98;69.88653367;620.0432;1368.017;48.36666667;NA;386.86;1;4;1;5;NA;1;34;NA;11.77658371
SK;4;47;BRISONR_103;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;91.6;64.81600889;577.8221;1129.231;48.66666667;NA;346.84;1;6;1;5;NA;1;30;NA;11.37766554
SK;3;63;BRISONR_104;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;99.8;68.06157635;460.0966;1009.838;46.36666667;NA;280.14;1;1;1;1;NA;1;24;NA;10.57491582
SK;4;55;BRISONR_105;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;91.4;72.89161372;964.9489;1934.3;45.93333333;NA;580.29;1;5;1;5;NA;1;26;NA;9.952752809
SK;3;61;BRISONR_106;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;94.2;73.23558559;908.7208;1905.619;50.43333333;NA;560.28;3;1;1;1;NA;1;15;NA;11.13505096
SK;3;47;BRISONR_107;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;95;67.60801394;752.9096;1713.523;53.8;NA;560.28;1;5;1;3;NA;1;31;NA;11.7960452
SK;3;32;BRISONR_108;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;104.4;74.9925;651.5256;1446.723;52.56666667;NA;440.22;1;5;1;3;NA;1;14;NA;10.86958239
SK;4;40;BRISONR_109;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;98;59.65643564;648.1239;1457.395;47.8;NA;406.87;1;4;1;4;NA;1;36;NA;11.05519187
SK;3;64;BRISONR_110;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;105.4;61.10743551;706.6865;1658.829;48.26666667;NA;520.26;1;5;1;3;NA;1;29;NA;12.11192351
SK;3;35;BRISONR_111;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;97.2;72.14392743;1102.9512;2341.837;49.06666667;NA;747.04;1;5;1;5;NA;1;27;NA;10.16282486
SK;3;60;BRISONR_112;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;110.4;65.28262394;710.7552;1702.184;51.1;NA;466.9;1;1;1;4;NA;1;36;NA;12.33258174
SK;3;37;BRISONR_113;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;94.2;73.50070061;600.5668;1304.652;45.73333333;NA;393.53;1;4;1;4;NA;1;44;NA;11.01664792
SK;4;83;BRISONR_114;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;97.4;60.7887294;502.7179;1113.223;50.66666667;NA;380.19;3;1;1;1;NA;1;19;NA;11.17630385
SK;3;42;BRISONR_115;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;96.2;76.16920732;669.1344;1421.377;37.03333333;NA;440.22;1;5;1;4;NA;1;10;NA;10.44024943
SK;4;85;BRISONR_116;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;97.2;65.38312735;489.7114;1115.891;53.43333333;NA;340.17;1;4;1;1;NA;1;35;NA;11.64132883
SK;3;81;BRISONR_117;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;105.2;64.30192837;563.8151;1205.269;49.26666667;NA;360.18;1;3;1;1;NA;1;39;NA;11.30561798
SK;4;86;BRISONR_118;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;102.6;65.1218616;902.1175;1784.225;46.26666667;NA;513.59;1;3;1;1;NA;1;48;NA;12.15748031
SK;4;27;BRISONR_119;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;106;59.85;813.3398;1710.855;43.33333333;NA;553.61;1;5;1;3;NA;1;34;NA;11.91741573
SK;4;77;BRISONR_120;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;98.2;63.45690516;705.8861;1563.448;47.5;NA;413.54;1;1;1;3.5;NA;1;22;NA;11.29668166
SK;3;41;BRISONR_121;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;101.8;68.70748483;644.5221;1452.726;48;NA;413.54;1;4;1;1;NA;1;29;NA;10.87519641
SK;4;62;BRISONR_122;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;105.8;72.39913978;644.1219;135.0008;46.36666667;NA;306.82;1;1;1;2;NA;1;21;NA;11.26363636
SK;3;28;BRISONR_123;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;97.8;51.5652;632.5828;1241.287;37.1;NA;526.93;1;3;1;5;NA;1;18;NA;11.91600454
SK;3;68;BRISONR_124;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;90.6;68.36274247;760.0465;1714.19;45.66666667;NA;546.94;1;1;1;1;NA;1;27;NA;11.0526464
SL;3;23;BRISONR_125;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;101.2;65.83548387;836.418;1706.853;46.43333333;NA;500.25;3;5;1;1;NA;1;31;NA;11.1511811
SL;4;11;BRISONR_126;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;98.2;60.4485;531.9325;1141.904;44.13333333;NA;320.16;1;4;1;3;NA;1;23;NA;11.52134831
SL;3;26;BRISONR_127;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;88.8;61.16450378;570.6852;1327.33;45.53333333;NA;366.85;1;8;7;1;NA;1;32;NA;12.35297419
SL;3;22;BRISONR_128;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;97.2;65.611;785.5259;1662.164;51.33333333;NA;460.23;1;6;1;4;NA;1;21;NA;11.97914318
SL;4;21;BRISONR_129;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;99;59.8532;483.7751;1005.836;48.66666667;NA;340.17;2;4;1;4;NA;1;36.5;NA;12.23400673
SL;3;19;BRISONR_130;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;108.8;56.28030423;588.4274;1382.691;47.33333333;NA;420.21;1;4;1;3;NA;1;19;NA;12.75170068
SL;4;22;BRISONR_131;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;114.4;54.28144439;494.0469;1153.91;50.73333333;NA;320.16;1;6.5;1;5;NA;1;28;NA;12.54643262
SL;4;20;BRISONR_132;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;88.8;65.1222;570.4184;1175.254;42.9;NA;420.21;1;5;1;1;NA;1;30;NA;11.82303371
SL;3;9;BRISONR_133;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;103;58.9260274;906.9199;1993.663;42.9;NA;546.94;1;5;1;6;NA;1;40;NA;12.2345679
SL;3;16;BRISONR_134;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;107.4;60.7459;520.927;1108.554;47.4;NA;340.17;5;5.5;1;3;NA;1;50;NA;11.9518477
SL;4;8;BRISONR_135;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;107.8;49.4037041;389.9282;1023.178;45.96666667;NA;313.49;1;1;1;1;NA;1;50.5;NA;12.19391206
SL;3;15;BRISONR_136;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;97;59.1828;696.4147;1478.072;48.03333333;NA;420.21;8;6;1;5;NA;1;34;NA;11.24994382
SL;4;18;BRISONR_137;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;116;52.2433;600.7669;1392.696;43.83333333;NA;420.21;1;5;1;5;NA;1;30;NA;12.16966292
SL;3;5;BRISONR_138;2017;GGE;1;LN_NF;B1;305;NA;NA;NA;115.6;53.65480663;585.626;1400.033;46.73333333;NA;446.89;3;6;1;7;NA;1;40;NA;12.31221973
