"Row";"Column";"BRISONr";"Year";"Treatment";"Sowing_date";"Emergence_date";"BBCH59";"BBCH87";"Plantheight";"Seedyield";"TKW_plot";"Seedyield_bio";"Biomass_bio";"TKW_bio";"Spike_number";"Stripe_rust";"Powdery_mildew";"DTR";"Septoria";"Fusarium";"Leaf_rust";"Sedimentation";"Falling_number";"Crude_protein";"Subtrial";"Location";"Block"
1;16;"BRISONr_149";2016;"HN_WF";275;288;NA;NA;75;74.7426;40.3168;571.2;1159.84;39.4;448;NA;NA;NA;NA;NA;NA;40;285;12.63;1;"KIE";"B2"
1;17;"BRISONr_151";2016;"HN_WF";275;288;NA;NA;80;71.0102;40.9016;794.88;1541.6;41.72;368;NA;NA;NA;NA;NA;NA;43;311;13.79;1;"KIE";"B2"
1;18;"BRISONr_160";2016;"HN_WF";275;288;NA;NA;78;78.0622;40.592;828;1556.32;41.63;432;NA;NA;NA;NA;NA;NA;46;311;13.19;1;"KIE";"B2"
1;19;"BRISONr_128";2016;"HN_WF";275;288;NA;NA;90;87.7114;43.301;852.32;1635.84;43.43;448;NA;NA;NA;NA;NA;NA;20;265;12.16;1;"KIE";"B2"
1;20;"BRISONr_146";2016;"HN_WF";275;288;NA;NA;89;70.3996;45.2876;683.2;1321.12;47.55;336;NA;NA;NA;NA;NA;NA;45;234;13.61;1;"KIE";"B2"
1;21;"BRISONr_152";2016;"HN_WF";275;288;NA;NA;86;64.3968;37.1434;707.52;1564.8;37.28;480;NA;NA;NA;NA;NA;NA;31;312;13.23;1;"KIE";"B2"
1;22;"BRISONr_167";2016;"HN_WF";275;288;NA;NA;88;68.3872;46.7066;633.44;1436;47.99;368;NA;NA;NA;NA;NA;NA;51;307;14.97;1;"KIE";"B2"
1;24;"BRISONr_38";2016;"HN_WF";275;288;NA;NA;77;70.0556;41.0822;577.92;1060.32;40.68;352;NA;NA;NA;NA;NA;NA;39;317;12.67;1;"KIE";"B2"
1;25;"BRISONr_47";2016;"HN_WF";275;288;NA;NA;74;68.9978;40.592;840.32;1583.68;41.49;592;NA;NA;NA;NA;NA;NA;41;389;12.4;1;"KIE";"B2"
1;26;"BRISONr_46";2016;"HN_WF";275;288;NA;NA;75;71.681;41.8046;828.8;1602.56;40.16;512;NA;NA;NA;NA;NA;NA;36;421;12.57;1;"KIE";"B2"
1;27;"BRISONr_16";2016;"HN_WF";275;288;NA;NA;70;59.3572;45.666;730.56;1294.56;42.98;368;NA;NA;NA;NA;NA;NA;27;274;13.34;1;"KIE";"B2"
1;28;"BRISONr_121";2016;"HN_WF";275;288;NA;NA;82;68.9892;41.8992;751.84;1496.8;38.12;528;NA;NA;NA;NA;NA;NA;44;200;13.22;1;"KIE";"B2"
1;29;"BRISONr_24";2016;"HN_WF";275;288;NA;NA;77;72.584;40.3942;785.6;1375.68;43.05;336;NA;NA;NA;NA;NA;NA;35;335;12.79;1;"KIE";"B2"
1;30;"BRISONr_112";2016;"HN_WF";275;288;NA;NA;81;63.1154;45.5542;584;1218.08;46.98;368;NA;NA;NA;NA;NA;NA;43;264;14.15;1;"KIE";"B2"
1;31;"BRISONr_175";2016;"HN_WF";275;288;NA;NA;108;52.7524;43.2752;740.96;1635.52;45.58;496;NA;NA;NA;NA;NA;NA;29;345;14.9;1;"KIE";"B2"
1;32;"BRISONr_174";2016;"HN_WF";275;288;NA;NA;99;52.9846;40.2824;480.32;1076.8;40.9;288;NA;NA;NA;NA;NA;NA;37;234;15.96;1;"KIE";"B2"
1;33;"BRISONr_172";2016;"HN_WF";275;288;NA;NA;97;55.2722;36.5672;532.96;1106.56;35.59;352;NA;NA;NA;NA;NA;NA;35;294;14.48;1;"KIE";"B2"
1;34;"BRISONr_177";2016;"HN_WF";275;288;NA;NA;76;73.3322;41.5294;628.16;1128.64;39.34;352;NA;NA;NA;NA;NA;NA;39;261;12.72;1;"KIE";"B2"
1;35;"BRISONr_206";2016;"LN_NF";276;289;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"KIE";"B3"
1;37;"BRISONr_219";2016;"LN_NF";276;289;NA;NA;NA;51.8494;38.3818;535.84;1271.36;33.07;512;NA;NA;NA;NA;NA;NA;26;217;9.98;1;"KIE";"B3"
1;38;"BRISONr_196";2016;"LN_NF";276;289;NA;NA;NA;31.8372;32.7316;311.36;769.6;31.69;336;NA;NA;NA;NA;NA;NA;20;62;9.49;1;"KIE";"B3"
1;39;"BRISONr_214";2016;"LN_NF";276;289;NA;NA;NA;57.0524;41.1596;626.88;1383.36;36.63;432;NA;NA;NA;NA;NA;NA;22;215;9.55;1;"KIE";"B3"
1;40;"BRISONr_168";2016;"LN_NF";276;289;NA;NA;NA;40.2824;40.0416;347.2;931.84;38.48;272;NA;NA;NA;NA;NA;NA;21;310;11.58;1;"KIE";"B3"
1;41;"BRISONr_164";2016;"LN_NF";276;289;NA;NA;NA;43.688;41.1854;426.88;1069.6;37.79;368;NA;NA;NA;NA;NA;NA;15;302;10.47;1;"KIE";"B3"
1;42;"BRISONr_159";2016;"LN_NF";276;289;NA;NA;NA;48.461;38.3732;419.04;1074.08;36.84;416;NA;NA;NA;NA;NA;NA;22;314;11.55;1;"KIE";"B3"
1;43;"BRISONr_142";2016;"LN_NF";276;289;NA;NA;NA;52.245;42.3808;312.8;756.64;40.39;208;NA;NA;NA;NA;NA;NA;23;277;10.13;1;"KIE";"B3"
1;44;"BRISONr_95";2016;"LN_NF";276;289;NA;NA;NA;58.2822;37.797;720.64;1595.52;34.75;512;NA;NA;NA;NA;NA;NA;22;356;9.42;1;"KIE";"B3"
1;45;"BRISONr_116";2016;"LN_NF";276;289;NA;NA;NA;50.4132;43.1118;464.16;1154.08;37.24;336;NA;NA;NA;NA;NA;NA;25;363;9.8;1;"KIE";"B3"
1;46;"BRISONr_36";2016;"LN_NF";276;289;NA;NA;NA;56.588;43.516;488.16;1033.76;39.57;320;NA;NA;NA;NA;NA;NA;22;285;9.34;1;"KIE";"B3"
1;47;"BRISONr_72";2016;"LN_NF";276;289;NA;NA;NA;53.5608;33.6346;604.8;1380;31.47;480;NA;NA;NA;NA;NA;NA;24;293;10.44;1;"KIE";"B3"
1;48;"BRISONr_117";2016;"LN_NF";276;289;NA;NA;NA;52.89;43.9804;515.2;1247.84;37.62;464;NA;NA;NA;NA;NA;NA;27;292;10.08;1;"KIE";"B3"
1;49;"BRISONr_30";2016;"LN_NF";276;289;NA;NA;NA;39.7406;45.5456;414.88;941.44;34.76;320;NA;NA;NA;NA;NA;NA;17;108;10.06;1;"KIE";"B3"
1;50;"BRISONr_21";2016;"LN_NF";276;289;NA;NA;NA;54.7304;37.7798;619.2;1374.24;36.69;352;NA;NA;NA;NA;NA;NA;30;294;10.45;1;"KIE";"B3"
1;51;"BRISONr_74";2016;"LN_NF";276;289;NA;NA;NA;54.3262;36.894;644.32;1411.68;35.38;448;NA;NA;NA;NA;NA;NA;21;356;9.78;1;"KIE";"B3"
1;52;"BRISONr_112";2016;"LN_NF";276;289;NA;NA;NA;53.5092;43.817;619.84;1507.68;43.58;400;NA;NA;NA;NA;NA;NA;30;256;10.97;1;"KIE";"B3"
1;53;"BRISONr_8";2016;"LN_NF";276;289;NA;NA;NA;56.9406;42.5012;654.4;1372;39.85;368;NA;NA;NA;NA;NA;NA;16;293;10;1;"KIE";"B3"
2;16;"BRISONr_143";2016;"HN_WF";275;288;NA;NA;76;62.1092;47.9278;731.52;1385.28;47.18;416;NA;NA;NA;NA;NA;NA;39;292;13.01;1;"KIE";"B2"
2;17;"BRISONr_168";2016;"HN_WF";275;288;NA;NA;87;51.7462;39.9126;633.44;1376.8;40.9;416;NA;NA;NA;NA;NA;NA;31;342;14.24;1;"KIE";"B2"
2;18;"BRISONr_164";2016;"HN_WF";275;288;NA;NA;70;63.0552;44.3502;547.04;1022.72;46.45;272;NA;NA;NA;NA;NA;NA;29;320;12.86;1;"KIE";"B2"
2;19;"BRISONr_158";2016;"HN_WF";275;288;NA;NA;75;56.8116;36.6618;514.08;1101.76;34;448;NA;NA;NA;NA;NA;NA;35;341;15.33;1;"KIE";"B2"
2;20;"BRISONr_148";2016;"HN_WF";275;288;NA;NA;83;71.4918;49.2694;940.48;1830.4;50.63;544;NA;NA;NA;NA;NA;NA;38;309;12.98;1;"KIE";"B2"
2;21;"BRISONr_157";2016;"HN_WF";275;288;NA;NA;87;64.3796;40.7038;860.8;1860.64;39.03;528;NA;NA;NA;NA;NA;NA;46;294;15.49;1;"KIE";"B2"
2;22;"BRISONr_125";2016;"HN_WF";275;288;NA;NA;65;72.5926;41.3144;642.08;1183.2;41.54;336;NA;NA;NA;NA;NA;NA;37;386;12.2;1;"KIE";"B2"
2;23;"BRISONr_5";2016;"HN_WF";275;288;NA;NA;73;70.0126;42.5012;958.4;1854.56;41.27;480;NA;NA;NA;NA;NA;NA;37;277;12.62;1;"KIE";"B2"
2;24;"BRISONr_10";2016;"HN_WF";275;288;NA;NA;79;77.5462;39.1472;697.92;1359.68;38.96;320;NA;NA;NA;NA;NA;NA;41;388;12.67;1;"KIE";"B2"
2;25;"BRISONr_67";2016;"HN_WF";275;288;NA;NA;82;82.517;42.2776;773.28;1534.24;40.4;464;NA;NA;NA;NA;NA;NA;29;302;12.4;1;"KIE";"B2"
2;26;"BRISONr_19";2016;"HN_WF";275;288;NA;NA;72;80.2208;44.419;683.52;1324.32;42.89;368;NA;NA;NA;NA;NA;NA;41;286;12.85;1;"KIE";"B2"
2;27;"BRISONr_44";2016;"HN_WF";275;288;NA;NA;78;77.7956;43.9288;770.56;1571.2;45.16;368;NA;NA;NA;NA;NA;NA;38;210;13.13;1;"KIE";"B2"
2;28;"BRISONr_17";2016;"HN_WF";275;288;NA;NA;79;75.7832;42.8366;634.56;1177.6;41.31;304;NA;NA;NA;NA;NA;NA;37;310;12.63;1;"KIE";"B2"
2;29;"BRISONr_85";2016;"HN_WF";275;288;NA;NA;77;73.8052;45.8982;941.92;1873.28;46.11;528;NA;NA;NA;NA;NA;NA;35;207;12.2;1;"KIE";"B2"
2;30;"BRISONr_92";2016;"HN_WF";275;288;NA;NA;83;75.9294;41.3402;824.48;1591.2;41.78;400;NA;NA;NA;NA;NA;NA;26;326;13.19;1;"KIE";"B2"
2;31;"BRISONr_171";2016;"HN_WF";275;288;NA;NA;113;60.1484;41.8992;689.92;1444.96;41.92;432;NA;NA;NA;NA;NA;NA;33;88;13.68;1;"KIE";"B2"
2;32;"BRISONr_176";2016;"HN_WF";275;288;NA;NA;104;58.8154;44.2212;530.4;1217.44;44.2;368;NA;NA;NA;NA;NA;NA;42;314;13.85;1;"KIE";"B2"
2;33;"BRISONr_173";2016;"HN_WF";275;288;NA;NA;95;65.9276;41.6154;499.68;1197.12;42.26;320;NA;NA;NA;NA;NA;NA;35;166;14.72;1;"KIE";"B2"
2;34;"BRISONr_214";2016;"HN_WF";275;288;NA;NA;78;76.1444;44.2384;676;1368.64;40.6;416;NA;NA;NA;NA;NA;NA;37;249;12.28;1;"KIE";"B2"
2;35;"BRISONr_198";2016;"LN_NF";276;289;NA;NA;NA;48.59;38.2012;467.52;1212.64;38.5;400;NA;NA;NA;NA;NA;NA;20;187;10.81;1;"KIE";"B3"
2;36;"BRISONr_181";2016;"LN_NF";276;289;NA;NA;NA;55.255;40.0416;517.12;1135.36;34.94;368;NA;NA;NA;NA;NA;NA;18;237;9.9;1;"KIE";"B3"
2;37;"BRISONr_201";2016;"LN_NF";276;289;NA;NA;NA;48.5986;34.228;461.28;1048.16;30.7;416;NA;NA;NA;NA;NA;NA;14;284;10.43;1;"KIE";"B3"
2;38;"BRISONr_187";2016;"LN_NF";276;289;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"KIE";"B3"
2;39;"BRISONr_207";2016;"LN_NF";276;289;NA;NA;NA;NA;36.12;377.12;1068.96;36.89;336;NA;NA;NA;NA;NA;NA;28;246;10.87;1;"KIE";"B3"
2;40;"BRISONr_139";2016;"LN_NF";276;289;NA;NA;NA;46.4916;38.829;538.88;1395.2;35.98;384;NA;NA;NA;NA;NA;NA;18;268;10.75;1;"KIE";"B3"
2;41;"BRISONr_161";2016;"LN_NF";276;289;NA;NA;NA;41.366;38.3044;356.16;1025.92;34.51;416;NA;NA;NA;NA;NA;NA;31;248;11.48;1;"KIE";"B3"
2;42;"BRISONr_126";2016;"LN_NF";276;289;NA;NA;NA;47.429;38.4334;408.32;1043.84;36.3;320;NA;NA;NA;NA;NA;NA;27;268;11.12;1;"KIE";"B3"
2;43;"BRISONr_154";2016;"LN_NF";276;289;NA;NA;NA;52.2192;38.5452;663.04;1623.52;36.63;512;NA;NA;NA;NA;NA;NA;26;387;10.64;1;"KIE";"B3"
2;44;"BRISONr_76";2016;"LN_NF";276;289;NA;NA;NA;50.1896;41.1854;537.6;1268.16;39.62;416;NA;NA;NA;NA;NA;NA;27;273;10.31;1;"KIE";"B3"
2;45;"BRISONr_39";2016;"LN_NF";276;289;NA;NA;NA;45.7606;40.5834;474.08;1102.72;37.79;336;NA;NA;NA;NA;NA;NA;31;395;10.75;1;"KIE";"B3"
2;46;"BRISONr_60";2016;"LN_NF";276;289;NA;NA;NA;52.8728;41.2026;421.28;972.8;37.35;352;NA;NA;NA;NA;NA;NA;29;276;10.16;1;"KIE";"B3"
2;47;"BRISONr_105";2016;"LN_NF";276;289;NA;NA;NA;57.4566;42.4496;627.04;1398.72;40.15;384;NA;NA;NA;NA;NA;NA;21;251;9.07;1;"KIE";"B3"
2;48;"BRISONr_81";2016;"LN_NF";276;289;NA;NA;NA;49.6736;44.3674;415.2;998.4;41.92;352;NA;NA;NA;NA;NA;NA;29;237;10.92;1;"KIE";"B3"
2;49;"BRISONr_73";2016;"LN_NF";276;289;NA;NA;NA;57.2588;42.656;522.4;1075.84;38.23;352;NA;NA;NA;NA;NA;NA;21;222;9.49;1;"KIE";"B3"
2;50;"BRISONr_7";2016;"LN_NF";276;289;NA;NA;NA;52.8212;39.0956;491.68;1056;35.82;400;NA;NA;NA;NA;NA;NA;19;287;9.11;1;"KIE";"B3"
2;51;"BRISONr_62";2016;"LN_NF";276;289;NA;NA;NA;49.7338;44.1094;519.04;1137.28;36.66;336;NA;NA;NA;NA;NA;NA;26;131;10.69;1;"KIE";"B3"
2;52;"BRISONr_77";2016;"LN_NF";276;289;NA;NA;NA;49.4758;38.8806;522.08;1167.36;37.59;288;NA;NA;NA;NA;NA;NA;27;311;11.31;1;"KIE";"B3"
2;53;"BRISONr_109";2016;"LN_NF";276;289;NA;NA;NA;45.0554;41.4434;476.16;1215.84;37.72;416;NA;NA;NA;NA;NA;NA;32;253;12.03;1;"KIE";"B3"
3;16;"BRISONr_166";2016;"HN_WF";275;288;NA;NA;79;65.0934;43.602;559.04;1124.32;43.89;384;NA;NA;NA;NA;NA;NA;27;251;13.2;1;"KIE";"B2"
3;17;"BRISONr_163";2016;"HN_WF";275;288;NA;NA;81;65.1278;40.6522;893.28;1888.64;39.24;432;NA;NA;NA;NA;NA;NA;29;277;13.38;1;"KIE";"B2"
3;18;"BRISONr_145";2016;"HN_WF";275;288;NA;NA;76;71.9734;44.5136;1111.04;2226.24;43.32;624;NA;NA;NA;NA;NA;NA;43;390;13.73;1;"KIE";"B2"
3;19;"BRISONr_137";2016;"HN_WF";275;288;NA;NA;80;62.3758;37.0832;696.48;1587.68;34.9;544;NA;NA;NA;NA;NA;NA;37;271;12.9;1;"KIE";"B2"
3;20;"BRISONr_131";2016;"HN_WF";275;288;NA;NA;75;59.0562;45.3306;693.76;1517.44;42.24;384;NA;NA;NA;NA;NA;NA;33;230;13.49;1;"KIE";"B2"
3;21;"BRISONr_135";2016;"HN_WF";275;288;NA;NA;82;57.7662;43.1462;727.68;1741.12;41.63;416;NA;NA;NA;NA;NA;NA;46;282;14.8;1;"KIE";"B2"
3;22;"BRISONr_136";2016;"HN_WF";275;288;NA;NA;74;80.5562;48.8996;734.4;1477.44;43.16;384;NA;NA;NA;NA;NA;NA;38;368;13.04;1;"KIE";"B2"
3;23;"BRISONr_120";2016;"HN_WF";275;288;NA;NA;72;76.1702;41.0048;824.48;1748.96;40.6;464;NA;NA;NA;NA;NA;NA;44;312;13.75;1;"KIE";"B2"
3;24;"BRISONr_81";2016;"HN_WF";275;288;NA;NA;72;83.5404;45.2102;869.92;1681.6;47.2;400;NA;NA;NA;NA;NA;NA;38;291;13.01;1;"KIE";"B2"
3;25;"BRISONr_111";2016;"HN_WF";275;288;NA;NA;81;72.369;43.0258;755.68;1518.24;42.45;368;NA;NA;NA;NA;NA;NA;44;324;13.24;1;"KIE";"B2"
3;26;"BRISONr_1";2016;"HN_WF";275;288;NA;NA;69;70.9328;44.4706;802.72;1440.96;42.64;352;NA;NA;NA;NA;NA;NA;36;308;12.69;1;"KIE";"B2"
3;27;"BRISONr_2";2016;"HN_WF";275;288;NA;NA;71;83.979;44.591;1161.44;2043.68;40.43;608;NA;NA;NA;NA;NA;NA;26;161;10.71;1;"KIE";"B2"
3;28;"BRISONr_74";2016;"HN_WF";275;288;NA;NA;75;81.2442;40.4544;797.44;1581.12;38.46;416;NA;NA;NA;NA;NA;NA;35;375;12.87;1;"KIE";"B2"
3;29;"BRISONr_37";2016;"HN_WF";275;288;NA;NA;81;76.6432;42.4668;985.28;2055.2;41.74;640;NA;NA;NA;NA;NA;NA;40;301;13.1;1;"KIE";"B2"
3;30;"BRISONr_68";2016;"HN_WF";275;288;NA;NA;78;82.6116;43.6708;740;1535.68;40.76;432;NA;NA;NA;NA;NA;NA;36;195;13.15;1;"KIE";"B2"
3;31;"BRISONr_170";2016;"HN_WF";275;288;NA;NA;93;69.015;32.379;780;1626.08;31.36;736;NA;NA;NA;NA;NA;NA;45;184;14.65;1;"KIE";"B2"
3;33;"BRISONr_220";2016;"HN_WF";275;288;NA;NA;64;86.3096;45.6402;970.56;1857.6;45.46;560;NA;NA;NA;NA;NA;NA;20;270;11.71;1;"KIE";"B2"
3;34;"BRISONr_193";2016;"HN_WF";275;288;NA;NA;80;75.5166;39.9298;826.88;1681.12;38.98;576;NA;NA;NA;NA;NA;NA;40;270;13.68;1;"KIE";"B2"
3;36;"BRISONr_220";2016;"LN_NF";276;289;NA;NA;NA;59.9764;40.8586;561.28;1230.72;37.88;432;NA;NA;NA;NA;NA;NA;10;287;9.44;1;"KIE";"B3"
3;37;"BRISONr_203";2016;"LN_NF";276;289;NA;NA;NA;47.0334;38.9924;632.32;1486.72;36.75;480;NA;NA;NA;NA;NA;NA;34;279;10.62;1;"KIE";"B3"
3;38;"BRISONr_210";2016;"LN_NF";276;289;NA;NA;NA;35.5524;43.602;569.44;1367.52;40.54;480;NA;NA;NA;NA;NA;NA;29;136;11.41;1;"KIE";"B3"
3;39;"BRISONr_213";2016;"LN_NF";276;289;NA;NA;NA;47.6268;45.2016;594.08;1371.84;39.8;464;NA;NA;NA;NA;NA;NA;26;267;10.14;1;"KIE";"B3"
3;40;"BRISONr_135";2016;"LN_NF";276;289;NA;NA;NA;35.604;42.3636;473.28;1282.88;39.28;512;NA;NA;NA;NA;NA;NA;33;303;12.14;1;"KIE";"B3"
3;41;"BRISONr_147";2016;"LN_NF";276;289;NA;NA;NA;49.8198;45.6316;577.76;1376.16;38.95;544;NA;NA;NA;NA;NA;NA;25;303;10.51;1;"KIE";"B3"
3;42;"BRISONr_146";2016;"LN_NF";276;289;NA;NA;NA;46.2766;41.7444;377.92;878.08;40.65;256;NA;NA;NA;NA;NA;NA;30;252;10.32;1;"KIE";"B3"
3;43;"BRISONr_128";2016;"LN_NF";276;289;NA;NA;NA;48.3836;44.0062;601.92;1333.28;39.94;336;NA;NA;NA;NA;NA;NA;12;242;9.16;1;"KIE";"B3"
3;44;"BRISONr_91";2016;"LN_NF";276;289;NA;NA;NA;49.192;42.3636;557.12;1303.68;39.17;448;NA;NA;NA;NA;NA;NA;26;382;10.4;1;"KIE";"B3"
3;45;"BRISONr_59";2016;"LN_NF";276;289;NA;NA;NA;50.1036;39.1042;577.12;1233.6;37.77;368;NA;NA;NA;NA;NA;NA;25;308;9.89;1;"KIE";"B3"
3;46;"BRISONr_11";2016;"LN_NF";276;289;NA;NA;NA;54.4036;40.162;619.2;1327.52;37.93;384;NA;NA;NA;NA;NA;NA;25;283;9.75;1;"KIE";"B3"
3;47;"BRISONr_25";2016;"LN_NF";276;289;NA;NA;NA;46.1476;42.871;735.84;1700;38.62;464;NA;NA;NA;NA;NA;NA;27;324;10.52;1;"KIE";"B3"
3;49;"BRISONr_38";2016;"LN_NF";276;289;NA;NA;NA;59.125;40.9016;494.08;1030.72;36.12;336;NA;NA;NA;NA;NA;NA;25;307;10.33;1;"KIE";"B3"
3;50;"BRISONr_14";2016;"LN_NF";276;289;NA;NA;NA;51.1528;41.022;480.32;1016.16;36.04;304;NA;NA;NA;NA;NA;NA;19;251;10.58;1;"KIE";"B3"
3;51;"BRISONr_57";2016;"LN_NF";276;289;NA;NA;NA;48.1514;42.5012;371.36;927.84;38.36;320;NA;NA;NA;NA;NA;NA;29;246;10.59;1;"KIE";"B3"
3;52;"BRISONr_61";2016;"LN_NF";276;289;NA;NA;NA;53.1308;44.8146;699.52;1455.68;41.95;384;NA;NA;NA;NA;NA;NA;25;242;10.32;1;"KIE";"B3"
3;53;"BRISONr_26";2016;"LN_NF";276;289;NA;NA;NA;54.653;48.8308;715.84;1579.52;45.84;480;NA;NA;NA;NA;NA;NA;30;204;11.55;1;"KIE";"B3"
4;16;"BRISONr_140";2016;"HN_WF";275;288;NA;NA;78;47.3946;39.7406;713.76;1515.68;38.25;528;NA;NA;NA;NA;NA;NA;33;249;14.83;1;"KIE";"B2"
4;17;"BRISONr_153";2016;"HN_WF";275;288;NA;NA;81;62.5908;40.2394;512.32;1048.16;38.03;336;NA;NA;NA;NA;NA;NA;39;269;13.12;1;"KIE";"B2"
4;18;"BRISONr_144";2016;"HN_WF";275;288;NA;NA;78;66.2458;45.2102;779.2;1534.88;45.46;416;NA;NA;NA;NA;NA;NA;34;322;13.46;1;"KIE";"B2"
4;19;"BRISONr_127";2016;"HN_WF";275;288;NA;NA;88;64.9902;42.3636;776.8;1747.52;41.03;432;NA;NA;NA;NA;NA;NA;38;365;13.9;1;"KIE";"B2"
4;20;"BRISONr_155";2016;"HN_WF";275;288;NA;NA;86;67.8884;44.9694;831.36;1790.72;45.01;432;NA;NA;NA;NA;NA;NA;46;271;13.74;1;"KIE";"B2"
4;21;"BRISONr_142";2016;"HN_WF";275;288;NA;NA;89;69.0666;42.9054;678.4;1422.24;43.13;400;NA;NA;NA;NA;NA;NA;39;248;13.55;1;"KIE";"B2"
4;22;"BRISONr_159";2016;"HN_WF";275;288;NA;NA;78;56.2096;40.6006;811.2;1721.76;40.23;576;NA;NA;NA;NA;NA;NA;33;286;13.22;1;"KIE";"B2"
4;23;"BRISONr_4";2016;"HN_WF";275;288;NA;NA;73;69.9696;43.0774;918.72;1693.92;41.22;480;NA;NA;NA;NA;NA;NA;25;257;11.87;1;"KIE";"B2"
4;24;"BRISONr_56";2016;"HN_WF";275;288;NA;NA;67;74.8286;41.3488;1035.52;1992.32;41.75;512;NA;NA;NA;NA;NA;NA;32;212;11.68;1;"KIE";"B2"
4;25;"BRISONr_86";2016;"HN_WF";275;288;NA;NA;80;72.2744;45.7434;888.8;1682.24;41.72;464;NA;NA;NA;NA;NA;NA;25;177;11.99;1;"KIE";"B2"
4;26;"BRISONr_90";2016;"HN_WF";275;288;NA;NA;79;61.1804;42.3464;900;1853.12;41.45;544;NA;NA;NA;NA;NA;NA;38;329;13.95;1;"KIE";"B2"
4;27;"BRISONr_73";2016;"HN_WF";275;288;NA;NA;77;82.3192;43.1806;810.08;1518.88;42.88;432;NA;NA;NA;NA;NA;NA;31;308;11.81;1;"KIE";"B2"
4;28;"BRISONr_43";2016;"HN_WF";275;288;NA;NA;82;70.1674;46.4314;979.04;1881.12;43.41;448;NA;NA;NA;NA;NA;NA;28;150;12.44;1;"KIE";"B2"
4;29;"BRISONr_118";2016;"HN_WF";275;288;NA;NA;83;76.6346;47.8762;809.28;1558.72;45;480;NA;NA;NA;NA;NA;NA;41;297;12.86;1;"KIE";"B2"
4;30;"BRISONr_101";2016;"HN_WF";275;288;NA;NA;75;69.6084;44.9522;824.8;1664.32;44.8;464;NA;NA;NA;NA;NA;NA;39;237;13.54;1;"KIE";"B2"
4;31;"BRISONr_196";2016;"HN_WF";275;288;NA;NA;85;65.6524;41.5638;925.6;1777.28;42.82;592;NA;NA;NA;NA;NA;NA;36;62;12.43;1;"KIE";"B2"
4;32;"BRISONr_215";2016;"HN_WF";275;288;NA;NA;84;85.8538;41.0994;549.76;1060.8;39.36;288;NA;NA;NA;NA;NA;NA;27;333;11.79;1;"KIE";"B2"
4;33;"BRISONr_203";2016;"HN_WF";275;288;NA;NA;97;64.0786;41.624;797.6;1712.48;42.38;448;NA;NA;NA;NA;NA;NA;47;240;14.12;1;"KIE";"B2"
4;34;"BRISONr_182";2016;"HN_WF";275;288;NA;NA;77;82.3536;43.1978;913.6;1602.56;40.85;512;NA;NA;NA;NA;NA;NA;38;246;12.2;1;"KIE";"B2"
4;35;"BRISONr_200";2016;"LN_NF";276;289;NA;NA;NA;58.093;42.5012;541.92;1175.84;39.02;384;NA;NA;NA;NA;NA;NA;26;342;9.88;1;"KIE";"B3"
4;36;"BRISONr_211";2016;"LN_NF";276;289;NA;NA;NA;40.9016;39.0354;514.88;1128.64;37.25;320;NA;NA;NA;NA;NA;NA;29;266;12.49;1;"KIE";"B3"
4;37;"BRISONr_185";2016;"LN_NF";276;289;NA;NA;NA;21.0614;39.6288;618.24;1232.48;38.72;304;NA;NA;NA;NA;NA;NA;21;62;10.35;1;"KIE";"B3"
4;38;"BRISONr_202";2016;"LN_NF";276;289;NA;NA;NA;49.0028;42.742;688.48;1522.08;39.06;432;NA;NA;NA;NA;NA;NA;23;171;9.74;1;"KIE";"B3"
4;39;"BRISONr_199";2016;"LN_NF";276;289;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"KIE";"B3"
4;40;"BRISONr_132";2016;"LN_NF";276;289;NA;NA;NA;60.8364;37.41;554.56;1250.24;35.73;352;NA;NA;NA;NA;NA;NA;18;327;9.69;1;"KIE";"B3"
4;41;"BRISONr_140";2016;"LN_NF";276;289;NA;NA;NA;45.795;43.0602;479.2;1178.08;36.7;304;NA;NA;NA;NA;NA;NA;21;250;11.84;1;"KIE";"B3"
4;42;"BRISONr_150";2016;"LN_NF";276;289;NA;NA;NA;44.9178;42.742;512;1340.8;42.61;368;NA;NA;NA;NA;NA;NA;23;342;10.82;1;"KIE";"B3"
4;43;"BRISONr_127";2016;"LN_NF";276;289;NA;NA;NA;55.513;40.1792;484.16;1185.12;36.5;336;NA;NA;NA;NA;NA;NA;24;300;10.82;1;"KIE";"B3"
4;44;"BRISONr_96";2016;"LN_NF";276;289;NA;NA;NA;56.8288;40.8586;522.4;1117.28;37.83;288;NA;NA;NA;NA;NA;NA;27;230;10.11;1;"KIE";"B3"
4;45;"BRISONr_19";2016;"LN_NF";276;289;NA;NA;NA;56.2784;41.9422;568.96;1256.16;38.51;416;NA;NA;NA;NA;NA;NA;26;244;9.63;1;"KIE";"B3"
4;46;"BRISONr_111";2016;"LN_NF";276;289;NA;NA;NA;50.1466;40.4286;435.68;995.2;38.46;304;NA;NA;NA;NA;NA;NA;28;235;10.03;1;"KIE";"B3"
4;47;"BRISONr_80";2016;"LN_NF";276;289;NA;NA;NA;60.2946;46.3368;533.28;1193.92;39.82;336;NA;NA;NA;NA;NA;NA;16;273;9.92;1;"KIE";"B3"
