"Column";"Row";"Year";"BRISONr";"Treatment";"Sowing_date";"Emergence_date";"BBCH59";"BBCH87";"Plantheight";"Seedyield";"TKW_plot";"Seedyield_bio";"Biomass_bio";"TKW_bio";"Spike_number";"Fusarium";"Leaf_rust";"Stripe_rust";"Powdery_mildew";"DTR";"Septoria";"Falling_number";"Sedimentation";"Crude_protein";"Subtrial";"Location";"Block"
24;26;2016;"BRISONr_137";"HN_WF";278;292;NA;NA;NA;45.3994;36.4984;683.52;1441.6;"36.18";480;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
24;27;2016;"BRISONr_168";"HN_WF";278;292;NA;NA;NA;36.292;40.9618;473.12;1025.6;"39.48";400;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
24;28;2016;"BRISONr_153";"HN_WF";278;292;NA;NA;NA;53.449;38.6484;780.48;1548.8;"38.98";592;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
24;29;2016;"BRISONr_132";"HN_WF";278;292;NA;NA;NA;58.05;37.9174;621.12;1246.24;"35.54";416;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
24;3;2016;"BRISONr_182";"HN_WF";278;292;NA;NA;NA;53.9908;39.8696;570.88;1006.24;"41.2";432;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
24;30;2016;"BRISONr_162";"HN_WF";278;292;NA;NA;NA;47.945;43.5332;706.24;1419.04;"44.27";480;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
24;31;2016;"BRISONr_146";"HN_WF";278;292;NA;NA;NA;49.622;45.4596;653.92;1281.76;"45.66";400;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
24;32;2016;"BRISONr_126";"HN_WF";278;292;NA;NA;NA;52.546;39.8782;965.28;2010.88;"43.43";608;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
24;4;2016;"BRISONr_196";"HN_WF";278;292;NA;NA;NA;52.073;38.8032;637.76;1197.44;"37.29";656;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
24;5;2016;"BRISONr_206";"HN_WF";278;292;NA;NA;NA;24.2348;43.5246;597.76;1108.48;"42.12";400;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
24;6;2016;"BRISONr_209";"HN_WF";278;292;NA;NA;NA;23.2286;43.215;800.64;1554.56;"39.29";480;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
24;7;2016;"BRISONr_171";"HN_WF";278;292;NA;NA;NA;39.9126;39.9642;775.52;1525.92;"37.2";592;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;10;2016;"BRISONr_11";"HN_WF";278;292;NA;NA;NA;50.482;41.151;561.6;1042.88;"39.62";304;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;11;2016;"BRISONr_99";"HN_WF";278;292;NA;NA;NA;54.6444;46.5088;1050.4;1933.76;"50.12";512;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;12;2016;"BRISONr_59";"HN_WF";278;292;NA;NA;NA;NA;NA;900.32;1685.76;"43.15";544;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;13;2016;"BRISONr_40";"HN_WF";278;292;NA;NA;NA;59.3572;45.2016;1054.56;2053.6;"47.23";592;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;14;2016;"BRISONr_105";"HN_WF";278;292;NA;NA;NA;58.7122;43.7912;503.04;965.12;"43.55";304;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;15;2016;"BRISONr_51";"HN_WF";278;292;NA;NA;NA;54.7992;46.9044;742.56;1520;"47.5";464;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;16;2016;"BRISONr_83";"HN_WF";278;292;NA;NA;NA;47.3946;42.8968;588.8;1094.4;"43.29";288;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;17;2016;"BRISONr_57";"HN_WF";278;292;NA;NA;NA;47.3688;42.1142;363.2;748.16;"37.58";256;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;18;2016;"BRISONr_102";"HN_WF";278;292;NA;NA;NA;50.8948;43.1204;648.64;1390.4;"44.4";480;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;19;2016;"BRISONr_119";"HN_WF";278;292;NA;NA;NA;54.4896;41.6928;374.4;720.32;"39.2";288;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;2;2016;"BRISONr_180";"HN_WF";278;292;NA;NA;NA;52.7696;42.1572;749.44;1348;"42.59";528;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;20;2016;"BRISONr_122";"HN_WF";278;292;NA;NA;NA;54.825;39.4826;624.16;1204.96;"37.61";416;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;21;2016;"BRISONr_68";"HN_WF";278;292;NA;NA;NA;61.1116;40.2566;801.76;1563.68;"38.86";464;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;22;2016;"BRISONr_109";"HN_WF";278;292;NA;NA;NA;47.0936;42.8022;670.88;1329.28;"42.48";416;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;23;2016;"BRISONr_44";"HN_WF";278;292;NA;NA;NA;57.7146;43.1462;472.48;937.12;"39.22";336;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;24;2016;"BRISONr_81";"HN_WF";278;292;NA;NA;NA;54.4466;46.3798;569.6;1074.56;"45.35";336;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;25;2016;"BRISONr_73";"HN_WF";278;292;NA;NA;NA;65.7728;41.753;730.56;1319.84;"42.76";384;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;26;2016;"BRISONr_131";"HN_WF";278;292;NA;NA;NA;42.2518;43.3956;365.92;743.36;"41.81";272;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;27;2016;"BRISONr_127";"HN_WF";278;292;NA;NA;NA;53.1738;44.5308;648.96;1356.32;"45.32";352;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;28;2016;"BRISONr_138";"HN_WF";278;292;NA;NA;NA;45.3392;41.753;785.6;1674.4;"42.91";640;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;29;2016;"BRISONr_145";"HN_WF";278;292;NA;NA;NA;58.2564;43.4988;408;790.56;"43.52";320;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;3;2016;"BRISONr_212";"HN_WF";278;292;NA;NA;NA;55.2378;45.0984;1080.96;2007.36;"45.46";672;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;30;2016;"BRISONr_161";"HN_WF";278;292;NA;NA;NA;42.0712;40.0416;292.48;683.52;"38.4";256;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;31;2016;"BRISONr_147";"HN_WF";278;292;NA;NA;NA;59.8904;46.3884;652.96;1277.6;"45.7";464;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;32;2016;"BRISONr_129";"HN_WF";278;292;NA;NA;NA;54.5928;41.4606;930.88;1750.56;"44.09";576;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;4;2016;"BRISONr_185";"HN_WF";278;292;NA;NA;NA;48.8738;43.5848;449.44;813.12;"38.69";384;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
25;5;2016;"BRISONr_189";"HN_WF";278;292;NA;NA;NA;50.3444;38.0808;517.44;1028.48;"32.33";624;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B2"
3;21;2016;"BRISONr_176";"HN_WF";278;292;NA;NA;NA;41.2026;42.183;866.88;2058.24;"42.31";672;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
3;22;2016;"BRISONr_219";"HN_WF";278;292;NA;NA;NA;48.9512;41.9852;852.48;1828.32;"39.35";832;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
3;23;2016;"BRISONr_186";"HN_WF";278;292;NA;NA;NA;51.987;35.4664;855.04;1617.12;"37.59";816;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
3;24;2016;"BRISONr_209";"HN_WF";278;292;NA;NA;NA;17.028;39.3536;650.4;1180.8;"40.55";352;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
3;25;2016;"BRISONr_179";"HN_WF";278;292;NA;NA;NA;51.514;39.7234;762.88;1512.64;"37.67";704;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
3;26;2016;"BRISONr_200";"HN_WF";278;292;NA;NA;NA;54.3348;42.9656;595.84;1121.44;"39.37";336;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
3;27;2016;"BRISONr_192";"HN_WF";278;292;NA;NA;NA;40.334;38.3216;528.96;1090.56;"35.63";512;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
3;28;2016;"BRISONr_184";"HN_WF";278;292;NA;NA;NA;33.1702;37.8314;322.72;621.44;"35.26";240;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
3;29;2016;"BRISONr_183";"HN_WF";278;292;NA;NA;NA;47.9364;37.926;614.08;1112.64;"36.47";544;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
3;30;2016;"BRISONr_206";"HN_WF";278;292;NA;NA;NA;18.0084;39.6374;589.28;1066.08;"38.61";480;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
3;31;2016;"BRISONr_196";"HN_WF";278;292;NA;NA;NA;43.5762;38.3388;716.48;1438.4;"36.14";704;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
3;32;2016;"BRISONr_189";"HN_WF";278;292;NA;NA;NA;55.1776;38.4334;549.6;1019.04;"36.86";464;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
4;20;2016;"BRISONr_174";"HN_WF";278;292;NA;NA;NA;38.27;42.14;645.6;1429.6;"43.91";432;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
4;21;2016;"BRISONr_171";"HN_WF";278;292;NA;NA;NA;45.2274;40.0244;640.8;1301.28;"39.05";544;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
4;22;2016;"BRISONr_188";"HN_WF";278;292;NA;NA;NA;51.4366;42.8366;538.4;1103.2;"38.28";528;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
4;23;2016;"BRISONr_204";"HN_WF";278;292;NA;NA;NA;53.0104;37.6852;734.56;1398.56;"38.89";528;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
4;24;2016;"BRISONr_198";"HN_WF";278;292;NA;NA;NA;45.3564;38.872;574.72;1023.84;"39.26";336;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
4;25;2016;"BRISONr_205";"HN_WF";278;292;NA;NA;NA;38.1754;36.894;790.56;1560.64;"36.33";544;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
4;26;2016;"BRISONr_193";"HN_WF";278;292;NA;NA;NA;43.172;37.6078;457.44;912;"35.43";512;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
4;27;2016;"BRISONr_215";"HN_WF";278;292;NA;NA;NA;61.447;40.4458;705.76;1327.84;"39.62";400;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
4;28;2016;"BRISONr_180";"HN_WF";278;292;NA;NA;NA;38.4936;41.151;399.84;769.6;"39.98";384;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
4;29;2016;"BRISONr_191";"HN_WF";278;292;NA;NA;NA;45.6574;38.4592;734.08;1293.12;"36.98";448;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
4;30;2016;"BRISONr_214";"HN_WF";278;292;NA;NA;NA;59.6324;44.1524;426.72;808.32;"40.9";256;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
4;31;2016;"BRISONr_194";"HN_WF";278;292;NA;NA;NA;41.0478;42.4324;421.76;869.92;"42.93";512;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
4;32;2016;"BRISONr_203";"HN_WF";278;292;NA;NA;NA;47.2054;43.5246;694.72;1323.68;"46.19";416;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
5;20;2016;"BRISONr_173";"HN_WF";278;292;NA;NA;NA;43.7482;45.3564;886.72;1910.88;"45.35";704;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
5;21;2016;"BRISONr_175";"HN_WF";278;292;NA;NA;NA;47.214;45.8982;414.72;937.12;"44.92";384;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
5;22;2016;"BRISONr_213";"HN_WF";278;292;NA;NA;NA;58.7036;46.8098;557.28;1145.28;"43.32";496;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
5;23;2016;"BRISONr_181";"HN_WF";278;292;NA;NA;NA;36.8166;40.6436;758.88;1445.28;"37.65";688;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
5;24;2016;"BRISONr_220";"HN_WF";278;292;NA;NA;NA;64.5516;46.3282;915.52;1694.56;"44.51";592;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
5;25;2016;"BRISONr_190";"HN_WF";278;292;NA;NA;NA;46.655;43.344;1083.36;2067.84;"43.78";896;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
5;26;2016;"BRISONr_208";"HN_WF";278;292;NA;NA;NA;52.5288;47.171;814.88;1563.52;"46.23";464;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
5;27;2016;"BRISONr_195";"HN_WF";278;292;NA;NA;NA;43.1118;45.8982;684.96;1353.6;"44.59";384;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
5;28;2016;"BRISONr_182";"HN_WF";278;292;NA;NA;NA;48.3062;39.0354;479.84;834.88;"38.75";320;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
5;29;2016;"BRISONr_210";"HN_WF";278;292;NA;NA;NA;42.0712;43.8256;619.84;1245.6;"45.1";592;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
5;30;2016;"BRISONr_185";"HN_WF";278;292;NA;NA;NA;48.5814;41.9766;585.6;1069.12;"39.91";512;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
5;31;2016;"BRISONr_197";"HN_WF";278;292;NA;NA;NA;51.7376;43.344;507.2;1005.6;"40.59";512;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
5;32;2016;"BRISONr_178";"HN_WF";278;292;NA;NA;NA;67.682;40.8414;594.24;1061.92;"37.33";384;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
6;20;2016;"BRISONr_170";"HN_WF";278;292;NA;NA;NA;45.1156;33.5142;594.08;1274.24;"30.36";880;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
6;21;2016;"BRISONr_172";"HN_WF";278;292;NA;NA;NA;48.4868;37.3326;638.56;1241.6;"38.44";400;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
6;22;2016;"BRISONr_201";"HN_WF";278;292;NA;NA;NA;53.4404;38.3732;573.92;1179.68;"35.63";480;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
6;23;2016;"BRISONr_216";"HN_WF";278;292;NA;NA;NA;61.3696;44.247;1175.36;2251.2;"45.1";736;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
6;24;2016;"BRISONr_199";"HN_WF";278;292;NA;NA;NA;25.456;43.6536;389.92;699.52;"46.87";192;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
6;25;2016;"BRISONr_212";"HN_WF";278;292;NA;NA;NA;63.511;45.6316;836.32;1550.08;"45.39";496;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
6;26;2016;"BRISONr_207";"HN_WF";278;292;NA;NA;NA;47.9364;39.2504;546.4;1142.24;"39.48";368;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
6;27;2016;"BRISONr_217";"HN_WF";278;292;NA;NA;NA;60.3634;40.8328;629.12;1167.36;"41.48";448;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
6;28;2016;"BRISONr_177";"HN_WF";278;292;NA;NA;NA;47.9364;41.4692;921.28;1653.28;"41.09";512;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
6;29;2016;"BRISONr_202";"HN_WF";278;292;NA;NA;NA;57.2588;43.0946;695.84;1219.52;"42.82";336;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
6;30;2016;"BRISONr_218";"HN_WF";278;292;NA;NA;NA;NA;NA;594.56;1152.64;"35.78";432;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
6;31;2016;"BRISONr_211";"HN_WF";278;292;NA;NA;NA;30.6504;41.9078;508.8;940;"42.68";352;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
6;32;2016;"BRISONr_187";"HN_WF";278;292;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
7;20;2016;"BRISONr_164";"HN_WF";278;292;NA;NA;NA;47.1452;45.5284;758.88;1597.6;"44.58";480;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
7;21;2016;"BRISONr_145";"HN_WF";278;292;NA;NA;NA;53.8188;45.2532;728.8;1468.48;"46.06";448;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
7;22;2016;"BRISONr_169";"HN_WF";278;292;NA;NA;NA;50.5938;46.7926;728.8;1520.8;"45.36";496;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
7;23;2016;"BRISONr_158";"HN_WF";278;292;NA;NA;NA;49.5446;40.0244;668.8;1473.92;"37.92";640;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
7;24;2016;"BRISONr_68";"HN_WF";278;292;NA;NA;NA;65.059;42.9226;534.56;1012.64;"40.3";320;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
7;25;2016;"BRISONr_94";"HN_WF";278;292;NA;NA;NA;55.1432;36.5156;517.44;1136.8;"36.26";368;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
7;26;2016;"BRISONr_50";"HN_WF";278;292;NA;NA;NA;50.3702;44.6168;489.44;995.2;"40.46";336;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
7;27;2016;"BRISONr_116";"HN_WF";278;292;NA;NA;NA;65.102;44.1954;758.72;1472.48;"42.43";448;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
7;28;2016;"BRISONr_42";"HN_WF";278;292;NA;NA;NA;55.1002;42.441;769.76;1413.12;"39.78";496;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
7;29;2016;"BRISONr_55";"HN_WF";278;292;NA;NA;NA;60.7504;41.2628;772.96;1522.88;"40.91";496;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
7;30;2016;"BRISONr_30";"HN_WF";278;292;NA;NA;NA;66.4264;42.5356;657.28;1164.8;"46.68";240;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
7;31;2016;"BRISONr_10";"HN_WF";278;292;NA;NA;NA;70.8038;39.6546;857.6;1624.8;"39.35";432;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
7;32;2016;"BRISONr_15";"HN_WF";278;292;NA;NA;NA;58.5402;45.3134;876.16;1714.56;"44.94";608;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
8;20;2016;"BRISONr_141";"HN_WF";278;292;NA;NA;NA;51.4108;49.4586;630.72;1297.76;"49.09";400;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
8;21;2016;"BRISONr_160";"HN_WF";278;292;NA;NA;NA;58.9444;46.6894;814.88;1743.04;"45.62";560;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
8;22;2016;"BRISONr_131";"HN_WF";278;292;NA;NA;NA;46.7066;46.2852;266.08;663.68;"34.86";320;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
8;23;2016;"BRISONr_154";"HN_WF";278;292;NA;NA;NA;53.4404;38.6398;612;1266.88;"38.87";400;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
8;24;2016;"BRISONr_38";"HN_WF";278;292;NA;NA;NA;55.6334;39.4482;540.96;990.24;"37.73";304;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
8;25;2016;"BRISONr_67";"HN_WF";278;292;NA;NA;NA;57.2846;41.0306;874.88;1622.72;"40.36";496;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
8;26;2016;"BRISONr_4";"HN_WF";278;292;NA;NA;NA;44.9522;40.8242;531.04;983.36;"35.2";352;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
8;27;2016;"BRISONr_32";"HN_WF";278;292;NA;NA;NA;58.3424;43.8084;778.56;1501.92;"41.59";416;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
8;28;2016;"BRISONr_89";"HN_WF";278;292;NA;NA;NA;54.7046;43.2666;735.84;1422.24;"44.21";432;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
8;29;2016;"BRISONr_57";"HN_WF";278;292;NA;NA;NA;59.0046;42.3378;748;1538.24;"38.39";528;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
8;30;2016;"BRISONr_53";"HN_WF";278;292;NA;NA;NA;54.5584;43.7138;986.24;1850.56;"42.39";640;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
8;31;2016;"BRISONr_80";"HN_WF";278;292;NA;NA;NA;68.843;48.6416;1378.72;2549.44;"49.88";752;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
8;32;2016;"BRISONr_47";"HN_WF";278;292;NA;NA;NA;56.2354;41.2284;701.44;1416.64;"40.5";480;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
9;20;2016;"BRISONr_140";"HN_WF";278;292;NA;NA;NA;36.7134;44.032;692.16;1400.48;"43.83";544;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
9;21;2016;"BRISONr_153";"HN_WF";278;292;NA;NA;NA;49.751;40.463;649.28;1310.56;"39.14";560;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
9;22;2016;"BRISONr_159";"HN_WF";278;292;NA;NA;NA;44.9866;41.1166;599.52;1319.52;"39.78";528;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
9;23;2016;"BRISONr_144";"HN_WF";278;292;NA;NA;NA;41.5208;45.0124;558.08;1173.28;"43.06";448;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
9;24;2016;"BRISONr_115";"HN_WF";278;292;NA;NA;NA;47.5322;34.6666;650.24;1330.72;"31.78";448;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
9;25;2016;"BRISONr_102";"HN_WF";278;292;NA;NA;NA;53.2168;42.2604;678.88;1515.68;"42.05";528;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
9;26;2016;"BRISONr_100";"HN_WF";278;292;NA;NA;NA;56.0634;42.656;758.4;1458.72;"44.05";528;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
9;27;2016;"BRISONr_71";"HN_WF";278;292;NA;NA;NA;50.1208;40.4458;673.92;1245.28;"37.8";464;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
9;28;2016;"BRISONr_72";"HN_WF";278;292;NA;NA;NA;56.1666;35.9308;855.84;1675.84;"35.54";528;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
9;29;2016;"BRISONr_28";"HN_WF";278;292;NA;NA;NA;52.4686;38.0894;697.92;1280.16;"37.42";384;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
9;30;2016;"BRISONr_66";"HN_WF";278;292;NA;NA;NA;52.3826;42.5184;588.32;1123.2;"40.01";400;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
9;31;2016;"BRISONr_44";"HN_WF";278;292;NA;NA;NA;62.8058;44.9608;768.8;1425.92;"44.35";384;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
9;32;2016;"BRISONr_49";"HN_WF";278;292;NA;NA;NA;54.6616;38.915;932.8;1792.16;"40.92";576;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"DKI";"B1"
