Row;Column;BRISONr;Year;Treatment;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;TKW_plot;Seedyield_bio;Biomass_bio;TKW_bio;Spike_number;Fusarium;Leaf_rust;Stripe_rust;Powdery_mildew;DTR;Septoria;Falling_number;Sedimentation;Crude_protein;Subtrial;Location;Block
17;26;BRISONr_49;2017;HN_WF;NA;274;NA;NA;NA;69.1096;36.2576;805.12;1640;36.58;480;NA;NA;NA;NA;NA;NA;NA;35;11.63;1;KIE;B2
17;27;BRISONr_35;2017;HN_WF;NA;274;NA;NA;NA;73.616;40.3168;562.56;1070.56;40.98;320;NA;NA;NA;NA;NA;NA;NA;50;11.44;1;KIE;B2
17;28;BRISONr_120;2017;HN_WF;NA;274;NA;NA;NA;63.7346;36.2404;606.08;1301.76;36.16;384;NA;NA;NA;NA;NA;NA;NA;30;11.51;1;KIE;B2
17;29;BRISONr_97;2017;HN_WF;NA;274;NA;NA;NA;67.0198;39.517;980.8;1587.52;35.13;512;NA;NA;NA;NA;NA;NA;NA;28;12.13;1;KIE;B2
17;3;BRISONr_190;2017;LN_NF;NA;274;150;NA;NA;NA;38.6656;615.2;1152.48;43.25;384;NA;NA;NA;NA;NA;NA;NA;10;8.09;1;KIE;B1
17;30;BRISONr_72;2017;HN_WF;NA;274;NA;NA;NA;78.389;36.12;550.24;1412.64;39.71;288;NA;NA;NA;NA;NA;NA;NA;27;11.42;1;KIE;B2
17;31;BRISONr_86;2017;HN_WF;NA;274;NA;202;NA;93.353;41.796;1397.28;2715.2;40.48;688;NA;NA;NA;NA;NA;NA;NA;23;11.06;1;KIE;B2
17;32;BRISONr_96;2017;HN_WF;NA;274;NA;212;NA;84.925;41.8132;928.8;1740.48;41.36;432;NA;NA;NA;NA;NA;NA;NA;41;11.98;1;KIE;B2
17;33;BRISONr_50;2017;HN_WF;NA;274;NA;NA;NA;80.7798;43.4472;1095.36;2271.68;41.02;512;NA;NA;NA;NA;NA;NA;NA;34;11.38;1;KIE;B2
17;34;BRISONr_12;2017;HN_WF;NA;274;NA;206;NA;81.9838;44.634;1102.72;2092.8;45.01;544;NA;NA;NA;NA;NA;NA;NA;37;11.56;1;KIE;B2
17;35;BRISONr_210;2017;HN_WF;NA;274;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;KIE;B2
17;36;BRISONr_197;2017;HN_WF;NA;274;NA;NA;NA;NA;44.9092;741.12;1391.52;44.67;416;NA;NA;NA;NA;NA;NA;NA;46;12.63;1;KIE;B2
17;37;BRISONr_214;2017;HN_WF;NA;274;NA;NA;NA;74.9318;41.4176;707.84;1398.56;39.76;368;NA;NA;NA;NA;NA;NA;NA;27;10.63;1;KIE;B2
17;38;BRISONr_179;2017;HN_WF;NA;274;NA;NA;NA;82.9814;40.6436;1195.2;2235.04;38.46;752;NA;NA;NA;NA;NA;NA;NA;32;11.37;1;KIE;B2
17;39;BRISONr_22;2017;LN_NF;NA;274;NA;NA;NA;60.1656;35.9308;710.88;1579.04;32.09;608;NA;NA;NA;NA;NA;NA;NA;17;8.38;1;KIE;B2
17;40;BRISONr_32;2017;LN_NF;NA;274;NA;NA;NA;62.909;43.8256;903.2;1921.6;40.68;560;NA;NA;NA;NA;NA;NA;NA;21;8.36;1;KIE;B2
17;41;BRISONr_37;2017;LN_NF;NA;274;NA;NA;NA;58.1446;41.882;651.04;1477.28;39.25;448;NA;NA;NA;NA;NA;NA;NA;23;9.58;1;KIE;B2
17;42;BRISONr_21;2017;LN_NF;NA;274;NA;202;NA;61.5416;38.8118;677.28;1492.96;37.68;400;NA;NA;NA;NA;NA;NA;NA;19;9.44;1;KIE;B2
17;43;BRISONr_58;2017;LN_NF;NA;274;NA;NA;NA;70.0384;45.236;691.68;1471.52;43.84;384;NA;NA;NA;NA;NA;NA;NA;15;8.65;1;KIE;B2
17;44;BRISONr_108;2017;LN_NF;NA;274;NA;NA;NA;63.2702;41.8992;439.2;1004.96;40.07;272;NA;NA;NA;NA;NA;NA;NA;14;9.22;1;KIE;B2
17;45;BRISONr_39;2017;LN_NF;NA;274;NA;NA;NA;58.265;37.883;737.44;1556.64;38.01;400;NA;NA;NA;NA;NA;NA;NA;27;9.4;1;KIE;B2
17;46;BRISONr_47;2017;LN_NF;NA;274;NA;205;NA;64.7838;35.9824;738.4;1635.52;34.84;544;NA;NA;NA;NA;NA;NA;NA;24;8.15;1;KIE;B2
17;47;BRISONr_99;2017;LN_NF;NA;274;NA;202;NA;60.4322;44.3158;707.68;1524;43.21;496;NA;NA;NA;NA;NA;NA;NA;22;9.09;1;KIE;B2
17;48;BRISONr_72;2017;LN_NF;NA;274;NA;NA;NA;63.4336;34.7698;780.96;1662.88;34.44;496;NA;NA;NA;NA;NA;NA;NA;15;8.22;1;KIE;B2
17;49;BRISONr_73;2017;LN_NF;NA;274;NA;NA;NA;62.7284;40.2738;618.56;1248.48;37.01;432;NA;NA;NA;NA;NA;NA;NA;19;8.3;1;KIE;B2
17;5;BRISONr_219;2017;LN_NF;NA;274;155;NA;NA;57.0524;38.6656;600.16;1355.68;37.62;448;NA;NA;NA;NA;NA;NA;NA;17;8.83;1;KIE;B1
17;50;BRISONr_128;2017;LN_NF;NA;274;NA;NA;NA;65.489;40.9446;692.32;1500.48;39.31;432;NA;NA;NA;NA;NA;NA;NA;11;8.1;1;KIE;B2
17;51;BRISONr_158;2017;LN_NF;NA;274;NA;NA;NA;45.4682;35.2342;454.08;1203.04;34.23;528;NA;NA;NA;NA;NA;NA;NA;18;9.83;1;KIE;B2
17;52;BRISONr_153;2017;LN_NF;NA;274;NA;NA;NA;51.944;36.5758;549.44;1364.64;35.11;560;NA;NA;NA;NA;NA;NA;NA;21;8.24;1;KIE;B2
17;53;BRISONr_194;2017;LN_NF;NA;274;NA;NA;NA;32.1038;37.7282;410.24;829.44;37.99;400;NA;NA;NA;NA;NA;NA;NA;17;8.47;1;KIE;B2
17;54;BRISONr_211;2017;LN_NF;NA;274;NA;NA;NA;35.9652;36.9198;489.76;1192;37.88;432;NA;NA;NA;NA;NA;NA;NA;20;9.28;1;KIE;B2
17;55;BRISONr_181;2017;LN_NF;NA;274;NA;201;NA;NA;38.4678;529.6;1136.64;36.98;448;NA;NA;NA;NA;NA;NA;NA;12;7.44;1;KIE;B2
17;56;BRISONr_203;2017;LN_NF;NA;274;NA;201;NA;NA;37.3928;368.8;842.56;37.66;256;NA;NA;NA;NA;NA;NA;NA;19;8.19;1;KIE;B2
17;57;BRISONr_184;2017;LN_NF;NA;274;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;KIE;B2
17;6;BRISONr_152;2017;LN_NF;NA;274;156;NA;NA;51.5742;38.3474;358.56;918.24;35.07;320;NA;NA;NA;NA;NA;NA;NA;10;7.59;1;KIE;B1
17;7;BRISONr_160;2017;LN_NF;NA;274;157;208;NA;51.8838;41.7444;472.32;1106.56;41.64;336;NA;NA;NA;NA;NA;NA;NA;16;8.09;1;KIE;B1
17;8;BRISONr_148;2017;LN_NF;NA;274;152;NA;NA;49.4242;44.1008;632.8;1351.36;45.51;400;NA;NA;NA;NA;NA;NA;NA;15;7.64;1;KIE;B1
17;9;BRISONr_4;2017;LN_NF;NA;274;155;NA;NA;50.998;37.9346;314.72;705.12;32.78;352;NA;NA;NA;NA;NA;NA;NA;6;6.65;1;KIE;B1
18;1;BRISONr_206;2017;LN_NF;NA;274;147;NA;NA;34.2108;38.9752;573.28;1232.48;37.21;368;NA;NA;NA;NA;NA;NA;NA;20;8.68;1;KIE;B1
18;10;BRISONr_86;2017;LN_NF;NA;274;155;202;NA;53.9736;42.2088;595.04;1303.52;37.91;416;NA;NA;NA;NA;NA;NA;NA;4;6.72;1;KIE;B1
18;11;BRISONr_17;2017;LN_NF;NA;274;152;NA;NA;59.5464;38.958;497.44;1024;36.62;288;NA;NA;NA;NA;NA;NA;NA;16;7.5;1;KIE;B1
18;12;BRISONr_82;2017;LN_NF;NA;274;153;NA;NA;52.9674;35.389;459.52;1035.52;34.9;416;NA;NA;NA;NA;NA;NA;NA;13;7.35;1;KIE;B1
18;13;BRISONr_75;2017;LN_NF;NA;274;152;NA;NA;62.3758;36.9456;697.12;1529.28;36.75;528;NA;NA;NA;NA;NA;NA;NA;23;7.97;1;KIE;B1
18;14;BRISONr_97;2017;LN_NF;NA;274;153;NA;NA;46.8958;37.2896;728.32;1759.68;36.82;464;NA;NA;NA;NA;NA;NA;NA;13;8.04;1;KIE;B1
18;15;BRISONr_72;2017;LN_NF;NA;274;155;NA;NA;57.3792;34.357;773.12;1694.56;33.7;480;NA;NA;NA;NA;NA;NA;NA;13;7.5;1;KIE;B1
18;16;BRISONr_47;2017;LN_NF;NA;274;152;202;NA;47.7042;35.8104;664.16;1392.16;39.39;432;NA;NA;NA;NA;NA;NA;NA;23;8.35;1;KIE;B1
18;18;BRISONr_79;2017;LN_NF;NA;274;153;NA;NA;NA;35.8276;688.64;1568.96;34.2;432;NA;NA;NA;NA;NA;NA;NA;22;8.97;1;KIE;B1
18;19;BRISONr_96;2017;LN_NF;NA;274;151;202;NA;60.329;39.001;891.68;1913.76;39.92;560;NA;NA;NA;NA;NA;NA;NA;26;8.97;1;KIE;B1
18;2;BRISONr_208;2017;LN_NF;NA;274;152;NA;NA;59.3658;43.8428;657.28;1408.16;42.79;384;NA;NA;NA;NA;NA;NA;NA;25;8.69;1;KIE;B1
18;20;BRISONr_160;2017;HN_WF;NA;274;NA;212;NA;73.5558;42.4324;519.2;1187.68;37.73;368;NA;NA;NA;NA;NA;NA;NA;33;11.41;1;KIE;B2
18;21;BRISONr_168;2017;HN_WF;NA;274;NA;NA;NA;58.8326;42.097;892;2038.88;39.44;624;NA;NA;NA;NA;NA;NA;NA;22;11.97;1;KIE;B2
18;22;BRISONr_145;2017;HN_WF;NA;274;NA;NA;NA;67.6132;41.581;876.96;1779.36;40.49;496;NA;NA;NA;NA;NA;NA;NA;43;11.86;1;KIE;B2
18;23;BRISONr_163;2017;HN_WF;NA;274;NA;NA;NA;68.9118;38.7172;737.92;1707.04;37.49;416;NA;NA;NA;NA;NA;NA;NA;23;10.95;1;KIE;B2
18;24;BRISONr_17;2017;HN_WF;NA;274;NA;NA;NA;89.8098;40.4544;564.8;1137.28;38.83;304;NA;NA;NA;NA;NA;NA;NA;38;11.68;1;KIE;B2
18;25;BRISONr_59;2017;HN_WF;NA;274;NA;NA;NA;80.6164;39.9642;599.68;1134.4;38.84;320;NA;NA;NA;NA;NA;NA;NA;28;10.03;1;KIE;B2
18;26;BRISONr_9;2017;HN_WF;NA;274;NA;NA;NA;78.0622;37.8744;581.6;1193.6;38.84;400;NA;NA;NA;NA;NA;NA;NA;48;12.49;1;KIE;B2
18;28;BRISONr_79;2017;HN_WF;NA;274;NA;NA;NA;NA;35.3546;972.64;1953.28;35.94;528;NA;NA;NA;NA;NA;NA;NA;34;11.55;1;KIE;B2
18;29;BRISONr_57;2017;HN_WF;NA;274;NA;NA;NA;72.3948;39.8696;872;1987.04;38.46;592;NA;NA;NA;NA;NA;NA;NA;44;11.92;1;KIE;B2
18;3;BRISONr_181;2017;LN_NF;NA;274;150;200;NA;52.1332;38.5538;665.28;1364.16;40.55;416;NA;NA;NA;NA;NA;NA;NA;11;7.49;1;KIE;B1
18;30;BRISONr_34;2017;HN_WF;NA;274;NA;NA;NA;88.838;40.1964;731.84;1509.28;38.46;448;NA;NA;NA;NA;NA;NA;NA;53;13.1;1;KIE;B2
18;31;BRISONr_105;2017;HN_WF;NA;274;NA;NA;NA;84.6154;41.667;857.92;1712.96;39.74;496;NA;NA;NA;NA;NA;NA;NA;34;10.99;1;KIE;B2
18;32;BRISONr_23;2017;HN_WF;NA;274;NA;NA;NA;NA;38.9064;776.48;1500.48;38.56;448;NA;NA;NA;NA;NA;NA;NA;34;11.3;1;KIE;B2
18;33;BRISONr_13;2017;HN_WF;NA;274;NA;NA;NA;78.1568;37.9346;1140.96;2200.8;37.12;640;NA;NA;NA;NA;NA;NA;NA;25;11;1;KIE;B2
18;35;BRISONr_219;2017;HN_WF;NA;274;NA;NA;NA;83.248;37.367;971.2;2050.24;35.79;768;NA;NA;NA;NA;NA;NA;NA;29;12.06;1;KIE;B2
18;36;BRISONr_186;2017;HN_WF;NA;274;NA;NA;NA;89.8786;38.27;1046.4;1945.92;37.71;640;NA;NA;NA;NA;NA;NA;NA;34;10.91;1;KIE;B2
18;37;BRISONr_184;2017;HN_WF;NA;274;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;KIE;B2
18;38;BRISONr_206;2017;HN_WF;NA;274;NA;NA;NA;NA;38.571;778.72;1550.4;36.65;496;NA;NA;NA;NA;NA;NA;NA;49;12.95;1;KIE;B2
18;39;BRISONr_23;2017;LN_NF;NA;274;NA;NA;NA;55.341;39.6374;330.24;717.76;37.06;208;NA;NA;NA;NA;NA;NA;NA;15;7.62;1;KIE;B2
18;4;BRISONr_186;2017;LN_NF;NA;274;149;NA;NA;70.1674;38.399;896.32;1827.2;36.6;624;NA;NA;NA;NA;NA;NA;NA;13;7.88;1;KIE;B1
18;40;BRISONr_46;2017;LN_NF;NA;274;NA;NA;NA;58.9186;38.6054;500.8;1163.04;37.22;448;NA;NA;NA;NA;NA;NA;NA;23;8.46;1;KIE;B2
18;41;BRISONr_19;2017;LN_NF;NA;274;NA;NA;NA;58.1446;42.0712;351.68;772.32;39.68;256;NA;NA;NA;NA;NA;NA;NA;20;8.84;1;KIE;B2
18;42;BRISONr_43;2017;LN_NF;NA;274;NA;NA;NA;51.7978;42.6474;901.6;1939.04;39.53;624;NA;NA;NA;NA;NA;NA;NA;11;8.53;1;KIE;B2
18;43;BRISONr_16;2017;LN_NF;NA;274;NA;NA;NA;55.3152;40.0846;560.96;1284.32;39.84;480;NA;NA;NA;NA;NA;NA;NA;13;9.39;1;KIE;B2
18;44;BRISONr_114;2017;LN_NF;NA;274;NA;NA;NA;56.6654;40.3856;629.12;1580.64;39.48;528;NA;NA;NA;NA;NA;NA;NA;16;9.47;1;KIE;B2
18;45;BRISONr_112;2017;LN_NF;NA;274;NA;NA;NA;51.987;43.7912;645.92;1597.44;42.41;512;NA;NA;NA;NA;NA;NA;NA;27;9.41;1;KIE;B2
18;46;BRISONr_9;2017;LN_NF;NA;274;NA;NA;NA;64.9988;36.9886;393.92;948.96;33.77;464;NA;NA;NA;NA;NA;NA;NA;25;9.12;1;KIE;B2
18;47;BRISONr_34;2017;LN_NF;NA;274;NA;NA;NA;60.6386;38.2442;720.64;1591.68;38.8;528;NA;NA;NA;NA;NA;NA;NA;23;8.74;1;KIE;B2
18;49;BRISONr_38;2017;LN_NF;NA;274;NA;202;NA;62.2554;37.2982;824.96;1710.88;36.36;640;NA;NA;NA;NA;NA;NA;NA;23;8.32;1;KIE;B2
18;5;BRISONr_201;2017;LN_NF;NA;274;150;NA;NA;55.814;35.3804;730.72;1624.48;36.57;560;NA;NA;NA;NA;NA;NA;NA;9;8.71;1;KIE;B1
18;50;BRISONr_138;2017;LN_NF;NA;274;NA;205;NA;53.1652;38.3302;818.24;1974.08;37.63;656;NA;NA;NA;NA;NA;NA;NA;27;9.23;1;KIE;B2
18;51;BRISONr_143;2017;LN_NF;NA;274;NA;NA;NA;60.3548;41.9422;533.92;1195.2;41.61;352;NA;NA;NA;NA;NA;NA;NA;21;8.8;1;KIE;B2
18;52;BRISONr_157;2017;LN_NF;NA;274;NA;NA;NA;50.7744;37.1348;590.72;1505.44;35.45;464;NA;NA;NA;NA;NA;NA;NA;18;8.53;1;KIE;B2
18;53;BRISONr_218;2017;LN_NF;NA;274;NA;NA;NA;46.483;36.808;679.04;1326.08;33.87;416;NA;NA;NA;NA;NA;NA;NA;12;6.98;1;KIE;B2
18;54;BRISONr_200;2017;LN_NF;NA;274;NA;NA;NA;52.3912;44.29;467.2;1042.88;39.89;400;NA;NA;NA;NA;NA;NA;NA;16;8.32;1;KIE;B2
18;55;BRISONr_178;2017;LN_NF;NA;274;NA;NA;NA;54.3692;37.5132;500.64;1018.88;36.43;368;NA;NA;NA;NA;NA;NA;NA;14;6.98;1;KIE;B2
18;56;BRISONr_193;2017;LN_NF;NA;274;NA;NA;NA;46.8528;34.5806;608.16;1410.56;33.43;592;NA;NA;NA;NA;NA;NA;NA;17;8.29;1;KIE;B2
18;57;BRISONr_192;2017;LN_NF;NA;274;NA;NA;NA;NA;33.54;491.52;1231.52;33.14;544;NA;NA;NA;NA;NA;NA;NA;20;7.82;1;KIE;B2
18;6;BRISONr_128;2017;LN_NF;NA;274;156;NA;NA;64.5602;43.3698;752.8;1640;43.72;432;NA;NA;NA;NA;NA;NA;NA;5;6.93;1;KIE;B1
18;7;BRISONr_154;2017;LN_NF;NA;274;151;NA;NA;48.031;36.507;374.24;900.32;36.95;240;NA;NA;NA;NA;NA;NA;NA;19;8.04;1;KIE;B1
18;8;BRISONr_158;2017;LN_NF;NA;274;153;NA;NA;36.1372;34.0474;724;1904.64;34.03;736;NA;NA;NA;NA;NA;NA;NA;11;8.05;1;KIE;B1
18;9;BRISONr_85;2017;LN_NF;NA;274;156;NA;NA;49.0974;41.4176;531.04;1224.64;39.99;368;NA;NA;NA;NA;NA;NA;NA;16;6.89;1;KIE;B1
19;1;BRISONr_192;2017;LN_NF;NA;274;152;NA;NA;41.8734;36.7994;569.12;1306.08;37.25;480;NA;NA;NA;NA;NA;NA;NA;18;7.82;1;KIE;B1
19;10;BRISONr_57;2017;LN_NF;NA;274;156;NA;NA;NA;41.8648;620.8;1533.6;39.75;464;NA;NA;NA;NA;NA;NA;NA;25;8.7;1;KIE;B1
19;11;BRISONr_8;2017;LN_NF;NA;274;156;NA;NA;55.2378;39.5342;723.36;1560.16;41.08;464;NA;NA;NA;NA;NA;NA;NA;8;7.71;1;KIE;B1
19;12;BRISONr_93;2017;LN_NF;NA;274;152;NA;NA;NA;39.4826;722.08;1682.24;42.27;448;NA;NA;NA;NA;NA;NA;NA;20;8.64;1;KIE;B1
19;13;BRISONr_53;2017;LN_NF;NA;274;150;NA;NA;64.07;41.5036;668.96;1413.12;42.88;464;NA;NA;NA;NA;NA;NA;NA;17;7.63;1;KIE;B1
19;14;BRISONr_74;2017;LN_NF;NA;274;152;NA;NA;NA;37.1004;988.96;2133.6;35.05;688;NA;NA;NA;NA;NA;NA;NA;14;8.13;1;KIE;B1
19;15;BRISONr_71;2017;LN_NF;NA;274;152;NA;NA;54.18;39.7836;739.2;1559.52;40.08;560;NA;NA;NA;NA;NA;NA;NA;18;7.93;1;KIE;B1
19;16;BRISONr_14;2017;LN_NF;NA;274;155;NA;NA;51.3076;41.4262;344.96;726.72;38.23;240;NA;NA;NA;NA;NA;NA;NA;5;8.33;1;KIE;B1
19;17;BRISONr_88;2017;LN_NF;NA;274;154;NA;NA;57.4308;35.7674;262.88;649.6;32.99;272;NA;NA;NA;NA;NA;NA;NA;22;8.31;1;KIE;B1
19;18;BRISONr_124;2017;LN_NF;NA;274;153;NA;NA;46.569;34.3828;624.64;1662.72;32.9;464;NA;NA;NA;NA;NA;NA;NA;25;9.71;1;KIE;B1
19;19;BRISONr_34;2017;LN_NF;NA;274;152;NA;NA;52.8642;37.2294;797.28;2080.48;30.06;608;NA;NA;NA;NA;NA;NA;NA;25;9.48;1;KIE;B1
19;20;BRISONr_150;2017;HN_WF;NA;274;NA;NA;NA;66.8736;41.2284;718.08;1580.16;38.3;448;NA;NA;NA;NA;NA;NA;NA;38;12.06;1;KIE;B2
19;21;BRISONr_157;2017;HN_WF;NA;274;NA;NA;NA;71.6552;38.1066;563.84;1246.72;38.56;384;NA;NA;NA;NA;NA;NA;NA;40;11.89;1;KIE;B2
19;22;BRISONr_146;2017;HN_WF;NA;274;NA;202;NA;71.6552;44.548;1117.6;2199.2;45.52;608;NA;NA;NA;NA;NA;NA;NA;50;12.8;1;KIE;B2
19;23;BRISONr_164;2017;HN_WF;NA;274;NA;202;NA;68.0948;41.5294;852;1723.52;41.32;448;NA;NA;NA;NA;NA;NA;NA;30;11.97;1;KIE;B2
19;24;BRISONr_103;2017;HN_WF;NA;274;NA;NA;NA;69.2902;39.603;1255.68;2508;37.88;704;NA;NA;NA;NA;NA;NA;NA;35;11.59;1;KIE;B2
19;25;BRISONr_42;2017;HN_WF;NA;274;NA;NA;NA;88.8638;40.9274;716.16;1376.32;42.95;384;NA;NA;NA;NA;NA;NA;NA;33;11.82;1;KIE;B2
19;26;BRISONr_20;2017;HN_WF;NA;274;NA;NA;NA;81.5796;37.1176;791.2;1628.32;35.89;512;NA;NA;NA;NA;NA;NA;NA;31;12.2;1;KIE;B2
19;27;BRISONr_53;2017;HN_WF;NA;274;NA;NA;NA;89.0272;43.3698;1000.16;1970.88;41.15;608;NA;NA;NA;NA;NA;NA;NA;37;12.47;1;KIE;B2
19;28;BRISONr_106;2017;HN_WF;NA;274;NA;NA;NA;72.4292;41.5638;889.12;1825.6;38.43;560;NA;NA;NA;NA;NA;NA;NA;22;11.08;1;KIE;B2
19;3;BRISONr_220;2017;LN_NF;NA;274;156;NA;NA;56.8374;37.8572;997.44;2139.52;34.02;656;NA;NA;NA;NA;NA;NA;NA;10;7.76;1;KIE;B1
19;30;BRISONr_3;2017;HN_WF;NA;274;NA;NA;NA;83.2308;42.8452;981.6;1875.84;42.73;704;NA;NA;NA;NA;NA;NA;NA;48;12.68;1;KIE;B2
19;31;BRISONr_41;2017;HN_WF;NA;274;NA;NA;NA;81.012;40.4544;911.2;1728.64;40.01;560;NA;NA;NA;NA;NA;NA;NA;29;11.61;1;KIE;B2
19;32;BRISONr_5;2017;HN_WF;NA;274;NA;NA;NA;88.8552;40.3168;817.28;1600.16;38.75;448;NA;NA;NA;NA;NA;NA;NA;33;12.23;1;KIE;B2
19;33;BRISONr_66;2017;HN_WF;NA;274;NA;NA;NA;95.0816;40.2308;962.4;1893.6;41.64;512;NA;NA;NA;NA;NA;NA;NA;35;11.98;1;KIE;B2
19;34;BRISONr_204;2017;HN_WF;NA;274;NA;202;NA;95.3826;38.8118;1613.76;3127.04;39.45;976;NA;NA;NA;NA;NA;NA;NA;33;11.58;1;KIE;B2
19;35;BRISONr_178;2017;HN_WF;NA;274;NA;NA;NA;87.9264;36.6446;1284;2334.72;37.6;752;NA;NA;NA;NA;NA;NA;NA;34;11.53;1;KIE;B2
19;36;BRISONr_211;2017;HN_WF;NA;274;NA;NA;NA;61.8942;39.2676;546.08;1060.48;38.96;384;NA;NA;NA;NA;NA;NA;NA;45;13.42;1;KIE;B2
19;37;BRISONr_183;2017;HN_WF;NA;274;NA;NA;NA;92.1662;40.635;925.6;1651.52;39.38;608;NA;NA;NA;NA;NA;NA;NA;35;11.38;1;KIE;B2
19;38;BRISONr_203;2017;HN_WF;NA;274;NA;200;NA;75.0264;42.183;823.2;1585.76;41.44;432;NA;NA;NA;NA;NA;NA;NA;39;11.88;1;KIE;B2
19;39;BRISONr_2;2017;LN_NF;NA;274;NA;NA;NA;60.2774;38.0292;663.2;1337.76;34.72;448;NA;NA;NA;NA;NA;NA;NA;13;6.87;1;KIE;B2
19;4;BRISONr_194;2017;LN_NF;NA;274;148;NA;NA;55.5044;42.0196;636.64;1296.48;42.06;464;NA;NA;NA;NA;NA;NA;NA;23;9.5;1;KIE;B1
19;40;BRISONr_8;2017;LN_NF;NA;274;NA;NA;NA;64.801;41.1768;1037.92;2202.72;40.6;624;NA;NA;NA;NA;NA;NA;NA;10;8.27;1;KIE;B2
19;41;BRISONr_80;2017;LN_NF;NA;274;NA;NA;NA;61.1976;45.5628;472.48;1054.4;41.36;400;NA;NA;NA;NA;NA;NA;NA;12;9.05;1;KIE;B2
19;42;BRISONr_61;2017;LN_NF;NA;274;NA;NA;NA;65.8158;43.817;732;1558.72;43.27;464;NA;NA;NA;NA;NA;NA;NA;25;9.14;1;KIE;B2
19;43;BRISONr_91;2017;LN_NF;NA;274;NA;NA;NA;69.6342;41.667;674.56;1552.32;37.42;528;NA;NA;NA;NA;NA;NA;NA;25;9.06;1;KIE;B2
19;44;BRISONr_52;2017;LN_NF;NA;274;NA;NA;NA;69.2214;37.1004;974.08;2059.84;37.73;592;NA;NA;NA;NA;NA;NA;NA;23;8.35;1;KIE;B2
19;45;BRISONr_41;2017;LN_NF;NA;274;NA;NA;NA;68.2238;39.8438;626.72;1298.4;38.57;400;NA;NA;NA;NA;NA;NA;NA;20;8.69;1;KIE;B2
19;46;BRISONr_106;2017;LN_NF;NA;274;NA;NA;NA;62.1866;41.2112;873.28;1776.48;44.23;592;NA;NA;NA;NA;NA;NA;NA;13;8.52;1;KIE;B2
19;47;BRISONr_92;2017;LN_NF;NA;274;NA;NA;NA;55.857;36.3608;836.48;1864.96;33.7;672;NA;NA;NA;NA;NA;NA;NA;9;8.69;1;KIE;B2
19;48;BRISONr_14;2017;LN_NF;NA;274;NA;NA;NA;54.524;38.7602;875.36;1836.64;36.49;576;NA;NA;NA;NA;NA;NA;NA;10;9.36;1;KIE;B2
19;49;BRISONr_64;2017;LN_NF;NA;274;NA;NA;NA;62.909;41.6498;651.52;1444.8;41.38;416;NA;NA;NA;NA;NA;NA;NA;29;9.7;1;KIE;B2
19;5;BRISONr_188;2017;LN_NF;NA;274;151;NA;NA;54.696;41.4606;695.68;1589.28;35.98;512;NA;NA;NA;NA;NA;NA;NA;19;9.28;1;KIE;B1
19;50;BRISONr_165;2017;LN_NF;NA;274;NA;NA;NA;54.696;38.614;696.16;1643.2;37.18;496;NA;NA;NA;NA;NA;NA;NA;22;9;1;KIE;B2
19;51;BRISONr_148;2017;LN_NF;NA;274;NA;NA;NA;66.3146;44.075;876.64;1952.96;43.54;608;NA;NA;NA;NA;NA;NA;NA;25;9.32;1;KIE;B2
19;52;BRISONr_140;2017;LN_NF;NA;274;NA;NA;NA;48.504;40.2824;543.36;1307.2;36.56;432;NA;NA;NA;NA;NA;NA;NA;14;10.05;1;KIE;B2
19;54;BRISONr_219;2017;LN_NF;NA;274;NA;NA;NA;46.6464;37.0316;608.8;1401.44;36.01;496;NA;NA;NA;NA;NA;NA;NA;16;7.63;1;KIE;B2
19;56;BRISONr_212;2017;LN_NF;NA;274;NA;NA;NA;NA;42.656;523.68;1120.64;43.41;320;NA;NA;NA;NA;NA;NA;NA;6;7.99;1;KIE;B2
19;57;BRISONr_189;2017;LN_NF;NA;274;NA;201;NA;42.4324;34.056;327.84;703.68;32.84;288;NA;NA;NA;NA;NA;NA;NA;15;7.8;1;KIE;B2
19;6;BRISONr_143;2017;LN_NF;NA;274;153;NA;NA;55.3668;45.0296;802.72;1832.8;43.58;480;NA;NA;NA;NA;NA;NA;NA;17;8.24;1;KIE;B1
19;7;BRISONr_151;2017;LN_NF;NA;274;153;NA;NA;56.1408;41.8476;868.48;1984.64;41.3;544;NA;NA;NA;NA;NA;NA;NA;21;8.35;1;KIE;B1
19;8;BRISONr_167;2017;LN_NF;NA;274;153;NA;NA;54.18;45.1414;377.76;971.04;44.38;256;NA;NA;NA;NA;NA;NA;NA;25;9.72;1;KIE;B1
19;9;BRISONr_59;2017;LN_NF;NA;274;156;202;NA;54.4552;38.7602;830.08;1852.16;35.71;656;NA;NA;NA;NA;NA;NA;NA;15;7.9;1;KIE;B1
2;1;BRISONr_154;2017;HN_NF;NA;274;152;NA;NA;67.4756;36.7134;1015.68;2172.96;35.91;624;NA;NA;NA;NA;NA;NA;NA;43;12.61;1;KIE;B1
2;10;BRISONr_124;2017;HN_NF;NA;274;155;NA;NA;37.152;35.7846;613.28;1265.76;36.21;400;NA;NA;NA;NA;NA;NA;NA;30;10.81;1;KIE;B1
