"BRISONr";"Treatment";"Block";"Row";"Column";"Year";"Location";"Subtrial";"Sowing_date";"Emergence_date";"BBCH59";"BBCH87";"Plantheight";"Seedyield";"Seedyield_bio";"Biomass_bio";"TKW_plot";"TKW_bio";"Spike_number";"Stripe_rust";"Powdery_mildew";"Leaf_rust";"Septoria";"DTR";"Fusarium";"Falling_number";"Crude_protein";"Sedimentation"
"BRISONr_221";"HN_NF";"B2";19;2;2018;"HAN";1;299;NA;151;NA;67;86.21;959.82;1763.72;44.96;44.06;540;0;0;0.5;0.5;0.5;NA;NA;11.68;47
"BRISONr_221";"HN_WF";"B1";7;8;2018;"HAN";1;299;NA;150;188;72.5;88.03;756.37;1365.37;47.94;44.41;435;0;0;0;0;0;NA;NA;11.9;52
"BRISONr_221";"HN_WF";"B2";16;18;2018;"HAN";1;299;NA;150;NA;68.25;80.16;860.87;1581.11;43.11;42.04;495;0;0;0;0;0;NA;NA;12.46;49
"BRISONr_221";"LN_NF";"B1";11;3;2018;"HAN";1;299;NA;150;183;72;58.5;638.08;1348.13;39.58;36.38;510;7.5;0;7.5;5;0.5;NA;NA;9.98;34
"BRISONr_221";"LN_NF";"B2";22;15;2018;"HAN";1;299;NA;151;NA;65.5;64.15;NA;855.17;43.19;NA;285;0.25;0;0.5;2.75;0.5;NA;NA;8.31;25
"BRISONr_221";"LN_WF";"B1";2;14;2018;"HAN";1;299;NA;154;183;50;50.94;679.46;1299.25;45.68;41.81;525;5;0;1;7.5;0;NA;NA;8.66;26
"BRISONr_221";"LN_WF";"B2";21;8;2018;"HAN";1;299;NA;152;NA;69.25;63.99;664.47;1325.64;41.06;38.98;480;0.25;0;0.5;0.75;0.25;NA;NA;8.05;25
"BRISONr_222";"HN_NF";"B1";2;20;2018;"HAN";1;299;NA;149;186;61.5;82.71;1160.12;2033.43;42.75;40.92;630;0;0;0.5;0;0;NA;NA;11.64;45
"BRISONr_222";"HN_NF";"B2";22;3;2018;"HAN";1;299;NA;148;NA;57;89.12;782.46;1370.01;47.18;45.66;450;0;0;0.25;0.5;0.25;NA;NA;10.83;43
"BRISONr_222";"HN_WF";"B1";5;10;2018;"HAN";1;299;NA;147;188;64;90.8;823.69;1407.2;47.22;45.67;405;0;0;0;0;0;NA;NA;11.25;43
"BRISONr_222";"HN_WF";"B2";21;19;2018;"HAN";1;299;NA;148;NA;67.75;77.4;883.36;1851.72;42.61;43.55;585;0;0;0;0;0;NA;NA;11.47;44
"BRISONr_222";"LN_NF";"B1";3;2;2018;"HAN";1;299;NA;147;183;67.5;65.3;618.89;1273.76;38.07;34.75;435;2.5;0;0.5;7.5;3;NA;NA;10;29
"BRISONr_222";"LN_NF";"B2";18;14;2018;"HAN";1;299;NA;148;NA;63.5;66.23;NA;1682.16;44.41;NA;540;0;0;0.5;2.75;0.5;NA;NA;7.88;20
"BRISONr_222";"LN_WF";"B1";11;12;2018;"HAN";1;299;NA;148;187;62;66.47;753.37;1386.96;43.91;42.09;465;0.25;0;0.5;5;0;NA;NA;8.24;24
"BRISONr_222";"LN_WF";"B2";17;10;2018;"HAN";1;299;NA;148;NA;60.75;67.72;597.3;1155.17;44.57;40.82;390;0;0;0.5;0.75;0.25;NA;NA;7.85;21
"BRISONr_223";"HN_NF";"B1";13;17;2018;"HAN";1;299;NA;147;186;69;83.02;950.37;1703.15;41.99;37.05;615;0;0;0.5;0.5;0;NA;NA;10.33;27
"BRISONr_223";"HN_NF";"B2";16;4;2018;"HAN";1;299;NA;147;NA;62.75;88.94;993.55;1761.77;42.84;40.61;480;0;0;0.5;0.5;0.53;NA;NA;10.12;26
"BRISONr_223";"HN_WF";"B1";7;10;2018;"HAN";1;299;NA;147;188;70;90.79;963.72;1653.52;42.74;40.2;465;0;0;0;0;0;NA;NA;10.44;28
"BRISONr_223";"HN_WF";"B2";23;19;2018;"HAN";1;299;NA;147;NA;73.25;74.72;956.07;1444.98;36.65;36.84;465;0;0;0;0.5;0;NA;NA;11.84;29
"BRISONr_223";"LN_NF";"B1";8;2;2018;"HAN";1;299;NA;147;183;72;66.79;781.41;1595.2;36.85;33.76;510;6.5;0;10;5;1;NA;NA;8.82;18
"BRISONr_223";"LN_NF";"B2";24;12;2018;"HAN";1;299;NA;148;NA;68;65;NA;1747.98;38.77;NA;540;0;0;2;4;0;NA;NA;7.06;13
"BRISONr_223";"LN_WF";"B1";3;14;2018;"HAN";1;299;NA;147;183;65;64.11;763.27;1427.59;40.02;75.87;480;0.5;0;5;5;0;NA;NA;7.04;13
"BRISONr_223";"LN_WF";"B2";18;10;2018;"HAN";1;299;NA;146;NA;64.75;70.34;861.62;1613.19;41.1;38.75;510;0.5;0;0.25;2.79;0.25;NA;NA;7.4;14
"BRISONr_224";"HN_NF";"B1";12;17;2018;"HAN";1;299;NA;148;187;64.5;85.18;995.8;1746.63;47.01;46.19;510;0;0;0;5;0.5;NA;NA;11.62;40
"BRISONr_224";"HN_NF";"B2";21;4;2018;"HAN";1;299;NA;148;NA;64.75;78.66;881.26;1689.96;45.96;46.07;420;0;0;0.5;5;0;NA;NA;11.44;40
"BRISONr_224";"HN_WF";"B1";12;9;2018;"HAN";1;299;NA;148;188;65.5;85.03;910.34;1537.63;46.86;43.37;450;0;0;0;0.25;0;NA;NA;12.01;44
"BRISONr_224";"HN_WF";"B2";17;20;2018;"HAN";1;299;NA;150;NA;62.75;70.86;826.84;1512.44;42.56;39.73;435;0;0;0;0;0;NA;NA;11.7;43
"BRISONr_224";"LN_NF";"B1";1;4;2018;"HAN";1;299;NA;148;178;61;44.06;438.98;953.37;32.71;31.18;315;1;0;3;5;5;NA;NA;11.83;36
"BRISONr_224";"LN_NF";"B2";21;12;2018;"HAN";1;299;NA;148;NA;65.25;59.96;NA;1537.33;43.31;NA;450;0.25;0;0.5;1.75;0;NA;NA;8.37;21
"BRISONr_224";"LN_WF";"B1";5;14;2018;"HAN";1;299;NA;148;185;62.5;59.34;788.31;1523.69;42.07;62.97;495;0;0;0.75;4;0;NA;NA;8.25;21
"BRISONr_224";"LN_WF";"B2";24;8;2018;"HAN";1;299;NA;152;NA;64.5;69.15;639.58;1289.51;42.44;41.34;360;0;0;0.5;0.25;0.25;NA;NA;8.45;22
"BRISONr_225";"HN_NF";"B1";5;19;2018;"HAN";1;299;NA;150;186;74;88.45;797.15;1494.3;43.87;39.07;465;0;0;0.25;0.25;0;NA;NA;12.08;46
"BRISONr_225";"HN_NF";"B2";24;4;2018;"HAN";1;299;NA;148;NA;70.75;92.36;757.72;1381.11;44.54;41.49;405;0;0;0.25;3;0;NA;NA;11.63;43
"BRISONr_225";"HN_WF";"B1";12;10;2018;"HAN";1;299;NA;148;183;71;82.81;NA;1308.55;45.96;NA;375;0;0;0;0;0;NA;NA;11.53;43
"BRISONr_225";"HN_WF";"B2";26;17;2018;"HAN";1;299;NA;148;NA;75.75;91.81;894.15;1645.58;42.67;41.79;465;0;0;1;0;0;NA;NA;11.56;44
"BRISONr_225";"LN_NF";"B1";7;2;2018;"HAN";1;299;NA;150;183;73.5;73.07;745.13;1422.79;39.73;37.54;420;0;0;0.5;5;1;NA;NA;9.39;24
"BRISONr_225";"LN_NF";"B2";14;13;2018;"HAN";1;299;NA;148;NA;68.25;65.97;406.75;789.21;42.3;38.98;270;0;0;0.5;5;0.5;NA;NA;8.05;17
"BRISONr_225";"LN_WF";"B1";12;12;2018;"HAN";1;299;NA;150;187;75;73.08;873.31;1736.28;42.08;37.92;540;0;0;0.5;7.5;0;NA;NA;8.33;21
"BRISONr_225";"LN_WF";"B2";21;7;2018;"HAN";1;299;NA;150;NA;72.25;69.93;775.56;1525.19;43.68;38.92;405;0;0;0.5;2.5;0;NA;NA;7.84;17
"BRISONr_226";"HN_NF";"B1";9;20;2018;"HAN";1;299;NA;146;183;72;79.46;807.35;1489.51;39.58;37.34;450;0;0;3;0.5;0;NA;NA;11.5;28
"BRISONr_226";"HN_NF";"B2";15;5;2018;"HAN";1;299;NA;146;NA;68.25;85.04;909;1611.69;41.03;39.65;465;0;0;0.5;0.5;0;NA;NA;10.46;25
"BRISONr_226";"HN_WF";"B1";10;8;2018;"HAN";1;299;NA;146;183;73.5;91.55;862.07;1478.71;44.71;40.55;465;0;0;0;0.25;0.5;NA;NA;10.84;27
"BRISONr_226";"HN_WF";"B2";23;20;2018;"HAN";1;299;NA;146;NA;67.75;75.52;551.42;1729.84;39.15;34.15;525;0;0;0;0;0;NA;NA;11.62;28
"BRISONr_226";"LN_NF";"B1";5;4;2018;"HAN";1;299;NA;148;178;74;64.16;571.81;1161.32;33.13;32.68;360;0;0;15;6.5;7.5;NA;NA;8.48;17
"BRISONr_226";"LN_NF";"B2";17;12;2018;"HAN";1;299;NA;146;NA;69.5;63.22;NA;1185.46;37.7;NA;390;0.25;0;5;6.5;0;NA;NA;7.32;13
"BRISONr_226";"LN_WF";"B1";4;12;2018;"HAN";1;299;NA;146;178;73;68.09;610.04;1149.63;39.17;36.96;435;0;0;5;4;0;NA;NA;7.7;14
"BRISONr_226";"LN_WF";"B2";15;8;2018;"HAN";1;299;NA;146;NA;71;61.99;639.58;1224.89;37.02;35.11;435;0;0;6.5;1.5;0;NA;NA;8.07;15
"BRISONr_227";"HN_NF";"B1";7;18;2018;"HAN";1;299;NA;148;187;70;97.09;1323.09;2314.24;40.24;38.62;765;0;0;0.25;0.5;0;NA;NA;10.95;30
"BRISONr_227";"HN_NF";"B2";23;5;2018;"HAN";1;299;NA;148;NA;66.5;95.7;995.8;2065.67;40.75;37.67;585;0;0;0;0.25;0.25;NA;NA;10.71;30
"BRISONr_227";"HN_WF";"B1";4;9;2018;"HAN";1;299;NA;148;186;63.5;79.53;1032.38;1766.57;39.2;39.17;540;0;0;0;0;0;NA;NA;10.82;30
"BRISONr_227";"HN_WF";"B2";21;18;2018;"HAN";1;299;NA;148;NA;70.5;90.64;852.32;1597;38.44;32.14;570;0;0;0;0;0;NA;NA;11.11;31
"BRISONr_227";"LN_NF";"B1";4;3;2018;"HAN";1;299;NA;147;183;69;61.54;773.31;1602.1;33.33;29.39;675;7.5;0;6.5;10;0.75;NA;NA;8.67;21
"BRISONr_227";"LN_NF";"B2";26;12;2018;"HAN";1;299;NA;148;NA;65.75;68.31;NA;1923.99;35.71;NA;630;1.5;0;4;10;0;NA;NA;7.58;16
"BRISONr_227";"LN_WF";"B1";9;12;2018;"HAN";1;299;NA;148;187;69.5;79.62;726.84;1469.12;37.57;35.78;555;5;0;7.5;7.5;0;NA;NA;7.83;18
"BRISONr_227";"LN_WF";"B2";24;10;2018;"HAN";1;299;NA;148;NA;61.75;66.75;791.9;1496.7;38.9;37.62;495;0.5;0;0.5;0.5;0;NA;NA;7.07;14
"BRISONr_228";"HN_NF";"B1";11;17;2018;"HAN";1;299;NA;148;183;68.5;87.71;1060.42;1876.01;45.49;45.17;675;0;0;0.25;0.75;0;NA;NA;11.31;35
"BRISONr_228";"HN_NF";"B2";15;3;2018;"HAN";1;299;NA;148;NA;67.75;87.88;900.75;1508.4;46.92;44.84;540;0;0;0.5;0.25;0.5;NA;NA;11.08;33
"BRISONr_228";"HN_WF";"B1";9;7;2018;"HAN";1;299;NA;148;186;69.5;90.52;880.06;1454.72;46.67;46.11;510;0;0;0;0;0;NA;NA;11.38;35
"BRISONr_228";"HN_WF";"B2";14;18;2018;"HAN";1;299;NA;148;NA;70;90.24;763.87;1297.3;44.82;43.58;420;0.25;0;0;0;0;NA;NA;11.34;34
"BRISONr_228";"LN_NF";"B1";13;3;2018;"HAN";1;299;NA;148;183;71.5;66.81;583.06;1124.89;39.47;37.87;420;0;0;4;1;5;NA;NA;9.24;24
"BRISONr_228";"LN_NF";"B2";23;12;2018;"HAN";1;299;NA;148;NA;67.5;68.25;NA;1406.45;43.29;NA;510;0;0;0.5;3;0;NA;NA;8.18;18
"BRISONr_228";"LN_WF";"B1";10;15;2018;"HAN";1;299;NA;148;183;69;75.39;959.97;1788.31;43.97;42.72;570;0;0;0.25;2.5;0;NA;NA;8.2;19
"BRISONr_228";"LN_WF";"B2";14;7;2018;"HAN";1;299;NA;148;NA;65.5;66.1;NA;1724.74;42.39;NA;585;0;0;0;0.75;0.5;NA;NA;7.51;17
"BRISONr_26";"HN_NF";"B1";8;19;2018;"HAN";1;299;NA;147;184;71.5;83.48;664.62;1249.93;45.79;40.74;480;0;0;0.25;0.25;0;NA;NA;11.88;40
"BRISONr_26";"HN_NF";"B2";24;3;2018;"HAN";1;299;NA;147;NA;70.75;85.53;859.37;1418.74;49.53;49.58;390;0;0;0.25;1.75;0;NA;NA;10.77;35
"BRISONr_26";"HN_WF";"B1";6;9;2018;"HAN";1;299;NA;147;183;70;87.99;916.04;1594.6;49.82;44.63;480;0;0;0;0.25;0;NA;NA;11.35;38
"BRISONr_26";"HN_WF";"B2";25;20;2018;"HAN";1;299;NA;147;NA;68.5;74.36;738.98;1352.47;43.79;41.59;420;0;0;0;0;0;NA;NA;11.72;36
"BRISONr_26";"LN_NF";"B1";10;5;2018;"HAN";1;299;NA;148;183;71.5;64.48;913.64;1708.25;42.52;42.92;510;0;0;2.75;5;0.75;NA;NA;8.97;25
"BRISONr_26";"LN_NF";"B2";21;13;2018;"HAN";1;299;NA;147;NA;69.75;62.95;NA;1106.3;44.32;NA;390;0.25;0;4;4;0;NA;NA;7.98;20
"BRISONr_26";"LN_WF";"B1";4;15;2018;"HAN";1;299;NA;147;183;67;63.37;577.21;1121.14;45.98;35.95;375;0.75;0;1;4;0;NA;NA;8.38;20
"BRISONr_26";"LN_WF";"B2";26;9;2018;"HAN";1;299;NA;147;NA;76.75;67.84;623.84;1259.07;46.24;46.7;495;0;0;0.5;2.75;0;NA;NA;8.69;22
"BRISONr_27";"HN_NF";"B1";2;17;2018;"HAN";1;299;NA;147;186;64.5;67.76;813.04;1516.19;39.91;38.27;495;0;0;0;0;0;NA;NA;11.59;18
"BRISONr_27";"HN_NF";"B2";22;2;2018;"HAN";1;299;NA;148;NA;67.25;82.88;NA;1449.63;40.52;NA;420;0;1;0.5;0.75;0;NA;NA;11.54;19
"BRISONr_27";"HN_WF";"B1";7;7;2018;"HAN";1;299;NA;148;187;67.5;83.53;NA;1943.48;41.82;NA;570;0;0;0;0.25;0;NA;NA;11.62;19
"BRISONr_27";"HN_WF";"B2";18;20;2018;"HAN";1;299;NA;148;NA;61.25;68.26;868.97;1649.78;38.76;36.71;540;0;0;0;0.25;0;NA;NA;11.87;19
"BRISONr_27";"LN_NF";"B1";11;4;2018;"HAN";1;299;NA;148;183;68;46.63;345.88;783.81;30.46;27.53;330;2.5;0;55;15;0.5;NA;NA;10.85;13
"BRISONr_27";"LN_NF";"B2";16;12;2018;"HAN";1;299;NA;147;NA;67.5;49.24;NA;1217.09;34.14;NA;375;0.5;0;12.5;10;0;NA;NA;8.15;7
"BRISONr_27";"LN_WF";"B1";7;14;2018;"HAN";1;299;NA;149;183;65;52;597.6;1257.72;35.28;42.05;480;0;0;10;7.5;0;NA;NA;8.27;8
"BRISONr_27";"LN_WF";"B2";17;9;2018;"HAN";1;299;NA;147;NA;60.5;53.31;526.84;1065.07;36.84;34.9;390;0;0;5;5;0;NA;NA;8.2;8
"BRISONr_31";"HN_NF";"B1";10;17;2018;"HAN";1;299;NA;147;187;68;87.9;843.48;1447.98;45.63;44.13;480;0;0;0.5;0.5;0;NA;NA;10.79;24
"BRISONr_31";"HN_NF";"B2";24;2;2018;"HAN";1;299;NA;147;NA;68.5;94.95;982.31;1745.28;46.95;45.34;495;0;0;0.5;3;0.25;NA;NA;10.23;23
"BRISONr_31";"HN_WF";"B1";10;10;2018;"HAN";1;299;NA;147;183;70.5;97.51;NA;1705.1;47.44;NA;525;0;0;0;0;0;NA;NA;10.55;25
"BRISONr_31";"HN_WF";"B2";26;18;2018;"HAN";1;299;NA;147;NA;68;84.13;1051.42;1958.32;44.81;43.05;645;0;0;0;0;0.25;NA;NA;11.35;25
"BRISONr_31";"LN_NF";"B1";6;5;2018;"HAN";1;299;NA;149;183;67;67.09;770.61;1495.2;39.04;37.68;495;2.5;0;6.5;5;0.75;NA;NA;8.77;16
"BRISONr_31";"LN_NF";"B2";24;13;2018;"HAN";1;299;NA;149;NA;66.75;58.01;476.16;964.17;39.9;39.4;360;3;0;4;10;0;NA;NA;7.31;12
"BRISONr_31";"LN_WF";"B1";5;15;2018;"HAN";1;299;NA;147;183;64.5;64.25;688.61;1318.59;43.69;30.8;480;0.5;0;1;3;0;NA;NA;7.73;14
"BRISONr_31";"LN_WF";"B2";23;10;2018;"HAN";1;299;NA;147;NA;62.5;65.62;723.24;1388.16;42.94;38.72;480;0.25;0;0.5;2.75;0.5;NA;NA;7.66;12
"BRISONr_38";"HN_NF";"B1";1;20;2018;"HAN";1;299;NA;146;183;59.5;69.65;961.92;1647.68;38.2;36.73;540;0;0;0.5;1.5;0;NA;NA;11.19;35
"BRISONr_38";"HN_NF";"B2";18;5;2018;"HAN";1;299;NA;147;NA;67.25;83.15;986.36;1683.06;39.55;40.12;495;0;0;0.5;2;0.25;NA;NA;10.81;34
"BRISONr_38";"HN_WF";"B1";6;8;2018;"HAN";1;299;NA;148;185;69.5;82.93;NA;1224.29;41.02;NA;360;0;0;0;0;0.5;NA;NA;11.42;36
"BRISONr_38";"HN_WF";"B2";14;19;2018;"HAN";1;299;NA;148;NA;67.25;78.85;893.25;1569.72;39.9;35.63;600;0;0;0;0.25;0.25;NA;NA;11.51;34
"BRISONr_38";"LN_NF";"B1";7;4;2018;"HAN";1;299;NA;146;183;69.5;52.29;482.46;1025.19;30.36;28.43;405;5;0;40;15;0;NA;NA;9.86;28
"BRISONr_38";"LN_NF";"B2";25;12;2018;"HAN";1;299;NA;148;NA;59.25;53.7;NA;1223.39;33.91;NA;405;0.25;0;7.5;4;0;NA;NA;8.39;20
"BRISONr_38";"LN_WF";"B1";13;13;2018;"HAN";1;299;NA;147;183;64.5;58.82;646.48;1229.24;37.69;36.57;510;0.5;0;3;20;0;NA;NA;8.24;19
"BRISONr_38";"LN_WF";"B2";21;10;2018;"HAN";1;299;NA;147;NA;63.25;59.24;NA;1045.88;36.31;NA;345;0;0;2;2.75;0;NA;NA;7.92;19
"BRISONr_47";"HN_NF";"B1";6;20;2018;"HAN";1;299;NA;149;185;64;71.25;855.17;1551.42;40.74;39.07;465;0;0;0;0.75;0;NA;NA;12;47
"BRISONr_47";"HN_NF";"B2";25;2;2018;"HAN";1;299;NA;151;NA;66.25;74.67;893.55;1600.6;40.43;39.06;525;0;0;0.25;3;0;NA;NA;11.41;44
"BRISONr_47";"HN_WF";"B1";5;9;2018;"HAN";1;299;NA;148;186;65;79.98;552.92;988.16;41.06;39.03;330;0;0;0;0;0;NA;NA;11.84;47
"BRISONr_47";"HN_WF";"B2";19;17;2018;"HAN";1;299;NA;148;NA;63.25;80.3;886.66;1558.17;40.1;37.72;540;0;0;0;0;0;NA;NA;11.4;45
"BRISONr_47";"LN_NF";"B1";11;3;2018;"HAN";1;299;NA;148;183;64;54.48;565.22;1236.58;33.41;33.27;540;0;0;7.5;10;0;NA;NA;9.37;26
"BRISONr_47";"LN_NF";"B2";22;13;2018;"HAN";1;299;NA;151;NA;63.5;60.68;NA;1605.4;38.65;NA;600;0;0;1;1.75;0;NA;NA;8.07;20
"BRISONr_47";"LN_WF";"B1";10;14;2018;"HAN";1;299;NA;148;186;66.5;14.49;624.59;1250.22;37.56;28.97;420;0;0;1;5;0;NA;NA;7.78;20
"BRISONr_47";"LN_WF";"B2";14;10;2018;"HAN";1;299;NA;147;NA;62.25;59.82;575.86;1139.58;40.09;37.66;375;0;0;0.5;0.5;0.75;NA;NA;7.63;18
"BRISONr_50";"HN_NF";"B1";2;18;2018;"HAN";1;299;NA;151;183;67;77.57;887.41;1621.59;43.96;40.85;525;0;0;0.5;0;0;NA;NA;11.98;39
"BRISONr_50";"HN_NF";"B2";25;3;2018;"HAN";1;299;NA;148;NA;64.5;81.66;731.33;1381.71;44.2;41.34;420;0.25;0;0.75;3;0.25;NA;NA;11.26;36
"BRISONr_50";"HN_WF";"B1";11;10;2018;"HAN";1;299;NA;147;183;66.5;80.64;885.31;1631.78;45.19;44.17;435;0;0;0;0;0;NA;NA;11.83;42
"BRISONr_50";"HN_WF";"B2";17;19;2018;"HAN";1;299;NA;147;NA;65.75;74.79;694.6;1400.6;42.19;40.25;450;0;0;0;0;0.25;NA;NA;11.75;40
"BRISONr_50";"LN_NF";"B1";11;2;2018;"HAN";1;299;NA;147;183;68;45.77;595.05;1492.95;32.85;28.74;540;10;0;45;20;0;NA;NA;10;23
"BRISONr_50";"LN_NF";"B2";17;15;2018;"HAN";1;299;NA;147;NA;62.5;49.89;NA;1259.97;38.65;NA;465;0.5;0;10;7.5;0;NA;NA;8.46;18
"BRISONr_50";"LN_WF";"B1";1;12;2018;"HAN";1;299;NA;147;183;66;53.81;NA;1209;40.09;NA;375;5;0;5;15;0;NA;NA;8.28;18
"BRISONr_50";"LN_WF";"B2";20;8;2018;"HAN";1;299;NA;147;NA;65;54.07;802.1;1663.87;39.32;39.54;510;4;0;4;4;0;NA;NA;8.55;18
"BRISONr_54";"HN_NF";"B1";13;19;2018;"HAN";1;299;NA;148;187;70;86;1013.19;1827.89;41.8;38.88;600;0;0;0.5;1;0;NA;NA;11.49;35
"BRISONr_54";"HN_NF";"B2";26;4;2018;"HAN";1;299;NA;152;NA;74.25;90.7;762.67;1410.19;40.54;36.26;465;0;0;0.75;1;0;NA;NA;11.22;37
"BRISONr_54";"HN_WF";"B1";1;7;2018;"HAN";1;299;NA;148;183;68;54.86;621.29;1213.19;33.76;29.94;465;0;0;0;0.5;0;NA;NA;11.86;38
"BRISONr_54";"HN_WF";"B2";22;19;2018;"HAN";1;299;NA;150;NA;69.5;73.79;798.05;1549.48;39.68;34.32;525;0;0;0;0;0;NA;NA;11.1;34
"BRISONr_54";"LN_NF";"B1";9;4;2018;"HAN";1;299;NA;148;183;71;53.75;578.71;1317.09;32.01;29.29;480;3;0;35;3;5.25;NA;NA;9.4;23
"BRISONr_54";"LN_NF";"B2";22;14;2018;"HAN";1;299;NA;150;NA;68.5;60.8;NA;1529.84;36.47;NA;540;1.75;0;7;5;0.5;NA;NA;7.5;15
"BRISONr_54";"LN_WF";"B1";3;12;2018;"HAN";1;299;NA;148;183;67;64.78;530.43;1043.18;39.15;37.76;315;0;0;1;5;0;NA;NA;7.21;16
"BRISONr_54";"LN_WF";"B2";25;10;2018;"HAN";1;299;NA;152;NA;56.25;61.62;965.82;1886.96;40.02;37.26;600;0;0;5;0.75;0;NA;NA;6.79;14
"BRISONr_56";"HN_NF";"B1";12;19;2018;"HAN";1;299;NA;148;187;68.5;81.28;634.03;1344.83;36.14;33.33;480;0;0;0.75;0.5;0;NA;NA;11.48;40
"BRISONr_56";"HN_NF";"B2";18;4;2018;"HAN";1;299;NA;148;NA;64.25;82.95;704.2;1273.16;37.96;35.77;360;0;0;0.25;0.75;0.5;NA;NA;11.22;39
"BRISONr_56";"HN_WF";"B1";2;10;2018;"HAN";1;299;NA;148;183;60;72.17;627.74;1147.83;35.01;31.89;360;0;0;0.25;0.25;0;NA;NA;11.07;35
"BRISONr_56";"HN_WF";"B2";21;20;2018;"HAN";1;299;NA;150;NA;63.75;66.23;629.99;1174.96;31.58;30.78;450;0;0;0;0.25;0.25;NA;NA;11.82;39
"BRISONr_56";"LN_NF";"B1";5;5;2018;"HAN";1;299;NA;146;183;65.5;64.63;745.43;1451.42;34.34;33.55;465;3;0;0.75;0.5;0.25;NA;NA;8.89;26
"BRISONr_56";"LN_NF";"B2";14;14;2018;"HAN";1;299;NA;147;NA;62.5;59.44;NA;1217.39;37.53;NA;405;7.5;0;0.25;7.5;0;NA;NA;7.35;20
"BRISONr_56";"LN_WF";"B1";10;13;2018;"HAN";1;299;NA;149;187;64;66.9;710.79;1362.67;37.31;29.86;465;3;0;3;7.5;0;NA;NA;7.3;20
"BRISONr_56";"LN_WF";"B2";20;9;2018;"HAN";1;299;NA;150;NA;57;61.22;591.45;1138.08;36.08;35.77;495;0.5;0;0.5;1.75;0.25;NA;NA;7.12;18
"BRISONr_59";"HN_NF";"B1";5;18;2018;"HAN";1;299;NA;150;186;70;79.8;819.49;1422.49;43.93;44.91;465;0;0;0.5;0.5;0;NA;NA;11.88;35
"BRISONr_59";"HN_NF";"B2";15;2;2018;"HAN";1;299;NA;152;NA;63.75;81.16;740.63;1354.42;43.53;43.91;405;0;0;1;0.5;0;NA;NA;10.9;30
"BRISONr_59";"HN_WF";"B1";3;9;2018;"HAN";1;299;NA;150;184;61;55.85;NA;1385.16;37.82;NA;570;0;0;0;0.25;0.5;NA;NA;11.64;33
"BRISONr_59";"HN_WF";"B2";22;17;2018;"HAN";1;299;NA;152;NA;65.25;71.56;894.9;1599.55;44.23;41.8;585;0;0;0;0;0;NA;NA;12.07;35
"BRISONr_59";"LN_NF";"B1";11;5;2018;"HAN";1;299;NA;150;187;67;52.01;485.46;1081.11;34.56;31.05;450;0;0;20;15;0;NA;NA;9.65;19
"BRISONr_59";"LN_NF";"B2";15;13;2018;"HAN";1;299;NA;152;NA;65;45.99;653.22;1422.19;35.63;32.56;555;5;0;20;10;0;NA;NA;8.33;15
"BRISONr_59";"LN_WF";"B1";11;14;2018;"HAN";1;299;NA;150;187;65;54.08;628.19;1274.66;40.02;41.08;435;0;0;1;10;0;NA;NA;7.98;14
"BRISONr_59";"LN_WF";"B2";22;9;2018;"HAN";1;299;NA;152;NA;60.25;54.75;637.63;1235.98;40.11;34.13;525;0;0;7.5;6.5;0;NA;NA;7.85;15
"BRISONr_67";"HN_NF";"B1";4;18;2018;"HAN";1;299;NA;147;183;75.5;94.64;1365.97;2300.45;42.42;41.51;585;0;0;0.25;5;0;NA;NA;10.82;21
"BRISONr_67";"HN_NF";"B2";17;2;2018;"HAN";1;299;NA;147;NA;71.75;95.29;821.59;1456.22;42.24;41.17;405;0;0;0.5;4;0;NA;NA;10.62;19
"BRISONr_67";"HN_WF";"B1";5;8;2018;"HAN";1;299;NA;147;183;74.5;86.04;856.67;1498.2;42.66;38.2;435;0;0;0;0;0;NA;NA;10.4;21
"BRISONr_67";"HN_WF";"B2";24;17;2018;"HAN";1;299;NA;147;NA;72;96.61;1271.81;2142.28;42;41.02;675;0;0;0;0;0.25;NA;NA;9.93;19
"BRISONr_67";"LN_NF";"B1";12;5;2018;"HAN";1;299;NA;148;183;72.5;60.35;738.53;1503.9;32.49;32.93;510;0;0;15;7.5;0.5;NA;NA;8.9;13
"BRISONr_67";"LN_NF";"B2";15;12;2018;"HAN";1;299;NA;147;NA;66;54.58;NA;1476.46;35.02;NA;465;0;0;22.5;10;0.5;NA;NA;7.19;8
"BRISONr_67";"LN_WF";"B1";9;14;2018;"HAN";1;299;NA;147;183;73.5;70.28;1199.55;2397.6;38.94;60.84;705;0;0;5;20;0;NA;NA;7.15;10
"BRISONr_67";"LN_WF";"B2";19;7;2018;"HAN";1;299;NA;147;NA;69.75;72.09;NA;1579.91;39.47;NA;435;0;0;5;4;0;NA;NA;7.04;9
"BRISONr_69";"HN_NF";"B1";1;17;2018;"HAN";1;299;NA;148;186;70.5;78.77;827.14;1483.66;44.28;41.61;480;0;0;0;0.5;0;NA;NA;11.46;21
"BRISONr_69";"HN_NF";"B2";22;4;2018;"HAN";1;299;NA;150;NA;69;82.83;867.02;1557.87;43.68;41.6;495;0;0;0.5;1;0.25;NA;NA;10.99;20
"BRISONr_69";"HN_WF";"B1";2;7;2018;"HAN";1;299;NA;148;183;61;56.2;731.18;1388.01;36.56;34.66;495;0;0;0;0.5;0;NA;NA;11.71;23
