Row;Column;BRISONr;Year;Location;Treatment;Block;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;HI;Spike_number;Crude_protein;Sedimentation;SPAD;Straw_N;Flag_Leaf_Weight;Flag_Leaf_N;Flag_Leaf_C
12;25;BRISONr_83;2020;KAD;LLN_WF;B2;298;NA;218;269;81.50;72.05;NA;NA;19.26;0.59;679;9.30;10.10;49.50;0.47;1.85;3.92;43.00
12;26;BRISONr_79;2020;KAD;LLN_WF;B2;298;NA;216;269;75.50;60.27;NA;NA;23.99;0.54;629;9.60;8.10;53.30;0.35;1.85;3.92;43.00
12;27;BRISONr_159;2020;KAD;LLN_WF;B2;298;NA;217;269;78.00;63.73;NA;NA;22.15;0.55;650;9.60;19.80;48.75;0.36;2.12;3.58;43.53
12;28;BRISONr_62;2020;KAD;LLN_WF;B2;298;NA;222;266;79.00;74.38;NA;NA;22.61;0.55;658;9.10;18.70;48.80;0.38;2.12;3.95;43.76
12;29;BRISONr_54;2020;KAD;LLN_WF;B2;298;NA;221;267;76.50;79.78;NA;NA;25.26;0.60;638;9.00;19.60;54.50;0.40;2.12;3.58;43.53
12;30;BRISONr_45;2020;KAD;LLN_WF;B2;298;NA;222;265;74.50;72.49;NA;NA;22.6;0.51;621;9.90;12.40;47.00;0.35;2.12;3.95;43.76
12;31;BRISONr_222;2020;KAD;LLN_WF;B2;298;NA;219;267;74.50;80.22;NA;NA;23.93;0.63;621;8.50;24.20;56.55;0.34;2.12;3.58;43.53
12;32;BRISONr_31;2020;KAD;LLN_WF;B2;298;NA;216;273;71.50;75.78;NA;NA;22.61;0.61;596;9.50;6.90;46.90;0.35;2.12;3.95;43.76
12;33;BRISONr_133;2020;KAD;LLN_WF;B2;298;NA;223;267;94.00;72.11;NA;NA;19.09;0.52;783;10.40;19.90;48.70;0.38;1.72;3.84;43.73
12;34;BRISONr_6;2020;KAD;LLN_WF;B2;298;NA;224;267;72.50;82.05;NA;NA;23.45;0.58;604;10.90;21.70;52.80;0.36;1.72;3.84;43.73
12;35;BRISONr_146;2020;KAD;LLN_WF;B2;298;NA;215;268;102.50;79.95;NA;NA;25.73;0.60;854;10.30;20.40;52.35;0.35;1.74;3.58;43.53
12;36;BRISONr_178;2020;KAD;LLN_WF;B2;298;NA;215;265;69.50;81.19;NA;NA;23.05;0.64;579;10.30;21.70;47.45;0.37;2.00;3.91;46.52
12;37;BRISONr_111;2020;KAD;LLN_WF;B2;298;NA;219;266;83.50;88.27;NA;NA;22.01;0.63;696;9.60;20.20;52.55;0.33;1.78;3.22;43.30
12;38;BRISONr_207;2020;KAD;LLN_WF;B2;298;NA;224;267;73.50;64.49;NA;NA;24.39;0.66;613;10.70;16.60;48.40;0.36;1.79;3.58;43.30
13;22;BRISONr_76;2020;KAD;LLN_WF;B2;298;NA;218;265;81.00;47.51;NA;NA;21;0.53;675;10.40;15.50;44.85;0.43;1.78;3.22;43.30
13;23;BRISONr_134;2020;KAD;LLN_WF;B2;298;NA;222;266;74.00;80.59;NA;NA;24.3;0.60;617;10.30;18.00;52.35;0.42;1.79;3.58;43.30
13;24;BRISONr_8;2020;KAD;LLN_WF;B2;298;NA;212;268;70.50;71.19;NA;NA;19.94;0.56;588;9.40;12.40;53.85;0.43;1.78;3.22;43.30
13;25;BRISONr_105;2020;KAD;LLN_WF;B2;298;NA;216;270;78.00;72.49;NA;NA;23.2;0.60;650;8.90;17.70;47.35;0.33;1.79;3.58;43.30
13;26;BRISONr_67;2020;KAD;LLN_WF;B2;298;NA;217;269;73.00;68.54;NA;NA;20.87;0.53;608;9.20;20.10;47.30;0.46;1.86;3.65;43.22
13;27;BRISONr_99;2020;KAD;LLN_WF;B2;298;NA;224;270;80.00;60.54;NA;NA;22.49;0.57;667;9.10;8.70;47.85;0.30;1.86;3.65;43.22
13;28;BRISONr_204;2020;KAD;LLN_WF;B2;298;NA;224;265;71.00;72.86;NA;NA;22.37;0.63;592;8.50;15.00;47.60;0.50;2.16;3.38;45.69
13;29;BRISONr_221;2020;KAD;LLN_WF;B2;298;NA;217;272;77.50;57.19;NA;NA;20.69;0.58;646;9.00;5.30;46.90;0.39;2.16;3.38;45.69
13;30;BRISONr_136;2020;KAD;LLN_WF;B2;298;NA;223;273;77.50;59.41;NA;NA;20.18;0.60;646;9.40;11.00;45.90;0.39;2.16;3.38;45.69
13;31;BRISONr_84;2020;KAD;LLN_WF;B2;298;NA;218;273;71.50;68.00;NA;NA;24.76;0.68;596;8.90;20.00;48.25;0.38;2.16;3.38;45.69
13;32;BRISONr_94;2020;KAD;LLN_WF;B2;298;NA;216;272;68.50;63.46;NA;NA;19.81;0.60;571;9.30;17.80;46.60;0.32;2.16;3.38;45.69
13;33;BRISONr_157;2020;KAD;LLN_WF;B2;298;NA;220;269;84.50;57.78;NA;NA;21.34;0.62;704;9.70;20.70;49.50;0.35;2.16;3.38;45.69
13;34;BRISONr_183;2020;KAD;LLN_WF;B2;298;NA;220;268;67.00;62.97;NA;NA;23.27;0.63;558;10.00;11.60;54.70;0.33;2.16;4.02;45.56
13;35;BRISONr_223;2020;KAD;LLN_WF;B2;298;NA;213;272;75.00;78.05;NA;NA;23.54;0.62;625;8.80;17.60;49.55;0.38;2.12;3.50;45.34
13;36;BRISONr_3;2020;KAD;LLN_WF;B2;298;NA;224;267;62.50;55.62;NA;NA;24.54;0.65;521;10.00;14.30;54.75;0.33;2.12;3.50;45.34
13;37;BRISONr_86;2020;KAD;LLN_WF;B2;298;NA;223;271;74.50;72.27;NA;NA;22.31;0.69;621;8.80;17.70;49.40;0.36;2.27;3.44;42.04
13;38;BRISONr_109;2020;KAD;LLN_WF;B2;298;NA;222;273;61.00;57.03;NA;NA;23.63;0.67;508;10.10;21.10;50.45;0.33;1.78;4.18;45.05
13;39;BRISONr_91;2020;KAD;LLN_WF;B2;298;NA;217;265;59.50;54.70;NA;NA;23.63;0.73;496;10.30;17.10;49.35;0.33;1.78;4.18;45.05
14;22;BRISONr_12;2020;KAD;LLN_WF;B2;298;NA;213;266;68.50;81.57;NA;NA;20.91;0.66;571;9.60;11.40;53.40;0.41;1.91;3.82;45.48
14;23;BRISONr_57;2020;KAD;LLN_WF;B2;298;NA;212;266;78.50;77.89;NA;NA;21.4;0.47;654;10.40;21.30;54.50;0.40;1.91;3.82;45.48
14;24;BRISONr_42;2020;KAD;LLN_WF;B2;298;NA;212;266;76.50;76.92;NA;NA;20.64;0.56;638;9.20;6.70;50.35;0.40;1.75;3.88;45.66
14;25;BRISONr_211;2020;KAD;LLN_WF;B2;298;NA;222;272;76.50;59.30;NA;NA;23.34;0.56;638;9.60;16.00;45.35;0.35;1.75;3.88;45.66
14;26;BRISONr_142;2020;KAD;LLN_WF;B2;298;NA;217;267;71.00;65.14;NA;NA;21.63;0.60;592;8.80;15.90;47.15;0.42;2.02;4.20;44.90
14;27;BRISONr_34;2020;KAD;LLN_WF;B2;298;NA;216;266;73.00;69.95;NA;NA;24.03;0.53;608;9.50;14.50;51.80;0.35;2.02;4.20;44.90
14;28;BRISONr_129;2020;KAD;LLN_WF;B2;298;NA;219;266;74.00;72.16;NA;NA;18.18;0.60;617;9.10;11.00;52.60;0.34;2.02;4.20;44.90
14;29;BRISONr_172;2020;KAD;LLN_WF;B2;298;NA;220;266;76.00;61.46;NA;NA;21.99;0.63;633;9.70;16.60;42.45;0.39;2.14;3.97;45.85
14;30;BRISONr_55;2020;KAD;LLN_WF;B2;298;NA;223;268;72.00;75.62;NA;NA;22;0.57;600;9.40;19.20;46.80;0.43;2.14;3.97;45.85
14;31;BRISONr_205;2020;KAD;LLN_WF;B2;298;NA;223;266;71.50;56.65;NA;NA;22.89;0.50;596;10.30;13.80;44.75;0.31;1.89;4.60;45.98
14;32;BRISONr_127;2020;KAD;LLN_WF;B2;298;NA;216;268;76.00;61.68;NA;NA;21.76;0.56;633;9.70;20.20;48.20;0.36;1.89;4.60;45.98
14;33;BRISONr_225;2020;KAD;LLN_WF;B2;298;NA;220;269;72.00;63.68;NA;NA;24.41;0.68;600;9.00;18.00;49.35;0.33;1.86;3.98;45.59
14;34;BRISONr_60;2020;KAD;LLN_WF;B2;298;NA;219;269;67.00;72.65;NA;NA;24.81;0.68;558;8.90;18.10;45.75;0.30;1.92;4.50;45.20
14;35;BRISONr_156;2020;KAD;LLN_WF;B2;298;NA;211;260;80.50;55.41;NA;NA;24.15;0.52;671;11.00;28.60;51.40;0.35;1.92;4.50;45.20
14;36;BRISONr_112;2020;KAD;LLN_WF;B2;298;NA;224;265;65.50;60.86;NA;NA;22.18;0.64;546;9.20;17.90;46.85;0.41;1.81;2.35;42.13
14;37;BRISONr_38;2020;KAD;LLN_WF;B2;298;NA;222;269;68.00;61.73;NA;NA;21.39;0.68;567;9.40;14.00;50.10;0.45;1.74;4.33;46.13
14;38;BRISONr_169;2020;KAD;LLN_WF;B2;298;NA;220;268;71.50;61.62;NA;NA;20.91;0.67;596;9.20;13.10;48.20;0.48;1.74;4.33;46.13
14;39;BRISONr_17;2020;KAD;LLN_WF;B2;298;NA;223;272;64.00;63.24;NA;NA;24.48;0.72;533;9.50;16.20;47.20;0.44;1.74;4.33;46.13
14;40;BRISONr_48;2020;KAD;LLN_WF;B2;298;NA;211;271;62.50;70.05;NA;NA;24.37;0.66;521;8.90;14.10;49.65;0.44;1.86;4.17;45.27
15;22;BRISONr_148;2020;KAD;LLN_WF;B2;298;NA;217;266;86.00;70.97;NA;NA;21.22;0.56;717;9.50;11.10;45.65;0.46;1.86;4.17;45.27
15;23;BRISONr_74;2020;KAD;LLN_WF;B2;298;NA;225;265;80.50;87.08;NA;NA;24.93;0.52;671;9.80;17.20;54.85;0.43;1.86;4.17;45.27
15;24;BRISONr_176;2020;KAD;LLN_WF;B2;298;NA;224;265;90.50;62.27;NA;NA;20.63;0.46;754;9.40;15.80;45.75;0.42;1.76;4.64;45.66
15;25;BRISONr_120;2020;KAD;LLN_WF;B2;298;NA;220;270;82.50;70.76;NA;NA;23.45;0.54;688;9.20;21.40;54.35;0.42;1.76;4.64;45.66
15;26;BRISONr_158;2020;KAD;LLN_WF;B2;298;NA;219;269;82.00;56.05;NA;NA;22.97;0.49;683;9.80;22.00;47.45;0.37;1.76;4.64;45.66
15;27;BRISONr_186;2020;KAD;LLN_WF;B2;298;NA;223;270;60.50;67.84;NA;NA;23.21;0.69;504;8.50;13.30;43.25;0.44;2.16;3.97;45.17
15;28;BRISONr_110;2020;KAD;LLN_WF;B2;298;NA;222;257;73.00;65.89;NA;NA;20.85;0.56;608;8.90;19.80;45.35;0.36;2.16;3.97;45.17
15;29;BRISONr_64;2020;KAD;LLN_WF;B2;298;NA;219;267;69.00;63.68;NA;NA;20.15;0.55;575;9.50;12.00;50.05;0.37;2.16;3.97;45.17
15;30;BRISONr_5;2020;KAD;LLN_WF;B2;298;NA;222;271;69.00;69.89;NA;NA;20;0.56;575;9.20;9.20;50.50;0.40;2.09;5.18;60.36
15;31;BRISONr_203;2020;KAD;LLN_WF;B2;298;NA;219;268;67.50;63.03;NA;NA;22.76;0.66;563;9.30;13.10;40.60;0.39;1.75;4.02;45.16
15;32;BRISONr_131;2020;KAD;LLN_WF;B2;298;NA;216;270;75.50;53.84;NA;NA;24.21;0.60;629;10.00;23.10;46.75;0.39;1.75;4.02;45.16
15;33;BRISONr_199;2020;KAD;LLN_WF;B2;298;NA;222;268;62.50;58.81;NA;NA;21.22;0.64;521;10.10;14.70;46.80;0.41;2.07;3.61;42.98
15;34;BRISONr_27;2020;KAD;LLN_WF;B2;298;NA;216;271;66.00;61.14;NA;NA;26.13;0.59;550;10.20;18.40;48.90;0.37;2.07;3.61;42.98
15;35;BRISONr_23;2020;KAD;LLN_WF;B2;298;NA;216;266;63.00;71.24;NA;NA;22.52;0.69;525;9.30;9.30;50.25;0.36;2.01;4.19;44.65
15;36;BRISONr_190;2020;KAD;LLN_WF;B2;298;NA;216;264;63.50;49.19;NA;NA;23.32;0.64;529;9.80;15.30;48.75;0.34;2.01;4.19;44.65
15;37;BRISONr_180;2020;KAD;LLN_WF;B2;298;NA;217;271;62.50;57.35;NA;NA;22.5;0.64;521;9.60;18.70;55.85;0.41;1.85;3.97;45.70
15;38;BRISONr_82;2020;KAD;LLN_WF;B2;298;NA;213;271;58.00;66.05;NA;NA;18.37;0.66;483;9.00;16.00;45.50;0.40;1.89;3.91;44.22
15;39;BRISONr_212;2020;KAD;LLN_WF;B2;298;NA;221;271;63.50;55.19;NA;NA;20.47;0.67;529;9.40;19.80;40.00;0.43;1.89;3.91;44.22
15;40;BRISONr_87;2020;KAD;LLN_WF;B2;298;NA;220;268;77.50;64.70;NA;NA;23.03;0.59;646;9.40;24.10;48.65;0.34;2.02;3.07;44.70
15;41;BRISONr_166;2020;KAD;LLN_WF;B2;298;NA;223;265;71.50;59.08;NA;NA;21.04;0.60;596;9.20;16.10;40.90;0.40;2.02;3.66;43.95
16;22;BRISONr_41;2020;KAD;LLN_WF;B2;298;NA;223;267;69.50;75.95;NA;NA;21.74;0.64;579;9.30;16.80;49.40;0.47;2.02;3.07;44.70
16;23;BRISONr_107;2020;KAD;LLN_WF;B2;298;NA;222;272;86.50;87.19;NA;NA;24.64;0.56;721;10.50;18.00;47.35;0.42;2.02;3.66;43.95
16;24;BRISONr_209;2020;KAD;LLN_WF;B2;298;NA;212;270;76.50;60.59;NA;NA;21.89;0.50;638;9.80;16.50;44.05;0.37;2.02;3.66;43.95
16;25;BRISONr_43;2020;KAD;LLN_WF;B2;298;NA;224;270;68.50;75.24;NA;NA;21.46;0.57;571;9.30;15.10;49.75;0.36;2.08;3.89;45.18
16;26;BRISONr_153;2020;KAD;LLN_WF;B2;298;NA;221;269;76.50;60.97;NA;NA;24.03;0.58;638;9.00;11.90;44.45;0.45;1.99;4.57;45.56
16;27;BRISONr_149;2020;KAD;LLN_WF;B2;298;NA;217;264;78.50;73.08;NA;NA;23.15;0.59;654;9.50;18.50;46.05;0.39;1.99;4.57;45.56
16;28;BRISONr_21;2020;KAD;LLN_WF;B2;298;NA;221;266;69.50;67.62;NA;NA;19.51;0.59;579;9.00;17.60;48.15;0.39;1.89;4.03;46.27
16;29;BRISONr_174;2020;KAD;LLN_WF;B2;298;NA;219;267;93.50;54.32;NA;NA;22;0.46;779;9.90;24.10;47.15;0.40;1.89;4.03;46.27
16;30;BRISONr_53;2020;KAD;LLN_WF;B2;298;NA;221;270;73.00;80.92;NA;NA;20.52;0.60;608;9.30;11.20;50.90;0.38;2.06;4.41;46.25
16;31;BRISONr_117;2020;KAD;LLN_WF;B2;298;NA;218;270;72.00;70.81;NA;NA;25.23;0.60;600;9.50;7.70;45.65;0.33;2.06;4.41;46.25
16;32;BRISONr_126;2020;KAD;LLN_WF;B2;298;NA;219;265;66.00;64.32;NA;NA;24.78;0.58;550;9.70;16.90;49.10;0.34;2.17;3.84;44.07
16;33;BRISONr_14;2020;KAD;LLN_WF;B2;298;NA;215;268;66.00;65.95;NA;NA;25.6;0.59;550;9.30;13.40;48.85;0.41;2.06;4.20;46.07
16;34;BRISONr_61;2020;KAD;LLN_WF;B2;298;NA;221;266;76.00;76.54;NA;NA;20.19;0.56;633;9.90;14.40;55.90;0.43;2.06;4.20;46.07
16;35;BRISONr_28;2020;KAD;LLN_WF;B2;298;NA;217;269;65.50;72.49;NA;NA;25.45;0.62;546;9.00;19.60;50.35;0.33;1.83;3.84;44.41
16;36;BRISONr_192;2020;KAD;LLN_WF;B2;298;NA;219;269;67.50;52.22;NA;NA;21.5;0.51;563;9.10;8.50;38.15;0.33;1.83;3.84;44.41
16;37;BRISONr_147;2020;KAD;LLN_WF;B2;298;NA;220;271;75.50;64.59;NA;NA;22.51;0.60;629;9.30;6.00;43.80;0.44;2.10;5.05;62.26
16;38;BRISONr_196;2020;KAD;LLN_WF;B2;298;NA;223;270;62.00;37.73;NA;NA;23.02;0.61;517;9.60;14.30;37.70;0.43;2.10;5.05;62.26
16;39;BRISONr_104;2020;KAD;LLN_WF;B2;298;NA;220;269;64.50;60.16;NA;NA;19.98;0.69;538;8.60;10.80;45.50;0.34;2.10;5.05;62.26
16;40;BRISONr_73;2020;KAD;LLN_WF;B2;298;NA;218;270;65.50;70.11;NA;NA;21.1;0.64;546;8.90;8.00;52.10;0.43;2.10;5.05;62.26
16;41;BRISONr_16;2020;KAD;LLN_WF;B2;298;NA;218;267;63.50;61.84;NA;NA;27.45;0.65;529;8.80;17.80;40.80;0.37;2.10;5.05;62.26
16;42;BRISONr_25;2020;KAD;LLN_WF;B2;298;NA;224;269;57.50;57.46;NA;NA;23.2;0.63;479;9.30;7.20;48.65;0.43;2.10;5.05;62.26
17;22;BRISONr_1;2020;KAD;LLN_WF;B2;298;NA;221;267;63.50;66.00;NA;NA;20.47;0.55;529;9.60;18.90;41.90;0.42;2.11;3.92;44.82
17;23;BRISONr_98;2020;KAD;LLN_WF;B2;298;NA;212;270;85.50;69.95;NA;NA;21.1;0.52;713;10.00;17.10;42.65;0.36;1.71;4.09;45.25
17;24;BRISONr_118;2020;KAD;LLN_WF;B2;298;NA;224;265;81.00;94.65;NA;NA;25.18;0.62;675;10.50;22.20;49.50;0.38;2.11;3.92;44.82
17;25;BRISONr_195;2020;KAD;LLN_WF;B2;298;NA;223;266;75.00;73.35;NA;NA;24.1;0.45;625;10.70;21.40;50.70;0.35;1.71;4.09;45.25
17;26;BRISONr_132;2020;KAD;LLN_WF;B2;298;NA;220;272;87.50;78.05;NA;NA;22.54;0.60;729;10.80;26.10;49.15;0.35;2.11;3.92;44.82
17;27;BRISONr_123;2020;KAD;LLN_WF;B2;298;NA;224;266;79.50;68.81;NA;NA;23.85;0.57;663;9.50;15.80;44.90;0.44;1.94;3.31;44.68
17;28;BRISONr_152;2020;KAD;LLN_WF;B2;298;NA;216;267;74.50;64.81;NA;NA;22.03;0.55;621;9.10;18.40;44.95;0.39;1.94;3.31;44.68
17;29;BRISONr_185;2020;KAD;LLN_WF;B2;298;NA;222;274;66.00;58.54;NA;NA;21.82;0.66;550;10.20;15.70;38.80;0.36;2.05;3.77;44.35
17;30;BRISONr_24;2020;KAD;LLN_WF;B2;298;NA;217;272;74.00;79.35;NA;NA;19.84;0.57;617;9.80;23.60;46.75;0.44;2.05;3.77;44.35
17;31;BRISONr_44;2020;KAD;LLN_WF;B2;298;NA;223;272;72.00;71.68;NA;NA;22.8;0.59;600;9.40;18.20;43.70;0.35;1.85;3.43;44.86
17;32;BRISONr_81;2020;KAD;LLN_WF;B2;298;NA;222;272;67.00;74.70;NA;NA;23.52;0.61;558;9.10;13.80;54.10;0.35;2.19;4.41;46.56
17;33;BRISONr_29;2020;KAD;LLN_WF;B2;298;NA;222;270;66.50;69.62;NA;NA;26.61;0.60;554;9.30;5.60;50.45;0.33;2.19;4.41;46.56
17;34;BRISONr_56;2020;KAD;LLN_WF;B2;298;NA;217;271;66.50;72.81;NA;NA;23.18;0.64;554;8.60;16.50;46.60;0.40;1.99;3.13;42.94
17;35;BRISONr_164;2020;KAD;LLN_WF;B2;298;NA;223;270;72.00;62.86;NA;NA;22.6;0.59;600;9.50;20.70;53.65;0.35;1.99;3.13;42.94
17;36;BRISONr_227;2020;KAD;LLN_WF;B2;298;NA;223;271;66.00;70.22;NA;NA;22.95;0.61;550;9.20;12.40;44.75;0.34;1.99;3.13;42.94
17;37;BRISONr_101;2020;KAD;LLN_WF;B2;298;NA;218;273;64.50;60.05;NA;NA;22.06;0.64;538;9.10;17.20;54.55;0.31;1.71;4.22;55.39
17;38;BRISONr_173;2020;KAD;LLN_WF;B2;298;NA;214;271;89.00;50.65;NA;NA;22.1;0.51;742;10.30;18.30;40.35;0.41;1.85;3.45;45.82
17;39;BRISONr_88;2020;KAD;LLN_WF;B2;298;NA;216;272;70.50;69.68;NA;NA;22.12;0.63;588;9.40;9.60;44.00;0.40;1.85;3.45;45.82
17;40;BRISONr_22;2020;KAD;LLN_WF;B2;298;NA;216;274;68.50;70.49;NA;NA;22.93;0.62;571;9.20;12.10;44.10;0.46;2.06;4.49;46.78
17;41;BRISONr_68;2020;KAD;LLN_WF;B2;298;NA;217;266;69.00;68.54;NA;NA;23.27;0.64;575;9.20;18.50;51.35;0.38;2.06;4.49;46.78
17;42;BRISONr_145;2020;KAD;LLN_WF;B2;298;NA;217;271;63.00;60.00;NA;NA;20.96;0.61;525;9.40;19.50;50.45;0.46;1.93;3.01;43.65
18;22;BRISONr_26;2020;KAD;LLN_WF;B2;298;NA;223;266;77.50;66.59;NA;NA;21.99;0.60;646;9.90;17.40;48.85;0.45;1.93;3.01;43.65
18;23;BRISONr_11;2020;KAD;LLN_WF;B2;298;NA;221;266;75.50;89.14;NA;NA;20.24;0.54;629;10.00;15.00;46.35;0.37;2.18;2.19;26.38
18;24;BRISONr_100;2020;KAD;LLN_WF;B2;298;NA;222;266;81.50;89.57;NA;NA;21.58;0.56;679;11.00;19.80;52.70;0.41;2.18;2.19;26.38
18;25;BRISONr_108;2020;KAD;LLN_WF;B2;298;NA;214;267;82.50;86.70;NA;NA;19.98;0.56;688;10.40;18.80;50.10;0.38;2.29;3.72;46.06
18;26;BRISONr_135;2020;KAD;LLN_WF;B2;298;NA;223;267;73.50;87.41;NA;NA;17.48;0.49;613;12.10;39.40;43.50;0.44;1.79;2.64;45.62
18;27;BRISONr_90;2020;KAD;LLN_WF;B2;298;NA;221;268;72.50;75.35;NA;NA;22.38;0.56;604;10.00;16.90;47.75;0.36;2.06;3.53;45.45
18;28;BRISONr_113;2020;KAD;LLN_WF;B2;298;NA;224;267;70.00;72.54;NA;NA;20.7;0.61;583;9.70;11.80;51.95;0.37;1.80;3.65;44.98
18;29;BRISONr_154;2020;KAD;LLN_WF;B2;298;NA;212;273;79.00;76.27;NA;NA;25.06;0.56;658;9.70;20.80;46.90;0.40;2.07;2.57;39.38
18;30;BRISONr_191;2020;KAD;LLN_WF;B2;298;NA;220;264;68.00;73.46;NA;NA;18.61;0.68;567;8.90;16.00;44.45;0.41;2.19;3.55;44.03
18;31;BRISONr_30;2020;KAD;LLN_WF;B2;298;NA;220;271;77.50;78.59;NA;NA;23.33;0.61;646;9.10;15.20;49.55;0.38;2.19;3.55;44.03
18;32;BRISONr_128;2020;KAD;LLN_WF;B2;298;NA;220;267;83.00;80.70;NA;NA;20.55;0.50;692;9.20;20.00;53.75;0.40;2.21;3.27;46.01
18;33;BRISONr_163;2020;KAD;LLN_WF;B2;298;NA;220;268;83.00;68.16;NA;NA;24.88;0.55;692;9.40;16.70;52.45;0.38;2.21;3.27;46.01
18;34;BRISONr_144;2020;KAD;LLN_WF;B2;298;NA;223;267;82.50;71.73;NA;NA;22.02;0.53;688;9.50;19.70;41.15;0.40;1.98;3.38;44.20
18;35;BRISONr_119;2020;KAD;LLN_WF;B2;298;NA;222;271;74.50;63.62;NA;NA;24.83;0.60;621;9.90;17.20;52.65;0.34;1.93;2.77;43.46
18;36;BRISONr_85;2020;KAD;LLN_WF;B2;298;NA;222;265;67.50;69.95;NA;NA;24.54;0.62;563;9.20;14.60;46.80;0.33;1.73;3.09;43.67
18;37;BRISONr_2;2020;KAD;LLN_WF;B2;298;NA;222;266;57.50;74.38;NA;NA;20.66;0.70;479;9.20;12.60;50.00;0.35;1.93;2.77;43.46
18;38;BRISONr_202;2020;KAD;LLN_WF;B2;298;NA;211;269;66.00;67.46;NA;NA;22.42;0.59;550;9.10;18.60;41.95;0.40;1.93;2.77;43.46
18;39;BRISONr_124;2020;KAD;LLN_WF;B2;298;NA;213;266;69.50;67.14;NA;NA;17.74;0.64;579;9.60;13.50;42.10;0.39;1.84;4.02;45.80
18;40;BRISONr_182;2020;KAD;LLN_WF;B2;298;NA;222;266;76.00;63.95;NA;NA;23.34;0.64;633;9.10;9.40;46.00;0.41;1.97;3.29;42.83
18;41;BRISONr_102;2020;KAD;LLN_WF;B2;298;NA;221;266;73.00;64.38;NA;NA;23.67;0.64;608;9.10;15.40;45.00;0.28;1.86;2.63;42.67
18;42;BRISONr_141;2020;KAD;LLN_WF;B2;298;NA;224;265;76.00;64.43;NA;NA;22.32;0.59;633;9.10;11.40;48.05;0.34;1.97;3.29;42.83
19;22;BRISONr_125;2020;KAD;LLN_WF;B2;298;NA;224;267;73.50;79.57;NA;NA;22.78;0.63;613;10.50;22.20;48.10;0.44;1.86;2.63;42.67
19;23;BRISONr_208;2020;KAD;LLN_WF;B2;298;NA;222;268;82.00;86.16;NA;NA;23.41;0.53;683;10.50;24.90;45.00;0.39;1.86;2.63;42.67
19;24;BRISONr_122;2020;KAD;LLN_WF;B2;298;NA;219;268;76.50;88.11;NA;NA;20.16;0.63;638;11.50;29.60;57.45;0.38;2.00;3.16;42.74
19;25;BRISONr_189;2020;KAD;LLN_WF;B2;298;NA;221;272;62.50;66.43;NA;NA;21.69;0.55;521;11.50;20.10;50.60;0.47;2.19;3.47;43.90
19;26;BRISONr_213;2020;KAD;LLN_WF;B2;298;NA;216;268;85.50;88.27;NA;NA;24.35;0.57;713;9.30;13.00;43.10;0.35;2.00;3.16;42.74
19;27;BRISONr_46;2020;KAD;LLN_WF;B2;298;NA;211;264;77.00;78.43;NA;NA;22.3;0.61;642;10.50;18.50;48.80;0.46;1.99;4.96;45.13
19;28;BRISONr_175;2020;KAD;LLN_WF;B2;298;NA;219;266;90.00;64.70;NA;NA;20.74;0.45;750;8.90;13.70;52.20;0.37;2.07;2.76;43.11
19;29;BRISONr_226;2020;KAD;LLN_WF;B2;298;NA;221;271;73.50;79.73;NA;NA;21.05;0.63;613;9.40;10.40;49.10;0.42;1.99;4.96;45.13
19;30;BRISONr_116;2020;KAD;LLN_WF;B2;298;NA;217;266;78.50;72.22;NA;NA;21.64;0.54;654;8.60;10.40;49.00;0.34;2.07;2.76;43.11
19;31;BRISONr_66;2020;KAD;LLN_WF;B2;298;NA;224;267;63.00;80.65;NA;NA;22.51;0.65;525;10.70;17.10;46.70;0.31;1.78;3.24;46.09
19;32;BRISONr_224;2020;KAD;LLN_WF;B2;298;NA;212;268;62.50;56.49;NA;NA;21.49;0.64;521;10.10;15.70;58.45;0.35;2.14;3.47;44.21
19;33;BRISONr_161;2020;KAD;LLN_WF;B2;298;NA;223;269;72.50;64.92;NA;NA;23.05;0.55;604;9.50;10.90;42.65;0.41;2.12;3.27;44.87
19;34;BRISONr_106;2020;KAD;LLN_WF;B2;298;NA;213;269;67.50;70.49;NA;NA;22.63;0.60;563;10.40;10.40;50.85;0.35;2.15;2.55;38.65
19;35;BRISONr_210;2020;KAD;LLN_WF;B2;298;NA;221;265;57.50;57.41;NA;NA;22.73;0.65;479;9.80;22.50;54.05;0.34;2.15;2.55;38.65
19;36;BRISONr_228;2020;KAD;LLN_WF;B2;298;NA;217;268;78.00;66.00;NA;NA;21.01;0.57;650;9.70;22.10;45.60;0.41;2.06;2.43;42.10
19;37;BRISONr_150;2020;KAD;LLN_WF;B2;298;NA;221;266;77.50;59.19;NA;NA;24.67;0.55;646;9.70;10.80;47.25;0.38;2.06;2.43;42.10
19;38;BRISONr_177;2020;KAD;LLN_WF;B2;298;NA;217;267;62.00;64.05;NA;NA;20.22;0.64;517;10.60;20.70;50.90;0.39;1.78;3.88;45.91
19;39;BRISONr_184;2020;KAD;LLN_WF;B2;298;NA;223;264;60.50;38.54;NA;NA;23.88;0.72;504;9.60;6.40;38.95;0.46;1.94;2.61;43.33
19;40;BRISONr_95;2020;KAD;LLN_WF;B2;298;NA;215;272;70.50;68.43;NA;NA;21.98;0.61;588;9.50;20.20;46.75;0.46;1.94;2.61;43.33
