"Parameter","Environment","Ab_BP","Ab_BPsd","Ab_BPCIl","Ab_BPCIu","v1970","v2010","p","R2"
"Seedyield","2017/GGE/HN_NF_RF",0.287012878384519,0.00756068054453385,0.272093910490648,0.301931846278391,60.7823606620182,72.2628757973989,0,0.89
"Seedyield","2017/GGE/HN_WF_RF",0.264439085890173,0.00809679110186274,0.248462248120006,0.28041592366034,62.9220798953717,73.4996433309786,0,0.86
"Seedyield","2017/HAN/HN_NF_RF",0.366755567551273,0.0173563616244127,0.332507459817606,0.401003675284941,52.8514999516683,67.5217226537193,0,0.71
"Seedyield","2017/HAN/HN_WF_RF",0.332088379688507,0.011448746880887,0.309497359457597,0.354679399919417,64.3893619332958,77.6728971208361,0,0.82
"Seedyield","2017/KAL/HN_NF_RF",0.394439476140094,0.0112088425510707,0.372321842527366,0.416557109752823,87.7232777846644,103.500856830268,0,0.87
"Seedyield","2017/KAL/HN_WF_RF",0.27274564112425,0.0082836498996678,0.256400087814692,0.289091194433808,99.116460374042,110.026286019012,0,0.86
"Seedyield","2017/KIE/HN_NF_RF",0.384419112050792,0.0153194911647814,0.354186751886901,0.414651472214682,57.8064297488287,73.1831942308603,0,0.78
"Seedyield","2017/KIE/HN_WF_RF",0.380197479728118,0.0093007338854465,0.361844291013253,0.398550668442983,68.7063708158195,83.9142700049442,0,0.9
"Seedyield","2017/QLB/HN_NF_RF",0.376768802973328,0.0130372763223247,0.351043247485216,0.40249435846144,28.2412791590208,43.3120312779539,0,0.82
"Seedyield","2017/QLB/HN_WF_RF",0.345920313914045,0.0118307175290658,0.322575577426639,0.36926505040145,57.9200337526214,71.7568463091832,0,0.83
"Seedyield","2017/QLB/LN_WF_RF",0.361675699944312,0.0110710366471949,0.339829989188712,0.383521410699912,59.107388495011,73.5744164927835,0,0.86
"Seedyield","2018/GGE/HN_WF_RF",0.0705885786467539,0.0234925341756694,0.0226752393055489,0.118501917987959,27.5386897574113,30.3622329032814,0.0234,0.23
"Seedyield","2018/HAN/HN_NF_RF",0.274975740847785,0.0186885645864045,0.236860162079966,0.313091319615605,71.1695922389766,82.168621872888,0,0.87
"Seedyield","2018/HAN/HN_WF_RF",0.232666305774673,0.0401228484828556,0.150835216786163,0.314497394763183,68.5693257661669,77.8759779971538,0,0.52
"Seedyield","2018/HAN/LN_WF_RF",0.331120298668136,0.0157934154200037,0.298909415554514,0.363331181781758,49.0716942380242,62.3165061847496,0,0.93
"Seedyield","2018/KAL/HN_WF_RF",0.19375920370166,0.00835330532645772,0.177272356485161,0.210246050918158,84.5486439141766,92.299012062243,0,0.76
"Seedyield","2018/KAL/LN_WF_RF",0.216742337219218,0.00726577244423417,0.202401944342817,0.231082730095618,72.0279351668481,80.6976286556168,0,0.84
"Seedyield","2018/KIE/HN_NF_RF",0.371417070076977,0.0125788900043526,0.345762254772358,0.397071885381595,57.8070361352777,72.6637189383569,0,0.97
"Seedyield","2018/KIE/HN_WF_RF",0.354581737541691,0.0142093029624779,0.325601673085797,0.383561801997585,60.3718802811434,74.555149782811,0,0.95
"Seedyield","2018/KIE/LN_WF_RF",0.28114064937113,0.0111199609410674,0.25846133950842,0.30381995923384,54.6560709457804,65.9016969206256,0,0.95
"Seedyield","2019/HAN/HN_NF_RF",0.310421148748831,0.0132570168954543,0.283383284531447,0.337459012966214,48.0843146958933,60.5011606458465,0,0.95
"Seedyield","2019/HAN/HN_WF_RF",0.294486008646535,0.0145010758079703,0.264910869548966,0.324061147744104,63.559881856405,75.3393222022664,0,0.93
"Seedyield","2019/HAN/LN_WF_RF",0.20518837805035,0.0214080571643932,0.161526357602347,0.248850398498353,52.3304618055595,60.5379969275735,0,0.75
"Seedyield","2019/KAL/HN_WF_RF",0.215759905056847,0.00854290438779465,0.198898847796002,0.232620962317692,74.9938197401232,83.6242159423971,0,0.79
"Seedyield","2019/KAL/LN_WF_RF",0.153100848671472,0.0110868808004173,0.131218766942092,0.174982930400851,73.8772057681333,80.0012397149922,0,0.52
"Seedyield","2019/KIE/HN_NF_RF",0.488472392966956,0.0204199141961004,0.446825703389748,0.530119082544164,61.4067303479547,80.9456260666329,0,0.95
"Seedyield","2019/KIE/HN_WF_RF",0.32727751620499,0.0148833160553708,0.296922792983093,0.357632239426886,75.6184611568846,88.7095618050841,0,0.94
"Seedyield","2019/KIE/LN_WF_RF",0.321636060473009,0.0183248826146814,0.284262215976731,0.359009904969288,62.0728486394075,74.9382910583279,0,0.91
"Seedyield","2020/KAL/HN_WF_RF",0.171151617083576,0.0106951470449564,0.150042696914014,0.192260537253139,92.0668321992292,98.9128968825722,0,0.6
"Seedyield","2020/KAL/LN_WF_RF",0.0571429183754027,0.0113851145948206,0.0346722151589634,0.079613621591842,70.5663215248436,72.8520382598597,0.0667,0.13
"Seedyield_bio","2015/GGE/HN_WF_RF",3.22787627543228,0.145054040761894,2.94165117118983,3.51410137967472,506.713673190747,635.828724208038,0,0.73
"Seedyield_bio","2015/HAN/HN_NF_RF",6.10781468500325,0.316915083986904,5.48246807298398,6.73316129702252,587.244947237024,831.557534637153,0,0.67
"Seedyield_bio","2015/HAN/HN_WF_RF",5.19319587500108,0.274675047969661,4.65119860401869,5.73519314598347,907.755219452978,1115.48305445302,0,0.67
"Seedyield_bio","2015/KAL/HN_NF_RF",6.66291775248539,0.471716442278652,5.73207713370456,7.59375837126622,627.960223850121,894.476933949536,0,0.53
"Seedyield_bio","2015/KAL/HN_WF_RF",2.72163981236528,0.266581201216949,2.19559367944389,3.24768594528667,931.478029118623,1040.34362161323,0,0.37
"Seedyield_bio","2015/KIE/HN_NF_RF",4.23232473081817,0.204396919891181,3.82900242834801,4.63564703328834,735.336477272302,904.629466505028,0,0.7
"Seedyield_bio","2015/KIE/HN_WF_RF",2.70451326034485,0.174536955099005,2.36011156077844,3.04891495991126,859.873248852678,968.053779266471,0,0.57
"Seedyield_bio","2015/QLB/HN_NF_RF",2.80464099242388,0.089164126006924,2.62869959067478,2.98058239417297,220.600177147907,332.785816844862,0,0.85
"Seedyield_bio","2015/QLB/HN_WF_RF",2.63079945600624,0.120313616417184,2.39339291965664,2.86820599235583,262.425185123138,367.657163363388,0,0.73
"Seedyield_bio","2015/QLB/LN_WF_RF",1.52953469291753,0.0891732977798581,1.35357519314337,1.70549419269168,290.95200481484,352.133392531541,0,0.62
