Date;Location;Temperature.Air.Mean_C;Precipitation_mm_d;Relative.Air.Humidity_percent;Global.Radiation_MJ_m2_d;Wind.Speed_m_s;Temperature.Air.Min_C;Temperature.Air.Max_C
2014-03-21;KAL;11,3;0,4;67,1;7,91;4,5;4,0;15,7
2014-03-22;KAL;7,3;3,8;79,5;6,63;3,2;2,5;12,8
2014-03-23;KAL;4,9;0,8;79,6;10,19;2,9;0,6;9,5
2014-03-24;KAL;3,7;0,3;82,8;10,76;1,5;-0,6;9,4
2014-03-25;KAL;3,5;0,0;76,0;14,41;1,8;-2,5;10,8
2014-03-26;KAL;4,3;0,1;73,3;14,74;1,8;-1,6;11,2
2014-03-27;KAL;8,1;0,3;63,9;16,70;2,7;1,0;15,3
2014-03-28;KAL;10,7;0,3;57,1;17,13;3,2;2,2;18,0
2014-03-29;KAL;11,5;0,3;57,1;18,24;2,9;3,2;19,5
2014-03-30;KAL;12,4;0,3;57,0;14,52;1,7;3,3;21,6
2014-03-31;KAL;13,8;0,3;53,9;14,47;1,6;6,3;22,3
2014-04-01;KAL;14,9;1,2;56,2;15,51;1,7;7,9;21,9
2014-04-02;KAL;14,5;1,2;59,1;17,87;2,2;6,2;22,6
2014-04-03;KAL;15,2;0,3;60,2;8,48;2,0;8,2;22,3
2014-04-04;KAL;14,6;0,5;72,9;4,38;2,7;11,3;18,7
2014-04-05;KAL;11,9;0,1;85,4;5,54;2,8;6,5;14,5
2014-04-06;KAL;12,9;1,2;73,8;12,92;2,6;4,8;18,6
2014-04-07;KAL;17,1;2,5;64,6;13,95;3,1;12,6;22,0
2014-04-08;KAL;10,1;1,7;71,8;11,90;4,9;4,2;14,6
2014-04-09;KAL;9,0;1,2;72,2;14,78;3,0;3,4;14,0
2014-04-10;KAL;11,4;1,2;69,0;13,99;1,9;6,1;16,9
2014-04-11;KAL;11,6;1,2;74,3;11,54;2,4;5,7;17,1
2014-04-12;KAL;10,4;1,2;68,5;16,46;2,5;3,4;16,4
2014-04-13;KAL;10,2;1,2;69,6;10,58;2,6;5,6;14,4
2014-04-14;KAL;8,7;0,4;69,7;15,26;5,3;3,8;13,3
2014-04-15;KAL;6,2;0,0;69,7;9,28;3,5;2,5;10,0
2014-04-16;KAL;7,6;1,2;60,0;22,19;1,9;-1,2;15,8
2014-04-17;KAL;11,0;1,4;50,0;21,50;2,6;0,9;18,4
2014-04-18;KAL;9,0;0,0;68,1;14,65;4,2;5,3;13,0
2014-04-19;KAL;10,9;0,0;66,9;19,34;3,2;3,3;18,1
2014-04-20;KAL;14,7;1,2;61,6;18,40;3,2;7,3;21,7
2014-04-21;KAL;11,7;2,5;76,1;15,97;2,2;5,0;19,3
2014-04-22;KAL;12,1;2,7;83,9;14,06;1,6;7,2;17,9
2014-04-23;KAL;13,4;3,3;77,9;16,66;1,7;6,3;21,3
2014-04-24;KAL;13,9;0,4;78,4;13,42;1,9;8,1;22,5
2014-04-25;KAL;16,5;0,0;68,4;21,07;2,4;8,2;24,6
2014-04-26;KAL;14,0;6,9;76,2;11,40;1,6;9,7;19,6
2014-04-27;KAL;12,0;0,4;81,9;11,53;1,8;7,8;16,2
2014-04-28;KAL;12,8;0,0;74,8;8,08;1,5;7,4;17,0
2014-04-29;KAL;12,7;3,1;89,0;7,55;1,7;10,4;15,2
2014-04-30;KAL;13,8;0,1;83,4;12,81;1,8;9,1;18,9
2014-05-01;KAL;14,0;0,0;74,4;17,37;2,0;9,6;19,7
2014-05-02;KAL;10,5;0,4;86,7;6,87;3,4;6,9;13,8
2014-05-03;KAL;9,1;2,0;59,2;23,80;3,4;2,8;14,5
2014-05-04;KAL;8,8;2,0;64,9;23,49;1,9;0,9;15,1
2014-05-05;KAL;12,6;2,0;58,8;24,89;2,1;3,1;21,1
2014-05-06;KAL;13,7;9,7;71,6;10,18;3,4;7,2;19,6
2014-05-07;KAL;12,8;0,1;75,6;15,96;3,6;9,3;17,6
2014-05-08;KAL;11,9;2,6;77,0;8,69;3,4;8,3;15,4
2014-05-09;KAL;14,2;0,4;66,5;16,19;4,9;9,2;17,6
2014-05-10;KAL;11,4;5,5;79,9;7,26;3,3;8,1;14,2
2014-05-11;KAL;11,2;0,5;66,0;16,58;5,1;7,9;14,8
2014-05-12;KAL;10,4;1,6;72,8;15,73;3,9;7,1;14,8
2014-05-13;KAL;9,6;2,0;84,3;12,94;2,4;5,5;13,4
2014-05-14;KAL;9,3;3,7;77,4;19,00;2,9;3,5;16,0
2014-05-15;KAL;8,4;0,0;81,1;10,83;2,7;4,0;12,1
2014-05-16;KAL;11,7;2,0;71,7;24,84;2,8;4,4;18,6
2014-05-17;KAL;13,0;2,0;71,7;25,89;2,4;5,1;19,8
